label,n_observations,run,shared_all_local_log_likelihood,local_all_local_log_likelihood,invalid_shared_k,valid_shared_all_local_k,local_k,invalid_shared_bic,local_bic,invalid_shared_bic_weight
INVALID: all-local optimization with shared-model penalty,5,72,3.813723564147949,1.2177866697311401,6,10,10,2.029180346308703,13.658805784878723,0.9970258331148081
INVALID: all-local optimization with shared-model penalty,5,73,4.803762912750244,3.2948970794677734,6,10,10,0.049101649104112965,9.504584965405456,0.991231146268659
INVALID: all-local optimization with shared-model penalty,5,74,3.8426809310913086,2.237788200378418,6,10,10,1.971265612421984,11.618802723584167,0.9920276253304673
INVALID: all-local optimization with shared-model penalty,5,75,4.459547996520996,3.334880828857422,6,10,10,0.7375314815626091,9.42461746662616,0.987176165410671
INVALID: all-local optimization with shared-model penalty,5,76,4.640877723693848,3.6053242683410645,6,10,10,0.37487202721690593,8.883730587658874,0.9859976566499336
INVALID: all-local optimization with shared-model penalty,5,77,3.0567946434020996,1.2180906534194946,6,10,10,3.543038187800402,13.658197817502014,0.9936792702140215
INVALID: all-local optimization with shared-model penalty,5,78,3.40262508392334,1.5919610261917114,6,10,10,2.8513773067579216,12.91045707195758,0.9935006973837484
INVALID: all-local optimization with shared-model penalty,5,79,2.5585718154907227,0.7376695871353149,6,10,10,4.539483843623156,14.619039950070373,0.9935664729743366
INVALID: all-local optimization with shared-model penalty,5,80,2.2080917358398438,0.36221420764923096,6,10,10,5.240444002924914,15.369950709042541,0.9937241664269412
INVALID: all-local optimization with shared-model penalty,5,81,4.563052177429199,4.023465633392334,6,10,10,0.5305231197462028,8.047447857556335,0.977211840360246
INVALID: all-local optimization with shared-model penalty,5,82,3.06850004196167,1.5974968671798706,6,10,10,3.5196273906812614,12.899385389981262,0.990895849280357
INVALID: all-local optimization with shared-model penalty,5,83,3.149916172027588,1.0380200147628784,6,10,10,3.3567951305494255,14.018339094815246,0.9951829840363222
INVALID: all-local optimization with shared-model penalty,5,84,4.109124183654785,2.6082420349121094,6,10,10,1.438379107295031,10.877895054516785,0.9911614795431906
INVALID: all-local optimization with shared-model penalty,5,85,2.194186210632324,0.6051763296127319,6,10,10,5.268255053339953,14.88402646511554,0.9919010240940541
INVALID: all-local optimization with shared-model penalty,5,86,2.906083106994629,1.2195760011672974,6,10,10,3.8444612606153434,13.655227122006409,0.9926478481713239
INVALID: all-local optimization with shared-model penalty,5,87,3.4932799339294434,1.6877485513687134,6,10,10,2.6700676067457145,12.718882021603577,0.9934674712955445
INVALID: all-local optimization with shared-model penalty,5,88,4.473114013671875,3.2241530418395996,6,10,10,0.7103994472608512,9.646073040661804,0.9886580109702011
INVALID: all-local optimization with shared-model penalty,5,89,3.3073201179504395,1.6272944211959839,6,10,10,3.0419872387037223,12.839790281949035,0.9926003948599461
INVALID: all-local optimization with shared-model penalty,5,90,4.1347455978393555,2.891782760620117,6,10,10,1.3871362789258903,10.310813603100769,0.9885905542817731
INVALID: all-local optimization with shared-model penalty,5,91,-0.49986350536346436,-2.5921711921691895,6,10,10,10.65635448533153,21.278721508679382,0.9950881638732658
INVALID: all-local optimization with shared-model penalty,5,92,4.2461771965026855,3.2869391441345215,6,10,10,1.1642730815992302,9.52050083607196,0.9849039927266551
INVALID: all-local optimization with shared-model penalty,5,93,3.41129732131958,1.7336982488632202,6,10,10,2.834032831965441,12.626982626614563,0.9925825503442888
INVALID: all-local optimization with shared-model penalty,5,94,0.5608583688735962,-1.9535516500473022,6,10,10,8.534910736857409,20.001482424435608,0.9967740153038266
INVALID: all-local optimization with shared-model penalty,5,95,3.847911834716797,2.387113094329834,6,10,10,1.9608038051710075,11.320152935681335,0.9908033297151225
INVALID: all-local optimization with shared-model penalty,5,96,4.782084941864014,3.1466078758239746,6,10,10,0.0924575908765739,9.801163372693054,0.9922659068930949
INVALID: all-local optimization with shared-model penalty,5,97,3.622529983520508,1.8407148122787476,6,10,10,2.4115675075635856,12.412949499783508,0.9933117412914669
INVALID: all-local optimization with shared-model penalty,5,98,2.304124355316162,0.9192098379135132,6,10,10,5.048378763972277,14.255959448513977,0.9900854741960332
INVALID: all-local optimization with shared-model penalty,5,99,3.2983665466308594,1.7527498006820679,6,10,10,3.0598943813428825,12.588879522976868,0.9915448844782522
INVALID: all-local optimization with shared-model penalty,10,0,9.040162086486816,7.918021202087402,11,20,20,7.248111849960871,30.215659455706117,0.9999897042986925
INVALID: all-local optimization with shared-model penalty,10,1,7.823517322540283,4.7057108879089355,11,20,20,9.681401377853938,36.64028008406305,0.9999986005632904
INVALID: all-local optimization with shared-model penalty,10,2,6.413243293762207,2.905482292175293,11,20,20,12.50194943541009,40.240737275530336,0.9999990524582784
INVALID: all-local optimization with shared-model penalty,10,3,6.342098712921143,3.077833652496338,11,20,20,12.644238597092219,39.896034554888246,0.9999987912202614
INVALID: all-local optimization with shared-model penalty,10,4,8.306023597717285,6.407559394836426,11,20,20,8.716388827499934,33.23658307020807,0.9999952629778516
INVALID: all-local optimization with shared-model penalty,10,5,7.924442768096924,5.896003246307373,11,20,20,9.479550486740656,34.259695367266175,0.9999958403374298
INVALID: all-local optimization with shared-model penalty,10,6,9.064386367797852,6.872500419616699,11,20,20,7.199663287338801,32.30670102064752,0.9999964675624423
INVALID: all-local optimization with shared-model penalty,10,7,3.370431900024414,0.16590332984924316,11,20,20,18.587572222885676,45.719895200182435,0.9999987168117696
INVALID: all-local optimization with shared-model penalty,10,8,9.0740966796875,6.687379360198975,11,20,20,7.180242663559504,32.67694313948297,0.9999970928959527
INVALID: all-local optimization with shared-model penalty,10,9,9.21171760559082,7.674461841583252,11,20,20,6.905000811752863,30.702778176714418,0.9999932020909139
INVALID: all-local optimization with shared-model penalty,10,10,5.269902229309082,1.4624724388122559,11,20,20,14.78863156431634,43.12675698225641,0.9999992978111213
INVALID: all-local optimization with shared-model penalty,10,11,5.444572925567627,0.7221572399139404,11,20,20,14.43929017179925,44.60738738005304,0.9999997187575942
INVALID: all-local optimization with shared-model penalty,10,12,6.062873363494873,1.974614143371582,11,20,20,13.202689295944758,42.10247357313776,0.9999994697369691
INVALID: all-local optimization with shared-model penalty,10,13,3.363039493560791,0.0035886764526367188,11,20,20,18.602357035812922,46.04452450697565,0.999998900972472
INVALID: all-local optimization with shared-model penalty,10,14,8.64832878112793,6.1291985511779785,11,20,20,8.031778460678645,33.793304757524965,0.9999974534363478
INVALID: all-local optimization with shared-model penalty,10,15,7.801467418670654,4.551806449890137,11,20,20,9.725501185593195,36.94808896010065,0.9999987734376193
INVALID: all-local optimization with shared-model penalty,10,16,7.641740798950195,5.846863746643066,11,20,20,10.044954425034113,34.35797436659479,0.9999947459703574
INVALID: all-local optimization with shared-model penalty,10,17,7.625236511230469,4.334831714630127,11,20,20,10.077963000473567,37.38203843062067,0.999998822408012
INVALID: all-local optimization with shared-model penalty,10,18,2.261960506439209,-1.5061159133911133,11,20,20,20.804515010056086,49.06393368666315,0.9999992696267036
INVALID: all-local optimization with shared-model penalty,10,19,6.792362689971924,3.2937698364257812,11,20,20,11.743710642990656,39.46416218702936,0.9999990437311393
INVALID: all-local optimization with shared-model penalty,10,20,7.021552085876465,3.858883857727051,11,20,20,11.285331851181574,38.33393414442682,0.999998661957034
INVALID: all-local optimization with shared-model penalty,10,21,7.235496997833252,4.449096202850342,11,20,20,10.857442027268,37.15350945418024,0.9999980506911084
INVALID: all-local optimization with shared-model penalty,10,22,8.628026008605957,5.671210765838623,11,20,20,8.07238400572259,34.709280328203675,0.9999983561176139
INVALID: all-local optimization with shared-model penalty,10,23,8.527811050415039,6.538590431213379,11,20,20,8.272813922104426,32.974520997454164,0.9999956739594794
INVALID: all-local optimization with shared-model penalty,10,24,6.413160800933838,3.651867389678955,11,20,20,12.502114421066828,38.74796708052301,0.9999980011295833
INVALID: all-local optimization with shared-model penalty,10,25,5.620511054992676,2.246161937713623,11,20,20,14.087413912949152,41.559377984453675,0.9999989172247301
INVALID: all-local optimization with shared-model penalty,10,26,7.014925479888916,3.232494354248047,11,20,20,11.298585063156672,39.58671315138483,0.9999992800360994
INVALID: all-local optimization with shared-model penalty,10,27,7.667184829711914,4.23273229598999,11,20,20,9.994066363510676,37.58623726790094,0.999998980386039
INVALID: all-local optimization with shared-model penalty,10,28,7.284139633178711,5.390147686004639,11,20,20,10.760156756577082,35.271406487871644,0.9999952417453347
INVALID: all-local optimization with shared-model penalty,10,29,7.167757987976074,3.7335643768310547,11,20,20,10.992920046982356,38.58457310621881,0.9999989801220038
INVALID: all-local optimization with shared-model penalty,10,30,2.679055690765381,-0.03797435760498047,11,20,20,19.970324641403742,46.12765057509088,0.999997910665693
INVALID: all-local optimization with shared-model penalty,10,31,2.3394527435302734,-1.6869412660598755,11,20,20,20.649530535873957,49.42558439200067,0.9999994358961619
INVALID: all-local optimization with shared-model penalty,10,32,8.640437126159668,4.854333400726318,11,20,20,8.047561770615168,36.343035058428285,0.9999992826753873
INVALID: all-local optimization with shared-model penalty,10,33,9.177141189575195,5.7814741134643555,11,20,20,6.974153643784113,34.48875363295221,0.9999989400629671
INVALID: all-local optimization with shared-model penalty,10,34,10.021137237548828,7.323484420776367,11,20,20,5.286161547836848,31.404733018328187,0.9999978697854709
INVALID: all-local optimization with shared-model penalty,10,35,3.5407767295837402,-0.45061397552490234,11,20,20,18.246882563767024,46.952929810930726,0.9999994158010286
INVALID: all-local optimization with shared-model penalty,10,36,8.225360870361328,5.107049942016602,11,20,20,8.877714282211848,35.83760197584772,0.9999986012691182
INVALID: all-local optimization with shared-model penalty,10,37,9.43844985961914,6.774046421051025,11,20,20,6.451536303696223,32.50360901777887,0.9999977977666629
INVALID: all-local optimization with shared-model penalty,10,38,7.695069789886475,4.957449436187744,11,20,20,9.938296443161555,36.13680298750543,0.9999979532457638
INVALID: all-local optimization with shared-model penalty,10,39,7.754595756530762,5.487607002258301,11,20,20,9.81924450987298,35.07648785536432,0.9999967231401261
INVALID: all-local optimization with shared-model penalty,10,40,2.4761085510253906,-1.7007834911346436,11,20,20,20.376218920883723,49.45326884215021,0.9999995147130375
INVALID: all-local optimization with shared-model penalty,10,41,7.2417521476745605,6.929448127746582,11,20,20,10.844931727585383,32.19280560438776,0.9999768602832825
INVALID: all-local optimization with shared-model penalty,10,42,6.6087965965271,3.0663700103759766,11,20,20,12.110842829880305,39.91896183912897,0.999999084742527
INVALID: all-local optimization with shared-model penalty,10,43,8.360897064208984,8.49030590057373,11,20,20,8.606641894516535,29.07109005873346,0.999964009663032
INVALID: all-local optimization with shared-model penalty,10,44,4.471472263336182,0.39429521560668945,11,20,20,16.38549149626214,45.26311142866754,0.9999994638278232
INVALID: all-local optimization with shared-model penalty,10,45,5.588065147399902,3.0442376136779785,11,20,20,14.1523057281347,39.963226632524965,0.9999975155591571
INVALID: all-local optimization with shared-model penalty,10,46,7.165523529052734,4.552792072296143,11,20,20,10.997388964829035,36.946117715288636,0.999997680981899
INVALID: all-local optimization with shared-model penalty,10,47,5.419554710388184,1.2495149374008179,11,20,20,14.489326602158137,43.552671985079286,0.9999995113763032
INVALID: all-local optimization with shared-model penalty,10,48,8.146860122680664,5.444955348968506,11,20,20,9.034715777573176,35.16179116194391,0.9999978788238032
INVALID: all-local optimization with shared-model penalty,10,49,-0.8345937728881836,-5.128449440002441,11,20,20,26.99762356871087,56.308600739885804,0.9999995682801771
INVALID: all-local optimization with shared-model penalty,10,50,6.501093864440918,2.718046188354492,11,20,20,12.326248294052668,40.61560948317194,0.9999992804798562
INVALID: all-local optimization with shared-model penalty,10,51,7.571985721588135,4.962225914001465,11,20,20,10.184464579758234,36.12725003187799,0.9999976740803576
INVALID: all-local optimization with shared-model penalty,10,52,6.913071155548096,3.573610305786133,11,20,20,11.502293711838313,38.904481248308656,0.9999988787819168
INVALID: all-local optimization with shared-model penalty,10,53,5.312063694000244,1.9670863151550293,11,20,20,14.704308634934016,42.11752922957086,0.999998884950113
INVALID: all-local optimization with shared-model penalty,10,54,8.614516258239746,6.166474342346191,11,20,20,8.099403506455012,33.71875317518854,0.9999972658161294
INVALID: all-local optimization with shared-model penalty,10,55,9.588519096374512,7.0889997482299805,11,20,20,6.151397830185481,31.87370236342096,0.9999974030032159
INVALID: all-local optimization with shared-model penalty,10,56,9.4697847366333,6.964634895324707,11,20,20,6.3888665496679025,32.12243206923151,0.9999974175844626
INVALID: all-local optimization with shared-model penalty,10,57,6.516825199127197,3.361290454864502,11,20,20,12.29478562468011,39.32912095015192,0.9999986523780138
INVALID: all-local optimization with shared-model penalty,10,58,3.930673599243164,-0.5042216777801514,11,20,20,17.467088824448176,47.060145215441224,0.9999996250707781
INVALID: all-local optimization with shared-model penalty,10,59,9.560040473937988,7.946557521820068,11,20,20,6.2083550750585275,30.158586816240785,0.9999937010157619
INVALID: all-local optimization with shared-model penalty,10,60,9.718757629394531,7.7726945877075195,11,20,20,5.8909207641454415,30.506312684465883,0.9999954831715329
INVALID: all-local optimization with shared-model penalty,10,61,7.722074031829834,3.9488372802734375,11,20,20,9.884287959274836,38.15402729933405,0.9999992733859617
INVALID: all-local optimization with shared-model penalty,10,62,7.124495983123779,3.08123779296875,11,20,20,11.079444056686945,39.88922627394342,0.9999994453295388
INVALID: all-local optimization with shared-model penalty,10,63,9.517269134521484,7.115822792053223,11,20,20,6.293897753891535,31.820056275774476,0.9999971354008362
INVALID: all-local optimization with shared-model penalty,10,64,8.058124542236328,5.029304504394531,11,20,20,9.212186938461848,35.99309285109186,0.9999984703238107
INVALID: all-local optimization with shared-model penalty,10,65,8.942560195922852,5.63652229309082,11,20,20,7.443315631088801,34.77865727369928,0.9999988406742601
INVALID: all-local optimization with shared-model penalty,10,66,8.389788627624512,6.887924671173096,11,20,20,8.54885876768548,32.27585251753473,0.9999929571942119
INVALID: all-local optimization with shared-model penalty,10,67,8.606827735900879,7.698049068450928,11,20,20,8.114780551132746,30.655603722979066,0.9999872556730481
INVALID: all-local optimization with shared-model penalty,10,68,8.006457328796387,4.386270999908447,11,20,20,9.31552136534173,37.27915986006403,0.9999991532159168
INVALID: all-local optimization with shared-model penalty,10,69,8.549612045288086,7.312009811401367,11,20,20,8.229211932358332,31.427682237078187,0.9999908269830665
INVALID: all-local optimization with shared-model penalty,10,70,6.828688621520996,4.453860282897949,11,20,20,11.671058779892512,37.14398129408502,0.9999970581272775
INVALID: all-local optimization with shared-model penalty,10,71,5.232384204864502,2.1671676635742188,11,20,20,14.8636676132055,41.717366532732484,0.9999985249975907
INVALID: all-local optimization with shared-model penalty,10,72,3.712315082550049,-0.8212442398071289,11,20,20,17.903805857834406,47.69419033949518,0.9999996602964735
INVALID: all-local optimization with shared-model penalty,10,73,4.851616382598877,1.4926681518554688,11,20,20,15.62520325773675,43.066365556169984,0.9999989004199774
INVALID: all-local optimization with shared-model penalty,10,74,9.600278854370117,7.016850471496582,11,20,20,6.12787831419427,32.01800091688776,0.9999976120222726
INVALID: all-local optimization with shared-model penalty,10,75,6.894741535186768,5.661617279052734,11,20,20,11.538952952560969,34.72846730177545,0.9999907858147726
INVALID: all-local optimization with shared-model penalty,10,76,8.193849563598633,7.520723819732666,11,20,20,8.940736895737238,31.01025422041559,0.9999838691148828
INVALID: all-local optimization with shared-model penalty,10,77,6.816706657409668,3.3613805770874023,11,20,20,11.695022708115168,39.32894070570612,0.9999990014483894
INVALID: all-local optimization with shared-model penalty,10,78,6.4890217781066895,3.4784793853759766,11,20,20,12.350392466721125,39.09474308912897,0.9999984421079012
INVALID: all-local optimization with shared-model penalty,10,79,7.265699863433838,4.548506259918213,11,20,20,10.797036296066828,36.954689340044496,0.9999979110073859
INVALID: all-local optimization with shared-model penalty,10,80,9.578160285949707,6.464328765869141,11,20,20,6.17211545103509,33.12304432814264,0.9999985949895868
INVALID: all-local optimization with shared-model penalty,10,81,8.234272003173828,3.480579376220703,11,20,20,8.859892016586848,39.090543107439515,0.9999997274178548
INVALID: all-local optimization with shared-model penalty,10,82,8.441261291503906,5.697108745574951,11,20,20,8.445913439926692,34.65748436873102,0.9999979665719566
INVALID: all-local optimization with shared-model penalty,10,83,7.098606109619141,3.9766650199890137,11,20,20,11.131223803696223,38.098371819902894,0.9999986063375249
INVALID: all-local optimization with shared-model penalty,10,84,6.2084126472473145,2.950106143951416,11,20,20,12.911610728439875,40.15148957197809,0.9999987839961858
INVALID: all-local optimization with shared-model penalty,10,85,5.334114074707031,1.8031468391418457,11,20,20,14.660207873520442,42.44540818159723,0.999999074193956
INVALID: all-local optimization with shared-model penalty,10,86,8.452313423156738,7.005583763122559,11,20,20,8.423809176621027,32.040534333635804,0.9999925579932465
INVALID: all-local optimization with shared-model penalty,10,87,7.9652886390686035,4.17633581161499,11,20,20,9.397858744797297,37.69903023665094,0.999999284716208
INVALID: all-local optimization with shared-model penalty,10,88,8.632342338562012,5.794936180114746,11,20,20,8.06375134581048,34.46182949965143,0.9999981476230937
INVALID: all-local optimization with shared-model penalty,10,89,4.063423156738281,-0.6274478435516357,11,20,20,17.20158970945794,47.30659754698419,0.9999997097444832
INVALID: all-local optimization with shared-model penalty,10,90,7.312331676483154,4.833013534545898,11,20,20,10.703772669968195,36.385674790789125,0.9999973500073999
INVALID: all-local optimization with shared-model penalty,10,91,8.074382781982422,5.715082168579102,11,20,20,9.17967045896966,34.62153752272272,0.9999970120903231
INVALID: all-local optimization with shared-model penalty,10,92,6.948788642883301,3.9084019660949707,11,20,20,11.430858737167902,38.23489792769098,0.9999984879150643
INVALID: all-local optimization with shared-model penalty,10,93,5.924500942230225,2.1947221755981445,11,20,20,13.479434138474055,41.66225750868463,0.9999992411126154
INVALID: all-local optimization with shared-model penalty,10,94,8.321702003479004,6.129748821258545,11,20,20,8.685032015976496,33.79220421736383,0.9999964677999336
INVALID: all-local optimization with shared-model penalty,10,95,6.308777332305908,3.4865245819091797,11,20,20,12.710881358322688,39.07865269606256,0.9999981193395685
INVALID: all-local optimization with shared-model penalty,10,96,8.081451416015625,5.250527858734131,11,20,20,9.165533190903254,35.55064614241266,0.9999981355758889
INVALID: all-local optimization with shared-model penalty,10,97,1.4112091064453125,-2.9161977767944336,11,20,20,22.50601781004388,51.88409741346979,0.9999995825246011
INVALID: all-local optimization with shared-model penalty,10,98,9.210341453552246,7.649766445159912,11,20,20,6.907753115830012,30.752168969561097,0.9999933587779525
INVALID: all-local optimization with shared-model penalty,10,99,2.0346262454986572,-2.2777609825134277,11,20,20,21.25918353193719,50.60722382490778,0.9999995762069416
INVALID: all-local optimization with shared-model penalty,25,0,15.022164344787598,4.832681179046631,26,50,50,53.64644275699801,151.27842888531677,1.0
INVALID: all-local optimization with shared-model penalty,25,1,21.26447105407715,17.819618225097656,26,50,50,41.16182933841891,125.30455479321472,1.0
INVALID: all-local optimization with shared-model penalty,25,2,21.13224983215332,14.62621784210205,26,50,50,41.42627178226657,131.69135555920593,1.0
INVALID: all-local optimization with shared-model penalty,25,3,22.555187225341797,14.640877723693848,26,50,50,38.580396995889615,131.66203579602234,1.0
INVALID: all-local optimization with shared-model penalty,25,4,21.704435348510742,15.308032989501953,26,50,50,40.281900749551724,130.32772526440613,1.0
INVALID: all-local optimization with shared-model penalty,25,5,13.943645477294922,4.790776252746582,26,50,50,55.803480491983365,151.36223873791687,1.0
INVALID: all-local optimization with shared-model penalty,25,6,17.157644271850586,9.588055610656738,26,50,50,49.37548290287204,141.76768002209656,1.0
INVALID: all-local optimization with shared-model penalty,25,7,15.723246574401855,8.142930030822754,26,50,50,52.2442782977695,144.65793118176452,1.0
INVALID: all-local optimization with shared-model penalty,25,8,20.542049407958984,12.303016662597656,26,50,50,42.60667263065524,136.33775791821472,1.0
INVALID: all-local optimization with shared-model penalty,25,9,14.354898452758789,4.697219371795654,26,50,50,54.98097454105563,151.54935249981872,1.0
INVALID: all-local optimization with shared-model penalty,25,10,19.527605056762695,15.501585006713867,26,50,50,44.63556133304782,129.9406212299823,1.0
INVALID: all-local optimization with shared-model penalty,25,11,16.743104934692383,8.99777603149414,26,50,50,50.20456157718844,142.94823918042175,1.0
INVALID: all-local optimization with shared-model penalty,25,12,9.859749794006348,-0.4009014368057251,26,50,50,63.97127185856051,161.74559411702148,1.0
INVALID: all-local optimization with shared-model penalty,25,13,21.827655792236328,14.361825942993164,26,50,50,40.03545986210055,132.2201393574237,1.0
INVALID: all-local optimization with shared-model penalty,25,14,21.013872146606445,16.501842498779297,26,50,50,41.66302715336032,127.94010624585144,1.0
INVALID: all-local optimization with shared-model penalty,25,15,13.454280853271484,4.047513961791992,26,50,50,56.78220974003024,152.84876331982605,1.0
INVALID: all-local optimization with shared-model penalty,25,16,22.933591842651367,12.970548629760742,26,50,50,37.823587761270474,135.00269398388855,1.0
INVALID: all-local optimization with shared-model penalty,25,17,19.908205032348633,12.49521255493164,26,50,50,43.87436138187594,135.95336613354675,1.0
INVALID: all-local optimization with shared-model penalty,25,18,21.213443756103516,14.332067489624023,26,50,50,41.26388393436618,132.27965626416199,1.0
INVALID: all-local optimization with shared-model penalty,25,19,20.378047943115234,13.292293548583984,26,50,50,42.93467556034274,134.35920414624206,1.0
INVALID: all-local optimization with shared-model penalty,25,20,18.427921295166016,12.509312629699707,26,50,50,46.83492885624118,135.92516598401062,1.0
INVALID: all-local optimization with shared-model penalty,25,21,21.584186553955078,16.20096206665039,26,50,50,40.52239833866305,128.54186711010925,1.0
INVALID: all-local optimization with shared-model penalty,25,22,19.781347274780273,11.602124214172363,26,50,50,44.12807689701266,137.7395428150653,1.0
INVALID: all-local optimization with shared-model penalty,25,23,5.521210670471191,-2.1973042488098145,26,50,50,72.64835010563083,165.33839974102966,1.0
INVALID: all-local optimization with shared-model penalty,25,24,22.472991943359375,17.80313491821289,26,50,50,38.74478755985446,125.33752140698425,1.0
INVALID: all-local optimization with shared-model penalty,25,25,10.28443431854248,0.44607698917388916,26,50,50,63.12190280948825,160.05163726506225,1.0
INVALID: all-local optimization with shared-model penalty,25,26,18.118759155273438,9.896509170532227,26,50,50,47.45325313602633,141.15077290234558,1.0
INVALID: all-local optimization with shared-model penalty,25,27,20.250734329223633,11.538837432861328,26,50,50,43.18930278812594,137.86611637768738,1.0
INVALID: all-local optimization with shared-model penalty,25,28,19.51173210144043,8.22866153717041,26,50,50,44.66730724369235,144.4864681690692,1.0
INVALID: all-local optimization with shared-model penalty,25,29,14.919143676757812,6.222548961639404,26,50,50,53.85248409305758,148.49869332013122,1.0
INVALID: all-local optimization with shared-model penalty,25,30,21.52118682861328,14.927031517028809,26,50,50,40.648397789346646,131.08972820935242,1.0
INVALID: all-local optimization with shared-model penalty,25,31,20.502113342285156,15.207988739013672,26,50,50,42.686544762002896,130.5278137653827,1.0
INVALID: all-local optimization with shared-model penalty,25,32,-38.3278694152832,-37.33076095581055,26,50,50,160.3465102771396,235.60531315503113,1.0
INVALID: all-local optimization with shared-model penalty,25,33,18.822202682495117,10.489737510681152,26,50,50,46.046366081582974,139.96431622204773,1.0
INVALID: all-local optimization with shared-model penalty,25,34,19.168367385864258,13.220549583435059,26,50,50,45.35403667484469,134.50269207653992,1.0
INVALID: all-local optimization with shared-model penalty,25,35,15.218453407287598,7.814198970794678,26,50,50,53.25386463199801,145.31539330182068,1.0
INVALID: all-local optimization with shared-model penalty,25,36,20.768142700195312,13.737903594970703,26,50,50,42.15448604618258,133.46798405346863,1.0
INVALID: all-local optimization with shared-model penalty,25,37,22.862686157226562,18.071584701538086,26,50,50,37.96539913212008,124.80062184033386,1.0
INVALID: all-local optimization with shared-model penalty,25,38,21.333248138427734,13.591200828552246,26,50,50,41.02427516971774,133.76138958630554,1.0
INVALID: all-local optimization with shared-model penalty,25,39,13.51449203491211,2.677565574645996,26,50,50,56.66178737674899,155.58866009411804,1.0
INVALID: all-local optimization with shared-model penalty,25,40,6.963926792144775,-3.3127236366271973,26,50,50,69.76291786228366,167.56923851666443,1.0
INVALID: all-local optimization with shared-model penalty,25,41,-2.9463424682617188,-13.12646198272705,26,50,50,89.58345638309665,187.19671520886413,1.0
INVALID: all-local optimization with shared-model penalty,25,42,19.715787887573242,12.299418449401855,26,50,50,44.259195671426724,136.34495434460632,1.0
INVALID: all-local optimization with shared-model penalty,25,43,-37.13618850708008,-45.83195877075195,26,50,50,157.96314846073335,252.60770878491394,1.0
INVALID: all-local optimization with shared-model penalty,25,44,18.977949142456055,13.950057029724121,26,50,50,45.7348731616611,133.0436771839618,1.0
INVALID: all-local optimization with shared-model penalty,25,45,13.835648536682129,3.4515037536621094,26,50,50,56.01947437320895,154.0407837360858,1.0
INVALID: all-local optimization with shared-model penalty,25,46,18.254390716552734,12.760992050170898,26,50,50,47.18199001346774,135.42180714306824,1.0
INVALID: all-local optimization with shared-model penalty,25,47,20.684335708618164,11.468091011047363,26,50,50,42.32210002933688,138.0076092213153,1.0
INVALID: all-local optimization with shared-model penalty,25,48,16.144540786743164,8.148580551147461,26,50,50,51.40168987308688,144.6466301411151,1.0
INVALID: all-local optimization with shared-model penalty,25,49,15.837456703186035,6.970601558685303,26,50,50,52.01585804020114,147.00258812603943,1.0
INVALID: all-local optimization with shared-model penalty,25,50,15.168584823608398,6.3127522468566895,26,50,50,53.35360179935641,148.31828674969665,1.0
INVALID: all-local optimization with shared-model penalty,25,51,20.159549713134766,12.08237075805664,26,50,50,43.37167202030368,136.77904972729675,1.0
INVALID: all-local optimization with shared-model penalty,25,52,18.61546516418457,12.391511917114258,26,50,50,46.45984111820407,136.16076740918152,1.0
INVALID: all-local optimization with shared-model penalty,25,53,12.478144645690918,4.358878135681152,26,50,50,58.73448215519137,152.22603497204773,1.0
INVALID: all-local optimization with shared-model penalty,25,54,20.526601791381836,11.045594215393066,26,50,50,42.63756786380954,138.8526028126239,1.0
INVALID: all-local optimization with shared-model penalty,25,55,16.293180465698242,6.665226459503174,26,50,50,51.104410515176724,147.61333832440368,1.0
INVALID: all-local optimization with shared-model penalty,25,56,15.644652366638184,4.803664684295654,26,50,50,52.40146671329684,151.33646187481872,1.0
INVALID: all-local optimization with shared-model penalty,25,57,16.186967849731445,7.751626014709473,26,50,50,51.31683574711032,145.4405392139911,1.0
INVALID: all-local optimization with shared-model penalty,25,58,19.11008644104004,16.11425018310547,26,50,50,45.47059856449313,128.7152908771991,1.0
INVALID: all-local optimization with shared-model penalty,25,59,13.077526092529297,3.377821445465088,26,50,50,57.535719261514615,154.18814835247986,1.0
INVALID: all-local optimization with shared-model penalty,25,60,21.062971115112305,13.84613037109375,26,50,50,41.5648292163486,133.25153050122253,1.0
INVALID: all-local optimization with shared-model penalty,25,61,12.68302059173584,3.298628330230713,26,50,50,58.32473026310153,154.3465345829486,1.0
INVALID: all-local optimization with shared-model penalty,25,62,7.5002593994140625,-3.2386794090270996,26,50,50,68.69025264774508,167.42115006146423,1.0
INVALID: all-local optimization with shared-model penalty,25,63,16.606372833251953,8.655889511108398,26,50,50,50.4780257800693,143.63201222119324,1.0
INVALID: all-local optimization with shared-model penalty,25,64,18.62673568725586,8.45650863647461,26,50,50,46.43730007206149,144.0307739704608,1.0
INVALID: all-local optimization with shared-model penalty,25,65,20.71700096130371,15.11723518371582,26,50,50,42.25676952396579,130.7093208759784,1.0
INVALID: all-local optimization with shared-model penalty,25,66,14.868270874023438,5.806894779205322,26,50,50,53.95422969852633,149.3300016849994,1.0
INVALID: all-local optimization with shared-model penalty,25,67,-20.724597930908203,-31.88048553466797,26,50,50,125.13996730838961,224.70476231274597,1.0
INVALID: all-local optimization with shared-model penalty,25,68,18.283382415771484,13.170686721801758,26,50,50,47.12400661503024,134.60241779980652,1.0
INVALID: all-local optimization with shared-model penalty,25,69,20.163415908813477,13.825114250183105,26,50,50,43.363939628946255,133.29356274304382,1.0
INVALID: all-local optimization with shared-model penalty,25,70,18.640073776245117,14.18017578125,26,50,50,46.410623894082974,132.58343968091003,1.0
