n_observations,run,model,configuration,global_indices,local_indices,true_global,estimated_global,analytic_global_map,global_error,global_analytic_error,local_rmse,local_analytic_rmse,sharing_range,sharing_std,local_estimate_std,per_observation_log_likelihoods,log_likelihood,effective_k,aic,aicc,bic,aic_weight,bic_weight,no_penalty_weight,selected_by_aic,selected_by_bic,runtime_seconds
2,11,Fully Local,correct_hierarchy,[],"[0, 1]",2.2427579617915243,nan,2.309521475337687,0.13120658695697784,0.11998498439788818,0.20290277898311615,0.0025481446646153927,0.23871159553527832,0.11935579776763916,0.671394944190979,"[-0.08125436305999756, 0.4575434923171997]",0.37628912925720215,4,7.247421741485596,nan,2.020010463725377,0.40672516152649996,0.5685423206482051,0.650782356340193,0,1,3.257870414003264
2,11,Shared Global,all_local,[],"[0, 1]",2.2427579617915243,nan,2.309521475337687,0.13949045538902283,0.1240265741944313,0.20162983238697052,0.005536635406315327,0.2479870319366455,0.12399351596832275,0.6684207916259766,"[0.3173133134841919, 0.7767764329910278]",1.0940897464752197,4,5.8118205070495605,nan,0.5844092292893417,0.6721225142485596,0.6721225142485596,0.6721225142485596,1,1,3.39558955602115
2,11,Fully Local,all_local,[],"[0, 1]",2.2427579617915243,nan,2.309521475337687,0.13120658695697784,0.11998498439788818,0.20290277898311615,0.0025481446646153927,0.23871159553527832,0.11935579776763916,0.671394944190979,"[-0.08125436305999756, 0.4575434923171997]",0.37628912925720215,4,7.247421741485596,nan,2.020010463725377,0.3278774857514403,0.3278774857514403,0.3278774857514403,0,0,3.279725453001447
2,11,Shared Global,all_global,"[0, 1]",[],2.2427579617915243,2.2964577674865723,2.309521475337687,0.05369973182678223,0.013063669204711914,0.6956899166107178,0.6746422052383423,0.0,0.0,0.0,"[-5.080416202545166, -3.4315185546875]",-8.511934280395508,2,21.023868560791016,nan,18.410162921910906,0.42947423429510806,0.42947423429510806,0.42947423429510806,0,0,3.515599600970745
2,11,Fully Local,all_global,"[0, 1]",[],2.2427579617915243,2.306766986846924,2.309521475337687,0.06400895118713379,0.0027544498443603516,0.7097746133804321,0.6741543412208557,0.0,0.0,0.0,"[-4.969700336456299, -3.258237361907959]",-8.227937698364258,2,20.455875396728516,nan,17.842169757848406,0.570525765704892,0.570525765704892,0.570525765704892,1,1,3.567975519981701
2,12,Shared Global,correct_hierarchy,[0],[1],-0.5801044269704504,-0.5462329387664795,-0.5520965876127418,0.033871471881866455,0.005863666534423828,0.03214186057448387,0.003233616938814521,0.0,0.0,0.30397072434425354,"[1.145253300666809, 1.0855814218521118]",2.230834722518921,3,1.5383305549621582,nan,-2.382227903358006,0.8072776199480749,0.6854625041350585,0.6064506577047838,1,1,3.8058272950001992
2,12,Fully Local,correct_hierarchy,[],"[0, 1]",-0.5801044269704504,nan,-0.5520965876127418,0.026457400992512703,0.007245165295898914,0.032151978462934494,0.0026284484192728996,0.01364058256149292,0.00682029128074646,0.30385422706604004,"[1.0118588209152222, 0.786558985710144]",1.7984178066253662,4,4.403164386749268,nan,-0.8242468910109513,0.19272238005192496,0.31453749586494145,0.3935493422952162,0,0,3.4091660119593143
2,12,Shared Global,all_local,[],"[0, 1]",-0.5801044269704504,nan,-0.5520965876127418,0.03608022257685661,0.010039067827165127,0.03179233893752098,0.0028393883258104324,0.01348787546157837,0.006743937730789185,0.30347496271133423,"[1.1436744928359985, 1.0789448022842407]",2.2226192951202393,4,3.5547614097595215,nan,-1.6726498680006974,0.6044881907496553,0.6044881907496553,0.6044881907496553,1,1,3.4695413800072856
2,12,Fully Local,all_local,[],"[0, 1]",-0.5801044269704504,nan,-0.5520965876127418,0.026457400992512703,0.007245165295898914,0.032151978462934494,0.0026284484192728996,0.01364058256149292,0.00682029128074646,0.30385422706604004,"[1.0118588209152222, 0.786558985710144]",1.7984178066253662,4,4.403164386749268,nan,-0.8242468910109513,0.3955118092503446,0.3955118092503446,0.3955118092503446,0,0,3.4640861109946854
2,12,Shared Global,all_global,"[0, 1]",[],-0.5801044269704504,-0.5544588565826416,-0.5520965876127418,0.025645554065704346,0.0023622512817382812,0.27225732803344727,0.3056231439113617,0.0,0.0,0.0,"[-0.8545180559158325, -0.9021145105361938]",-1.7566325664520264,2,7.513265132904053,nan,4.8995594940239435,0.6126764706252646,0.6126764706252646,0.6126764706252646,1,1,3.7915223030140623
2,12,Fully Local,all_global,"[0, 1]",[],-0.5801044269704504,-0.5511894822120667,-0.5520965876127418,0.028914928436279297,0.0009071230888366699,0.2724964916706085,0.30569905042648315,0.0,0.0,0.0,"[-0.9958072900772095, -1.2194019556045532]",-2.2152092456817627,2,8.430418491363525,nan,5.816712852483416,0.3873235293747354,0.3873235293747354,0.3873235293747354,0,0,3.7689691520063207
2,13,Shared Global,correct_hierarchy,[0],[1],-1.8775692554500225,-1.8660545349121094,-1.8748350274235825,0.011514663696289062,0.008780479431152344,0.0024969042278826237,0.004549386911094189,0.0,0.0,0.7382619380950928,"[-0.26827943325042725, 0.456335186958313]",0.18805575370788574,3,5.6238884925842285,nan,1.7033300342640643,0.6872557250800113,0.5334236319955226,0.44702966824280704,1,1,3.842333731998224
