training_scheme,variant,variant_label,timesteps,model_seed,observation,nominal_coverage,analytical_coverage
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,0,0.5,0.5717477202415466
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,0,0.8,0.8712968826293945
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,0,0.9,0.9503774046897888
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,0,0.95,0.9814075827598572
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,0,0.5,0.6158634424209595
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,0,0.8,0.9057679176330566
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,0,0.9,0.969677209854126
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,0,0.95,0.9906628131866455
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,0,0.5,0.617011547088623
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,0,0.8,0.9052344560623169
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,0,0.9,0.9689807295799255
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,0,0.95,0.990214467048645
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,0,0.5,0.5940226316452026
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,0,0.8,0.885661780834198
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,0,0.9,0.9573068618774414
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,0,0.95,0.9842678308486938
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,1,0.5,0.5274294018745422
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,1,0.8,0.8337613344192505
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,1,0.9,0.9279794692993164
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,1,0.95,0.9699926376342773
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,1,0.5,0.5444607734680176
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,1,0.8,0.8535722494125366
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,1,0.9,0.9422361850738525
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,2,1,0.95,0.9784102439880371
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,1,0.5,0.5731755495071411
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,1,0.8,0.8707118034362793
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,1,0.9,0.9493824243545532
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,2,1,0.95,0.9806406497955322
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,1,0.5,0.557256817817688
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,1,0.8,0.8570083379745483
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,1,0.9,0.9407466650009155
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,2,1,0.95,0.9758537411689758
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,2,0.5,0.5248905420303345
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,2,0.8,0.8378465175628662
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,2,2,0.9,0.9327723383903503
