training_scheme,variant,variant_label,family,timesteps,model_seed,observation,repeat,runtime_s,runtime_per_sample_ms,mean_error,covariance_error,runtime_device,posterior_width_ratio
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,3,0,0.1042014209670014,0.1389352279560019,0.8742153644561768,0.3529535233974457,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,3,1,0.1044251630082726,0.1392335506776968,0.9267038702964784,0.3309585750102997,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,3,0,0.2517361689824611,0.3356482253099481,0.8739052414894104,0.3231124579906463,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,3,1,0.2435238669859245,0.3246984893145661,0.8640376925468445,0.2799923717975616,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,3,0,0.0144526700023561,0.0192702266698082,1.1453721523284912,0.1323504894971847,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,3,1,0.0159623590297997,0.0212831453730662,1.1364396810531616,0.1282564848661422,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,3,0,0.0614598540123552,0.0819464720164736,0.8727195262908936,0.1496125161647796,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,3,1,0.0604765269672498,0.0806353692896664,0.8600568175315857,0.150048479437828,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,3,0,0.0159349020104855,0.0212465360139807,1.1641489267349243,1.042077660560608,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,3,1,0.0146398509969003,0.0195198013292004,1.212304949760437,1.0426440238952637,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,3,0,0.0638517839834094,0.0851357119778792,0.8838274478912354,0.4968712925910949,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,3,1,0.0699898379971273,0.0933197839961697,0.8933558464050293,0.4321270883083343,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,3,0,0.0147199049824848,0.0196265399766465,1.2013812065124512,1.806128740310669,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,3,1,0.0158980070264078,0.0211973427018771,1.2460672855377195,2.0589263439178467,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,3,0,0.0634777609957382,0.0846370146609842,0.8143596053123474,0.4622808992862701,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,3,1,0.0625088060041889,0.0833450746722519,0.8085776567459106,0.3896806240081787,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,0,0,0.0144747049780562,0.0192996066374083,0.2309020459651947,0.1313215941190719,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,0,1,0.0140910929767414,0.0187881239689886,0.2325138598680496,0.1451506316661834,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,0,0,0.0586341270245611,0.0781788360327482,0.2365863025188446,0.2664933800697326,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,0,1,0.0584458029479719,0.0779277372639626,0.2050603479146957,0.2778511047363281,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,0,0,0.0141433899989351,0.0188578533319135,0.1904017031192779,0.1199397295713424,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,0,1,0.0151707360055297,0.020227648007373,0.1939074099063873,0.1344152837991714,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,0,0,0.0592671149643138,0.0790228199524184,0.2084083557128906,0.2261756211519241,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,0,1,0.0604886739747598,0.0806515652996798,0.1755930930376052,0.2361987382173538,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,0,0,0.0153190770070068,0.0204254360093424,0.2266001105308532,0.1101103574037551,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,0,1,0.0141479140147566,0.0188638853530089,0.2290036678314209,0.1246927678585052,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,0,0,0.0607122280052863,0.0809496373403817,0.2228550463914871,0.2327171564102172,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,0,1,0.0610349670168943,0.0813799560225258,0.1909302473068237,0.2428916692733764,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,0,0,0.1045710149919614,0.1394280199892819,0.0985527485609054,0.2932822704315185,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,0,1,0.1027310109930113,0.136974681324015,0.1395337283611297,0.3165839612483978,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,0,0,0.2421790799708105,0.3229054399610807,0.1368331760168075,0.2313054352998733,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,0,1,0.2363589160377159,0.3151452213836213,0.1079230085015297,0.2715393900871277,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,0,0,0.01532457198482,0.0204327626464267,0.1239964291453361,0.1378843039274215,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,0,1,0.0149661810137331,0.0199549080183108,0.1268163323402404,0.1351396888494491,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,0,0,0.0619075980503112,0.0825434640670816,0.0933498218655586,0.1517859399318695,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,0,1,0.0622189420391805,0.082958589385574,0.0795781537890434,0.1509416103363037,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,0,0,0.0141552799614146,0.0188737066152195,0.0968683734536171,0.8638317584991455,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,0,1,0.0156408320181071,0.0208544426908095,0.1648234128952026,0.9825409054756165,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,0,0,0.0606423359713517,0.0808564479618022,0.131581038236618,0.3674307763576507,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,0,1,0.0603346590069122,0.0804462120092163,0.0989314615726471,0.3909350037574768,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,0,0,0.0156669769785366,0.0208893026380489,0.1327011436223983,1.4727102518081665,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,0,1,0.0145168689778074,0.0193558253037432,0.1744279861450195,1.581899881362915,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,0,0,0.0613278160453774,0.0817704213938365,0.1291382014751434,0.3352468311786651,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,0,1,0.0615341329830698,0.0820455106440931,0.1016286835074424,0.3684307336807251,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,1,0,0.0134410379687324,0.0179213839583098,0.4266990721225738,0.1549273431301117,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,1,1,0.0145901279756799,0.0194535039675732,0.4256327748298645,0.1659365743398666,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,1,0,0.0572338239871896,0.0763117653162529,0.3312689960002899,0.3127932250499725,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,1,1,0.0576009600190445,0.0768012800253927,0.3576923608779907,0.2767345607280731,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,1,0,0.0142920120269991,0.0190560160359988,0.319867879152298,0.134178027510643,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,1,1,0.015563937020488,0.0207519160273174,0.3179278969764709,0.1437567621469497,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,1,0,0.059088610985782,0.0787848146477093,0.2683448493480682,0.2662245333194732,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,1,1,0.0601257680100388,0.0801676906800518,0.2894037663936615,0.2325340360403061,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,1,0,0.0144802720169536,0.0193070293559382,0.3964946568012237,0.1306847631931305,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,1,1,0.0154085649992339,0.0205447533323119,0.3942994177341461,0.1399997621774673,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,1,0,0.0607470149989239,0.0809960199985653,0.3001790642738342,0.2736406624317169,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,1,1,0.0614948479924351,0.0819931306565801,0.3235527873039245,0.2401194274425506,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,1,0,0.1044164169579744,0.1392218892772992,0.1799002885818481,0.3354232311248779,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,1,1,0.1032001160201616,0.1376001546935489,0.1707387715578079,0.2917597591876983,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,1,0,0.2404588640201836,0.3206118186935782,0.1389985531568527,0.2512459754943847,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,1,1,0.23817012301879,0.3175601640250534,0.1343719512224197,0.2451778948307037,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,1,0,0.0140577669953927,0.0187436893271903,0.1967930346727371,0.1331681758165359,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,1,1,0.0149067199672572,0.0198756266230096,0.1962188929319381,0.1314790099859237,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,1,0,0.0603289159480482,0.0804385545973976,0.1089217662811279,0.1481894701719284,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,1,1,0.0592490060371346,0.0789986747161795,0.1131915301084518,0.1514918953180313,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,1,0,0.0143557229894213,0.0191409639858951,0.2691935300827026,0.8783957362174988,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,1,1,0.0157489639823324,0.0209986186431099,0.2321048080921173,0.8401828408241272,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,1,0,0.0605571359628811,0.0807428479505081,0.1046803444623947,0.3780189752578735,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,1,1,0.0613588390406221,0.0818117853874961,0.1177978292107582,0.3125719130039215,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,1,0,0.0157782259630039,0.0210376346173385,0.220406949520111,1.3209125995635986,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,1,1,0.0141978890169411,0.0189305186892549,0.2479053437709808,1.380547046661377,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,1,0,0.0615766960545443,0.082102261406059,0.1140812337398529,0.3350667357444763,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,1,1,0.0616481030010618,0.0821974706680824,0.0953599587082862,0.3368811905384063,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,2,0,0.013785580988042,0.0183807746507227,0.2924349904060364,0.1206043809652328,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,2,1,0.0138539570034481,0.0184719426712642,0.285999059677124,0.1169819682836532,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,2,0,0.0575710620032623,0.0767614160043497,0.2577758133411407,0.2786129713058471,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,2,1,0.0562144050491042,0.0749525400654723,0.282327800989151,0.2692263424396515,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,2,0,0.014009402017109,0.0186792026894787,0.2747036516666412,0.1142615601420402,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,2,1,0.0154251409694552,0.0205668546259403,0.2684029936790466,0.1117616891860961,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,2,0,0.0598716519889421,0.0798288693185895,0.2421914935111999,0.2366366237401962,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,2,1,0.0594153240090236,0.0792204320120314,0.2669813334941864,0.227860614657402,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,2,0,0.0142841699998825,0.0190455599998434,0.2930696904659271,0.098489761352539,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,2,1,0.0152010300080291,0.0202680400107055,0.2880946695804596,0.095559686422348,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,2,0,0.0588563159690238,0.0784750879586984,0.2507735192775726,0.2429769784212112,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,2,1,0.0611265589832328,0.0815020786443104,0.2751826643943786,0.234213501214981,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,2,0,0.1130347329890355,0.150712977318714,0.2039203941822052,0.3022498190402984,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,2,1,0.102513505029492,0.1366846733726561,0.2558391094207763,0.2682377099990845,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,2,0,0.2400244620512239,0.3200326160682986,0.1797865778207779,0.2565118074417114,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,2,1,0.2440508379950188,0.3254011173266917,0.1697727292776107,0.2286651283502578,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,2,0,0.0138053780538029,0.0184071707384039,0.2107351422309875,0.1437985897064209,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,2,1,0.0149483830318786,0.0199311773758381,0.2083144038915634,0.1440783888101577,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,2,0,0.0599494740017689,0.0799326320023586,0.164147213101387,0.1544056832790374,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,2,1,0.0606248349649831,0.0808331132866442,0.1727700680494308,0.1549980193376541,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,2,0,0.0139790559769608,0.0186387413026144,0.2254295349121093,0.9537766575813292,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,2,1,0.0152841840172186,0.0203789120229582,0.3340198397636413,0.874406635761261,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,2,0,0.0604961729841306,0.0806615639788409,0.1606567800045013,0.406856894493103,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,2,1,0.0607150219730101,0.0809533626306802,0.1815863847732544,0.3712113499641418,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,2,0,0.0161647070199251,0.0215529426932334,0.2460456937551498,1.718203067779541,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,2,1,0.0142596699879504,0.0190128933172673,0.3114823400974273,1.5011229515075684,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,2,0,0.0609545340412296,0.0812727120549728,0.1631168127059936,0.3407096564769745,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,2,1,0.0606625410146079,0.0808833880194773,0.1412814557552337,0.3342130184173584,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,3,0,0.0145726940245367,0.0194302586993823,1.3147422075271606,0.1670347303152084,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,3,1,0.015482336981222,0.0206431159749627,1.295421481132507,0.1837044507265091,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,3,0,0.0571131460019387,0.0761508613359183,1.256447672843933,0.3366308808326721,,
mixture,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,3,1,0.0565247450140304,0.0753663266853739,1.2181715965270996,0.3429718315601349,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,3,0,0.0154564650147221,0.0206086200196295,1.2495824098587036,0.1530544012784958,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,3,1,0.0138500630273483,0.0184667507031311,1.2304041385650637,0.1746057271957397,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,3,0,0.0616027280339039,0.0821369707118719,1.1970527172088623,0.294836550951004,,
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,3,1,0.0591745299752801,0.0788993733003735,1.159447193145752,0.2996241748332977,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,3,0,0.0142577050137333,0.0190102733516444,1.3092187643051147,0.1477766036987304,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,3,1,0.0162577340379357,0.0216769787172476,1.2899317741394043,0.1648688614368438,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,3,0,0.0594965029740706,0.0793286706320941,1.2217615842819214,0.3007268905639648,,
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,3,1,0.0606401090044528,0.0808534786726037,1.18451988697052,0.3056633472442627,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,3,0,0.1055165879661217,0.1406887839548289,0.8992398977279663,0.4010091722011566,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,3,1,0.1080390179995447,0.144052023999393,0.954051673412323,0.3810229301452636,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,3,0,0.2431226160260848,0.3241634880347798,0.8858321309089661,0.3496767282485962,,
mixture,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,3,1,0.2438820280367508,0.3251760373823344,0.8773421049118042,0.3046563267707824,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,3,0,0.014644649985712,0.0195261999809493,1.1035375595092771,0.1351863592863083,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,3,1,0.0151199960382655,0.0201599947176873,1.0947935581207275,0.1310046166181564,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,3,0,0.0622784419683739,0.0830379226244986,0.8648896813392639,0.1468827873468399,,
mixture,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,3,1,0.0620253990055061,0.0827005320073415,0.85172039270401,0.1475271880626678,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,3,0,0.0161363899824209,0.0215151866432279,1.1219159364700315,0.999971568584442,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,3,1,0.0148906050017103,0.0198541400022804,1.1688687801361084,1.000659704208374,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,3,0,0.0622482890030369,0.0829977186707158,0.8671255111694336,0.4948171973228454,,
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,3,1,0.0641169550362974,0.0854892733817299,0.8806948661804199,0.4331636130809784,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,3,0,0.014540952979587,0.019387937306116,1.1646040678024292,1.6986311674118042,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,3,1,0.0157003449858166,0.0209337933144221,1.2098876237869265,1.9440491199493408,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,3,0,0.0616820020368322,0.082242669382443,0.8163848519325256,0.4804035425186157,,
mixture,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,3,1,0.0613435549894347,0.0817914066525797,0.8134421706199646,0.4112006723880768,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,0,0,5.687971352017485,7.58396180268998,0.1080727502703666,0.2885901629924774,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,0,1,3.7115178129752167,4.948690417300289,0.1449513137340545,0.3298012316226959,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,0,0,9.085967291961424,12.114623055948565,0.1236809268593788,0.2377698570489883,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,0,1,9.58974040299654,12.78632053732872,0.0781754106283187,0.2424263060092926,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,1,0,3.534191818034742,4.712255757379656,0.1731152385473251,0.3097806870937347,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,1,1,3.4037517289980315,4.538335638664042,0.1920517683029174,0.3623749017715454,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,1,0,6.084954951948021,8.113273269264027,0.1058666706085205,0.2438926249742508,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,1,1,8.359620162984356,11.146160217312476,0.0942884758114814,0.2296259850263595,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,2,0,2.305309141986072,3.073745522648096,0.1691936403512954,0.2660682201385498,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,2,1,1.988165303948336,2.650887071931114,0.1501940786838531,0.2647276818752289,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,2,0,6.524887455976568,8.69984994130209,0.1980533748865127,0.2689674794673919,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,2,1,8.506370942981448,11.341827923975265,0.1574599742889404,0.2090827971696853,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,3,0,6.906649436976295,9.208865915968394,0.9854291677474976,0.3698471486568451,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,3,1,3.896854728984181,5.195806305312241,0.9423797726631165,0.3461471199989319,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,3,0,12.1306559680379,16.174207957383867,0.8617464900016785,0.24063640832901,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,3,1,14.555876412952784,19.40783521727037,0.831535816192627,0.2380872517824173,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,0,0,2.209238159004599,2.945650878672798,0.0872636064887046,0.3528154194355011,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,0,1,2.4935151420068,3.324686856009066,0.1258895993232727,0.4019971191883087,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,0,0,7.995511721994262,10.66068229599235,0.1004986613988876,0.2969352900981903,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,0,1,4.222141476988327,5.629521969317769,0.0552100390195846,0.3042284846305847,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,1,0,2.9923879269626923,3.9898505692835897,0.1749051660299301,0.3852334916591644,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,1,1,2.782576458004769,3.710101944006359,0.1932046711444854,0.4571497738361358,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,1,0,4.380944937001914,5.841259916002552,0.0999214872717857,0.3127371668815613,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,1,1,5.807664733962156,7.743552978616208,0.0906721428036689,0.3080366253852844,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,2,0,2.587079280987382,3.449439041316509,0.152501180768013,0.2956744432449341,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,2,1,2.720786638034042,3.6277155173787214,0.1301053315401077,0.2950541079044342,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,2,0,5.240899449971039,6.987865933294718,0.1779415756464004,0.3249826431274414,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,2,1,6.763862063991837,9.018482751989117,0.1364035159349441,0.2421824038028717,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,3,0,2.8122249220032245,3.7496332293376327,0.9981390237808228,0.457884281873703,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,1,3,1,3.2021805639960803,4.269574085328107,0.947640597820282,0.4191256165504455,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,3,0,7.285359048983082,9.713812065310776,0.880965530872345,0.3095637857913971,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,1,3,1,5.711287919955794,7.615050559941058,0.8462502956390381,0.2987059652805328,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,0,0,2.2833766450057738,3.044502193341032,0.0839943066239357,0.2935371696949005,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,0,1,2.3622884349897504,3.149717913319668,0.1196415275335311,0.3343019187450409,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,0,0,6.499650860961992,8.666201147949323,0.0926340818405151,0.2504796683788299,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,0,1,5.954262445040513,7.93901659338735,0.0455142632126808,0.2514245808124542,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,1,0,1.7715689329779707,2.3620919106372944,0.1779325753450393,0.3107189238071441,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,1,1,3.071949159959331,4.0959322132791085,0.1953822076320648,0.3629334568977356,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,1,0,4.958422223979142,6.611229631972189,0.0957461819052696,0.2497446984052658,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,1,1,6.5600694789900444,8.74675930532006,0.0880227014422416,0.2359769493341446,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,2,0,3.827320642012637,5.103094189350183,0.180654764175415,0.2701281011104584,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,2,1,2.892372714006342,3.856496952008456,0.1608855128288269,0.2692692875862121,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,2,0,8.062230762036052,10.749641016048068,0.2095408588647842,0.2716522812843323,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,2,1,7.6043839160120115,10.13917855468268,0.1685856878757476,0.21580371260643,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,3,0,1.3488136399537325,1.7984181866049769,0.9837838411331176,0.4170450866222381,,
mixture,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,3,1,1.5696318129776046,2.0928424173034728,0.9374430775642396,0.3889058232307434,,
