training_scheme,variant,variant_label,family,timesteps,model_seed,observation,repeat,runtime_s,runtime_per_sample_ms,mean_error,covariance_error,runtime_device,posterior_width_ratio
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,1,0,0.0316117060137912,0.0421489413517216,0.1972736865282058,0.5048901438713074,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,1,1,0.0309508690261282,0.0412678253681709,0.1951919347047805,0.5498685836791992,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,1,0,0.0644438510062173,0.0859251346749564,0.1308143436908722,0.3712906539440155,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,1,1,0.0646160619799047,0.0861547493065397,0.137326955795288,0.306440532207489,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,1,0,0.1561858659842983,0.2082478213123977,0.1354041099548339,0.2763866484165191,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,1,1,0.1656097680097445,0.2208130240129927,0.1324066966772079,0.2585398554801941,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,1,0,0.0165434050140902,0.0220578733521203,0.2887983322143554,1.359343647956848,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,1,1,0.0165411939960904,0.0220549253281205,0.3209422528743744,1.4017127752304075,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,1,0,0.0318089270149357,0.042411902686581,0.160415917634964,0.4908055067062378,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,1,1,0.0342052530031651,0.0456070040042201,0.1738111227750778,0.5536801815032959,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,1,0,0.0622649239958263,0.0830198986611018,0.1346129924058914,0.2903977632522583,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,1,1,0.0636207580100745,0.084827677346766,0.1163053661584854,0.2952901721000671,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,1,0,0.1591366680222563,0.2121822240296751,0.1225825399160385,0.1722184270620346,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,1,1,0.1639734089840203,0.2186312119786938,0.1226014792919159,0.1902120560407638,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,2,0,0.0138081359909847,0.0184108479879796,0.3301090896129608,0.1367127150297165,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,2,1,0.0144254940096288,0.0192339920128385,0.3233439922332763,0.1326991021633148,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,2,0,0.0294570120167918,0.0392760160223891,0.2254309058189392,0.3213310241699219,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,2,1,0.0284474979853257,0.0379299973137676,0.2784412801265716,0.2528401017189026,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,2,0,0.0603706039837561,0.0804941386450082,0.2778097987174988,0.2800804674625397,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,2,1,0.0595205099671147,0.079360679956153,0.3045843839645386,0.2683600783348083,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,2,0,0.1496645250008441,0.1995527000011255,0.2619098424911499,0.2371135801076889,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,2,1,0.1520189630100503,0.2026919506800671,0.2981674373149872,0.2303675711154937,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,2,0,0.0158902350231073,0.0211869800308098,0.3112554848194122,0.1336813122034073,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,2,1,0.0156405080342665,0.0208540107123553,0.3047992587089538,0.1313438713550567,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,2,0,0.0300442990264855,0.0400590653686473,0.2057792693376541,0.2663055658340454,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,2,1,0.0307895930018275,0.0410527906691034,0.256872296333313,0.2047237753868103,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,2,0,0.0617759550223127,0.0823679400297502,0.2578954994678497,0.229568675160408,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,2,1,0.0613762389984913,0.0818349853313217,0.2845263183116913,0.2184711396694183,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,2,0,0.1552080879919231,0.2069441173225641,0.2505467236042022,0.2051682025194168,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,2,1,0.155852081021294,0.2078027746950586,0.2860981523990631,0.1988943964242935,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,2,0,0.0167580849956721,0.0223441133275628,0.3103825151920318,0.0953766480088234,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,2,1,0.0155431739985942,0.0207242319981257,0.3045723438262939,0.0934475064277648,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,2,0,0.029745184991043,0.039660246654724,0.2112328857183456,0.2537952959537506,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,2,1,0.0323218320263549,0.0430957760351399,0.2614622712135315,0.1934186369180679,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,2,0,0.0611428810516372,0.0815238414021829,0.261798620223999,0.2266487777233123,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,2,1,0.0611009479616768,0.0814679306155691,0.2877753376960754,0.2158150672912597,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,2,0,0.1545939670177176,0.2061252893569568,0.2521794438362121,0.2045779377222061,,1.414615273475647
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,2,1,0.1579687130288221,0.2106249507050961,0.2875052392482757,0.1983837485313415,,1.406727910041809
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,2,0,0.1117400730145163,0.1489867640193551,0.2148504108190536,0.2432265430688858,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,2,1,0.1062788030249066,0.1417050706998755,0.2638438045978546,0.2157049924135208,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,2,0,0.1506386059918441,0.2008514746557921,0.153487890958786,0.2854803800582886,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,2,1,0.1521692649694159,0.2028923532925546,0.2264321744441986,0.2193665355443954,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,2,0,0.2474819719791412,0.329975962638855,0.1884217113256454,0.2141898572444915,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,2,1,0.2410422709654085,0.3213896946205447,0.1813411563634872,0.1855666637420654,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,2,0,0.5236618180060759,0.6982157573414346,0.122406356036663,0.1172470971941948,,1.2406364679336548
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,2,1,0.5301143400138244,0.7068191200184325,0.1699901968240738,0.1099463105201721,,1.228950023651123
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,2,0,0.0154057469917461,0.0205409959889948,0.2618244588375091,0.135407954454422,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,2,1,0.0155035670031793,0.0206714226709057,0.2587068974971771,0.136260911822319,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,2,0,0.0305132979992777,0.0406843973323702,0.1858161836862564,0.1373828500509262,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,2,1,0.030787652998697,0.0410502039982626,0.2064346224069595,0.1453885734081268,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,2,0,0.0629885360249318,0.083984714699909,0.1883080899715423,0.1526396572589874,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,2,1,0.0630958559922874,0.0841278079897165,0.1984087377786636,0.1529164165258407,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,2,0,0.1584158570040017,0.2112211426720023,0.1722555309534073,0.1615195572376251,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,2,1,0.156574519991409,0.208766026655212,0.1849923580884933,0.1620713025331497,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,2,0,0.0159084560000337,0.0212112746667116,0.2599445879459381,1.019252061843872,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,2,1,0.0149257890298031,0.0199010520397375,0.3738605678081512,0.9360391497612,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,2,0,0.0336037739762105,0.0448050319682806,0.1858302950859069,0.5515270233154297,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,2,1,0.0309814090142026,0.0413085453522702,0.2328349351882934,0.4718017876148224,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,2,0,0.0641144880210049,0.0854859840280066,0.1870498210191726,0.3971025645732879,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,2,1,0.0648362489882856,0.0864483319843808,0.2096411883831024,0.3625233769416809,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,2,0,0.1596561400219798,0.2128748533626397,0.1477218866348266,0.2445023506879806,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,2,1,0.1588507890119217,0.2118010520158956,0.216364100575447,0.2085056006908416,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,2,0,0.014625022013206,0.0195000293509413,0.2626626491546631,1.759905219078064,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,2,1,0.0158503269776701,0.0211337693035602,0.3284119367599487,1.5333091020584106,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,2,0,0.0328888069489039,0.0438517425985386,0.1510387808084488,0.540097177028656,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,2,1,0.0311117529636248,0.0414823372848331,0.2228467017412185,0.5150675177574158,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,2,0,0.0651915210182778,0.0869220280243704,0.1777989119291305,0.2994397580623626,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,2,1,0.0644053119467571,0.0858737492623428,0.1587634831666946,0.2908295691013336,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,2,0,0.1610900700325146,0.2147867600433528,0.1454043090343475,0.1971821188926696,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,2,1,0.1600070970016531,0.2133427960022042,0.1999306827783584,0.1833959817886352,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,3,0,0.014057683001738,0.0187435773356507,1.3494311571121216,0.1922714710235595,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,3,1,0.0153774689533747,0.020503291937833,1.3314701318740845,0.2080932855606079,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,3,0,0.029090225987602,0.0387869679834693,1.1955630779266355,0.3103498518466949,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,3,1,0.0301653820206411,0.0402205093608548,1.2266916036605835,0.2784353792667389,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,3,0,0.0600757659994997,0.0801010213326662,1.255879521369934,0.3388823568820953,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,3,1,0.0609959820285439,0.0813279760380586,1.2186521291732788,0.3440528810024261,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,3,0,0.1537232900154777,0.2049643866873035,1.1614621877670288,0.3124695718288421,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,3,1,0.1527669160277582,0.2036892213703443,1.198060393333435,0.3339861631393432,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,3,0,0.0153869880014099,0.0205159840018798,1.2862392663955688,0.187086209654808,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,3,1,0.01491917995736,0.0198922399431467,1.268452525138855,0.2081181108951568,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,3,0,0.0300347969750873,0.0400463959667831,1.1124078035354614,0.2585815489292145,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,3,1,0.0319040389731526,0.0425387186308701,1.1413180828094482,0.2281618267297744,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,3,0,0.0616558849578723,0.0822078466104964,1.1819175481796265,0.287567675113678,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,3,1,0.0615610030363313,0.0820813373817751,1.1457513570785522,0.2899936139583587,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,3,0,0.15692969301017,0.2092395906802266,1.115082621574402,0.2759201824665069,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,3,1,0.161163981014397,0.214885308019196,1.1503260135650637,0.297433078289032,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,3,0,0.0145543569815345,0.0194058093087126,1.2980817556381226,0.1610647290945053,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,3,1,0.015778606000822,0.0210381413344293,1.2808127403259275,0.176309123635292,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,3,0,0.0316258269594982,0.0421677692793309,1.130376935005188,0.2478616535663604,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,3,1,0.0308355080196633,0.0411140106928845,1.1589549779891968,0.2189597487449646,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,3,0,0.0617205949965864,0.0822941266621152,1.1932737827301023,0.2837825715541839,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,3,1,0.062286511005368,0.0830486813404907,1.1575767993927002,0.2863625288009643,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,3,0,0.1573027859558351,0.2097370479411135,1.120768904685974,0.2752978503704071,,1.5974268913269043
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,3,1,0.1584246219717897,0.2112328292957196,1.1560173034667969,0.2962985634803772,,1.5998042821884155
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,3,0,0.1091191660379991,0.1454922213839987,0.841221809387207,0.3213036060333252,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,3,1,0.1071397560299374,0.1428530080399165,0.8915613293647766,0.3009413182735443,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,3,0,0.1544257350033149,0.2059009800044199,0.90889710187912,0.2950970232486725,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,3,1,0.1552026849822141,0.2069369133096188,0.9229572415351868,0.2620067894458771,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,3,0,0.2483402990037575,0.3311203986716767,0.8345746994018555,0.285063624382019,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,3,1,0.253078834968619,0.3374384466248254,0.8247078061103821,0.2374127507209777,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,3,0,0.5341895270394161,0.7122527027192215,0.6465001702308655,0.1330002099275589,,1.331487774848938
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,3,1,0.5311493829940446,0.7081991773253927,0.6317899227142334,0.1462875306606292,,1.3361536264419556
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,3,0,0.0156029149657115,0.0208038866209487,1.136884331703186,0.1260178685188293,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,3,1,0.0156981129548512,0.0209308172731349,1.1287972927093506,0.1219118610024452,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,3,0,0.0318088549538515,0.0424118066051354,0.9073243737220764,0.1418849378824234,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,3,1,0.0314458099892362,0.041927746652315,0.9178284406661988,0.1455716639757156,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,3,0,0.0624711039708927,0.0832948052945236,0.8368608355522156,0.1509836018085479,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,3,1,0.0625050150556489,0.0833400200741986,0.8251875638961792,0.1519147157669067,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,3,0,0.1551589450100436,0.2068785933467249,0.7445530295372009,0.1613529771566391,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,3,1,0.1586716190213337,0.2115621586951116,0.7553596496582031,0.1589389741420745,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,3,0,0.0157788299839012,0.0210384399785349,1.166058897972107,1.061510682106018,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,3,1,0.0156974620185792,0.0209299493581056,1.21724534034729,1.0581810474395752,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,3,0,0.0308966810116544,0.0411955746822059,0.9575141072273254,0.5556125640869141,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,3,1,0.0328678959631361,0.0438238612841814,0.96156907081604,0.5635572671890259,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,3,0,0.0637829810148105,0.085043974686414,0.8605625629425049,0.4712544977664947,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,3,1,0.0635515690082684,0.0847354253443578,0.8697590231895447,0.4036500155925751,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,3,0,0.1566727029858157,0.2088969373144209,0.8065400719642639,0.299651950597763,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,3,1,0.159065444022417,0.2120872586965561,0.7988325357437134,0.2632265090942383,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,3,0,0.0158588510239496,0.0211451346985995,1.1763209104537964,1.7368687391281128,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,3,1,0.0163773790118284,0.0218365053491046,1.2230868339538574,1.97019636631012,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,3,0,0.0324122169986367,0.0432162893315156,0.9258694052696228,0.5789569616317749,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,3,1,0.0330415189964696,0.0440553586619595,0.9154127240180968,0.5908961296081543,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,3,0,0.0640441729919985,0.0853922306559979,0.781550943851471,0.4147942364215851,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,3,1,0.0649322880199179,0.0865763840265572,0.7760860919952393,0.3378064632415771,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,3,0,0.1585484379902482,0.2113979173203309,0.7603275775909424,0.2300007492303848,,
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,3,1,0.1564435110194608,0.2085913480259478,0.7547275424003601,0.2344116270542144,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,0,0,0.0148298040148802,0.0197730720198402,0.2549810111522674,0.147111713886261,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,0,1,0.0138900860329158,0.0185201147105544,0.2562085390090942,0.1590907573699951,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,2,0,0,0.0308553979848511,0.0411405306464682,0.2606732845306396,0.2497417479753494,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,2,0,1,0.0296186169725842,0.039491489296779,0.2421089261770248,0.2459923923015594,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,0,0,0.0625000590225681,0.0833334120300908,0.2562395632266998,0.2594977617263794,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,0,1,0.0622630369616672,0.0830173826155563,0.2248173058032989,0.2712053954601288,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,2,0,0,0.1532218239735812,0.2042957652981082,0.2576084733009338,0.321322500705719,,
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,2,0,1,0.1487743839970789,0.1983658453294386,0.2138043642044067,0.2518432438373565,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,0,0,0.0150133770075626,0.0200178360100835,0.2127538174390792,0.1385828256607055,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,0,1,0.0141446120105683,0.0188594826807578,0.2154909074306488,0.1519184410572052,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,2,0,0,0.0304996100021526,0.0406661466695368,0.2120207548141479,0.1957190036773681,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,2,0,1,0.0299130029743537,0.0398840039658049,0.2009156495332718,0.1946751326322555,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,0,0,0.0618932580109685,0.0825243440146247,0.2260486781597137,0.2096065133810043,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,0,1,0.0629142150282859,0.0838856200377146,0.1934867352247238,0.2191623598337173,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,2,0,0,0.157382111006882,0.2098428146758427,0.2404637336730957,0.2824856042861938,,
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,2,0,1,0.1536604019929655,0.2048805359906206,0.1977460831403732,0.2174177914857864,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,0,0,0.0145644290023483,0.0194192386697977,0.2414498180150985,0.1116017550230026,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,0,1,0.0145354869891889,0.0193806493189185,0.2434849292039871,0.1234291195869445,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,2,0,0,0.0317766409716568,0.0423688546288758,0.2347182929515838,0.1888683289289474,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,2,0,1,0.0305329160182736,0.0407105546910315,0.2203968316316604,0.1867073625326156,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,0,0,0.0606771010207012,0.0809028013609349,0.2366269081830978,0.2078639417886734,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,0,1,0.0625918070436455,0.0834557427248607,0.2050123810768127,0.2176434993743896,,
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,2,0,0,0.1571657670428976,0.2095543560571968,0.2446995973587036,0.2822588384151459,,1.509552001953125
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,2,0,1,0.1577334590256214,0.2103112787008285,0.2021763175725937,0.2174009680747985,,1.415311336517334
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,0,0,0.1060386990429833,0.1413849320573111,0.109222799539566,0.2199121266603469,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,0,1,0.1084763019462116,0.1446350692616154,0.1442097872495651,0.2415438890457153,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,2,0,0,0.1527276160195469,0.2036368213593959,0.1811910569667816,0.2291459441184997,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,2,0,1,0.1637936280458234,0.2183915040610979,0.1780391186475753,0.1906622946262359,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,0,0,0.2458857040037401,0.3278476053383201,0.1579397618770599,0.1740677654743194,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,0,1,0.2437152710044756,0.3249536946726342,0.1282638609409332,0.209908902645111,,
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,2,0,0,0.5231441109790467,0.6975254813053956,0.0928266048431396,0.1239600628614425,,1.2168220281600952
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,2,0,1,0.5370072809746489,0.7160097079661986,0.1036936864256858,0.1139151751995086,,1.202378511428833
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,0,0,0.0143202029867097,0.0190936039822797,0.1607861816883087,0.1323362290859222,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,2,0,1,0.0170425469987094,0.0227233959982792,0.1642879843711853,0.1294922530651092,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,2,0,0,0.031340506975539,0.041787342634052,0.1441605687141418,0.1442739367485046,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,2,0,1,0.0330685389926657,0.0440913853235542,0.1437664031982422,0.1448567360639572,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,0,0,0.0648767100065015,0.0865022800086687,0.1465702652931213,0.1531615704298019,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,2,0,1,0.0625686650164425,0.08342488668859,0.1303854286670684,0.1523942798376083,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,2,0,0,0.1580442789709195,0.2107257052945594,0.1450428366661071,0.1536877155303955,,
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,2,0,1,0.1539188809692859,0.2052251746257146,0.1314988732337951,0.1594361960887909,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,0,0,0.0157228659954853,0.0209638213273137,0.1203337907791137,0.903485894203186,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,0,1,0.0154238840332254,0.0205651787109673,0.1935106962919235,1.0318397283554075,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,2,0,0,0.0302114210207946,0.0402818946943928,0.194791629910469,0.541735053062439,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,2,0,1,0.031541678996291,0.0420555719950546,0.1916415244340896,0.4129388332366943,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,0,0,0.0616400770377367,0.082186769383649,0.1592844575643539,0.3418480157852173,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,0,1,0.0615035690134391,0.0820047586845855,0.1282392591238021,0.3635296821594238,,
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,2,0,0,0.1670075469883158,0.2226767293177545,0.1171497851610183,0.243441641330719,,
