training_scheme,variant,variant_label,timesteps,model_seed,observation,nominal_coverage,analytical_coverage
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.5,0.6172125339508057
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.8,0.9090863466262817
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.9,0.9720340967178345
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.95,0.9918794631958008
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.5,0.5984704494476318
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.8,0.894768238067627
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.9,0.9644478559494019
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.95,0.9885242581367493
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.5,0.6538662910461426
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.8,0.9292615652084351
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.9,0.9804615378379822
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.95,0.9948718547821045
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.5,0.6317558288574219
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.8,0.9126796126365662
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.9,0.9717965722084045
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.95,0.9910732507705688
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.5,0.526537299156189
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.8,0.8401906490325928
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.9,0.9351810216903687
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.95,0.975288987159729
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.5,0.5890194773674011
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.8,0.890299916267395
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.9,0.963337779045105
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.95,0.9885742664337158
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.5,0.6284536123275757
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.8,0.9172919988632202
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.9,0.9761276245117188
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.95,0.993557333946228
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.5,0.62567138671875
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.8,0.9097222089767456
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.9,0.9707450270652771
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.95,0.9907917976379395
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.5,0.5656137466430664
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.8,0.8725167512893677
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.9,0.9533164501190186
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.95,0.9837753772735596
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.5,0.618729829788208
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.8,0.9087069034576416
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.9,0.971510648727417
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.95,0.9915930032730103
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.5,0.6784840822219849
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.8,0.9393063187599182
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.9,0.9837417006492615
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.95,0.9957864284515381
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.5,0.6790235638618469
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.8,0.940385103225708
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.9,0.9842820167541504
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.95,0.9959660768508911
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.5,0.34692007303237915
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.8,0.7036231160163879
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.9,0.859746515750885
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.95,0.9395557045936584
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.5,0.4270668625831604
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.8,0.7922215461730957
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.9,0.9195058941841125
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.95,0.9720785617828369
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.5,0.5255270004272461
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.8,0.8758389949798584
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.9,0.9634629487991333
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.95,0.9904756546020508
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.5,0.5109943151473999
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.8,0.8318518400192261
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.9,0.9311065077781677
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.95,0.9732586145401001
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.5,0.3551400303840637
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.8,0.694828987121582
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.9,0.8487738966941833
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.95,0.931807816028595
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.5,0.4088847041130066
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.8,0.7503563761711121
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.9,0.8860174417495728
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.95,0.9525531530380249
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.5,0.4589027166366577
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.8,0.8018726110458374
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.9,0.9190663695335388
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.95,0.9696699976921082
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.5,0.48504334688186646
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.8,0.8059268593788147
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.9,0.9138429760932922
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.95,0.9635429382324219
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.5,0.5302292704582214
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.8,0.8385945558547974
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.9,0.9321978092193604
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.95,0.9728636741638184
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.5,0.5883874893188477
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.8,0.8859493732452393
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.9,0.959560751914978
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.95,0.9863283634185791
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.5,0.6379889249801636
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.8,0.9217692613601685
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.9,0.9777652025222778
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.95,0.9940655827522278
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.5,0.6286784410476685
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.8,0.9111416935920715
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.9,0.9712372422218323
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.95,0.9909205436706543
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.5,0.5443772077560425
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.8,0.8543456792831421
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.9,0.9428560733795166
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.95,0.9787378311157227
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.5,0.5950026512145996
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.8,0.8936102986335754
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.9,0.9645858407020569
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.95,0.988926887512207
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.5,0.6692017316818237
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.8,0.9377691149711609
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.9,0.9840141534805298
mixture,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.95,0.9961239695549011
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.5,0.6606680154800415
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.8,0.9306901097297668
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.9,0.9803171157836914
mixture,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.95,0.9945706129074097
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.5,0.452579140663147
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.8,0.7715286016464233
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.9,0.893620491027832
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.95,0.9547221660614014
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,7,0.5,0.47225672006607056
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,7,0.8,0.7916417121887207
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,7,0.9,0.90727698802948
