training_scheme,variant,variant_label,timesteps,model_seed,observation,nominal_coverage,analytical_coverage
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.5,0.5716612339019775
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.8,0.8789159059524536
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.9,0.957373321056366
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,0,0.95,0.9858189821243286
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.5,0.5581750869750977
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.8,0.8659045100212097
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.9,0.9493902921676636
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,0,0.95,0.9818055629730225
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.5,0.6077427864074707
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.8,0.9006689190864563
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.9,0.9672767519950867
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,0,0.95,0.9896916151046753
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.5,0.5845582485198975
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.8,0.8785663843154907
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.9,0.9533474445343018
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,0,0.95,0.9823307991027832
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.5,0.4718007445335388
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.8,0.7980566024780273
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.9,0.9121344685554504
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,1,0.95,0.9646309614181519
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.5,0.5291735529899597
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.8,0.8486388921737671
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.9,0.9424452185630798
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,1,0.95,0.9797635674476624
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.5,0.561237096786499
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.8,0.8729656934738159
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.9,0.9549716711044312
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,1,0.95,0.9850641489028931
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.5,0.5521645545959473
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.8,0.8540410995483398
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.9,0.9395203590393066
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,1,0.95,0.975479781627655
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.5,0.5061580538749695
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.8,0.8292178511619568
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.9,0.9308472871780396
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,2,0.95,0.97392737865448
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.5,0.554669976234436
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.8,0.8683974146842957
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.9,0.9528327584266663
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,2,0.95,0.9842629432678223
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.5,0.6043657064437866
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.8,0.8977979421615601
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.9,0.9657445549964905
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,2,0.95,0.9890364408493042
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.5,0.6059421896934509
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.8,0.895568311214447
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.9,0.963249683380127
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,2,0.95,0.9873608350753784
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.5,0.32172900438308716
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.8,0.6644027829170227
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.9,0.8283876180648804
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,3,0.95,0.9198840260505676
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.5,0.39134928584098816
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.8,0.748779296875
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.9,0.8902450203895569
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,3,0.95,0.9565751552581787
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.5,0.4740579128265381
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.8,0.8260111212730408
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.9,0.936237096786499
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,3,0.95,0.978910505771637
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.5,0.4468753933906555
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.8,0.7625564336776733
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.9,0.8815251588821411
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,3,0.95,0.9430765509605408
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.5,0.34554290771484375
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.8,0.6651919484138489
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.9,0.8164774179458618
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,4,0.95,0.9059451818466187
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.5,0.3996001183986664
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.8,0.7227166295051575
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.9,0.8577647805213928
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,4,0.95,0.9314942359924316
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.5,0.43898215889930725
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.8,0.7716711163520813
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.9,0.8954212665557861
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,4,0.95,0.9551482200622559
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.5,0.46564239263534546
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.8,0.7788363695144653
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.9,0.8919634819030762
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,4,0.95,0.9490576982498169
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.5,0.520941972732544
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.8,0.8179053068161011
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.9,0.913406491279602
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,5,0.95,0.9597822427749634
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.5,0.5714660882949829
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.8,0.864378809928894
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.9,0.9441274404525757
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,5,0.95,0.9774760007858276
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.5,0.6066650152206421
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.8,0.896001398563385
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.9,0.9636386632919312
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,5,0.95,0.9876745343208313
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.5,0.5908100605010986
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.8,0.8831014633178711
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.9,0.9558031558990479
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,5,0.95,0.9834935069084167
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.5,0.48695841431617737
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.8,0.810150146484375
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.9,0.9185187220573425
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,6,0.95,0.9673346281051636
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.5,0.5312577486038208
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.8,0.8499540686607361
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.9,0.9428615570068359
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,6,0.95,0.9797858595848083
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.5,0.5947210788726807
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.8,0.8952208757400513
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.9,0.96575528383255
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,6,0.95,0.9894830584526062
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.5,0.5839155912399292
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.8,0.8794915080070496
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.9,0.9545193314552307
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,6,0.95,0.9832242131233215
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.5,0.39749985933303833
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.8,0.7105803489685059
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.9,0.8494777679443359
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,7,0.95,0.9282995462417603
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,7,0.5,0.4235747456550598
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,7,0.8,0.7364230751991272
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,7,0.9,0.8673653602600098
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,7,0.95,0.938840389251709
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,7,0.5,0.46814239025115967
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,7,0.8,0.7933282256126404
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,7,0.9,0.908295750617981
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,7,0.95,0.962155818939209
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,7,0.5,0.48238128423690796
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,7,0.8,0.7943592071533203
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,7,0.9,0.9024040699005127
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,7,0.95,0.9552627801895142
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,8,0.5,0.5643320083618164
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,8,0.8,0.8621094226837158
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,8,0.9,0.9442864656448364
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,8,0.95,0.9782329201698303
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,8,0.5,0.6138272881507874
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,8,0.8,0.9064644575119019
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,8,0.9,0.970811128616333
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",50,1,8,0.95,0.9914377927780151
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,8,0.5,0.6280058026313782
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,8,0.8,0.9135271310806274
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,8,0.9,0.973407506942749
uniform,dpm2_log,"DPM-2 + corrector, log sigma",10,1,8,0.95,0.9922052621841431
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,8,0.5,0.6198306083679199
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,8,0.8,0.9049609303474426
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,8,0.9,0.968025267124176
uniform,dpm2_log,"DPM-2 + corrector, log sigma",50,1,8,0.95,0.9894742965698242
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,9,0.5,0.6516452431678772
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,9,0.8,0.9247177243232727
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,9,0.9,0.9773864150047302
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",10,1,9,0.95,0.9933376312255859
