compass_mean,compass_std,exact_mean,exact_std,family,index,mean_error_in_exact_std,n_observations,parameter,runtime_seconds,shared_synchronization_max_abs,std_ratio_to_exact,truth
-1.715419888496399,0.1621084064245224,-1.7160019291302668,0.0325557966926727,vertical,2,0.017878248821934305,10,local,89.70237864204682,0.0,4.9794020652771,-1.6981153273636793
1.6331937313079834,0.16565732657909393,1.6530120402609851,0.033803360974472924,vertical,3,0.5862822033574653,10,local,89.70237864204682,0.0,4.900616645812988,1.6688579094475795
0.9165238738059998,0.19176582992076874,0.9822598649142001,0.05359943722954506,vertical,4,1.2264306214014764,10,local,89.70237864204682,0.0,3.577758312225342,0.9779809508884321
0.6468313932418823,0.20342795550823212,0.6784372594259004,0.06657750236623894,vertical,5,0.4747229178132283,10,local,89.70237864204682,0.0,3.0555059909820557,0.6487081877924252
-1.7696422338485718,0.159989595413208,-1.7806989688616515,0.03162755810357908,vertical,6,0.3495918014558471,10,local,89.70237864204682,0.0,5.0585503578186035,-1.752883613073935
0.9452447891235352,0.18960483372211456,0.9638324681332752,0.05266406372063128,vertical,7,0.3529480578700242,10,local,89.70237864204682,0.0,3.6002697944641113,0.9680270489054204
-0.2346709817647934,0.22029270231723785,-0.25262286470991335,0.08412356421500693,vertical,8,0.2133989817554294,10,local,89.70237864204682,0.0,2.618680000305176,-0.18423111267464876
-0.46067261695861816,0.212602898478508,-0.49332035074508007,0.07738516483379844,vertical,9,0.4218862085075357,10,local,89.70237864204682,0.0,2.7473340034484863,-0.5433115726557105
0.9606963992118835,0.06894046068191528,0.9612059585808072,0.03228475526817099,vertical,-1,0.01578330434858799,25,global,214.42102563404478,0.0,2.135387420654297,1.0
1.3502311706542969,0.08495144546031952,1.359068481852388,0.03602702766581243,vertical,0,0.24529670557521893,25,local,214.42102563404478,0.0,2.357991933822632,1.3717528597604374
1.2332773208618164,0.08417962491512299,1.2365710216474142,0.039331557888498944,vertical,1,0.08374193554537246,25,local,214.42102563404478,0.0,2.140256404876709,1.2166542142247603
-1.7316367626190186,0.0807972252368927,-1.7211977344144973,0.02918031727562704,vertical,2,0.3577421076651721,25,local,214.42102563404478,0.0,2.768894672393799,-1.6981153273636793
1.6534507274627686,0.07686271518468857,1.6584105466391872,0.030291469875235975,vertical,3,0.16373649733232024,25,local,214.42102563404478,0.0,2.537437677383423,1.6688579094475795
0.971538245677948,0.0956522524356842,0.9905536636021268,0.04826915498320396,vertical,4,0.39394553169193763,25,local,214.42102563404478,0.0,1.9816433191299438,0.9779809508884321
0.6839243173599243,0.10438058525323868,0.6876003699136408,0.06118010038234967,vertical,5,0.06008575551106869,25,local,214.42102563404478,0.0,1.7061198949813843,0.6487081877924252
-1.7793952226638794,0.08070380985736847,-1.7857700066577331,0.02831915326203283,vertical,6,0.22510503526955086,25,local,214.42102563404478,0.0,2.8497960567474365,-1.752883613073935
0.9708650708198547,0.09503297507762909,0.9717697433697047,0.047692936928330494,vertical,7,0.018968690294946928,25,local,214.42102563404478,0.0,1.992600679397583,0.9680270489054204
-0.25439688563346863,0.12077533453702927,-0.25812715897584004,0.0828875161171401,vertical,8,0.045004043034654787,25,local,214.42102563404478,0.0,1.457099199295044,-0.18423111267464876
-0.49232217669487,0.10966398566961288,-0.502431365098883,0.07267532916555983,vertical,9,0.13910068960243022,25,local,214.42102563404478,0.0,1.5089575052261353,-0.5433115726557105
1.5804537534713745,0.07909724116325378,1.5873618537779577,0.03157255946067857,vertical,10,0.21880076954757927,25,local,214.42102563404478,0.0,2.5052528381347656,1.5808349202759824
0.3246259391307831,0.11489631235599518,0.31916110923031554,0.08504522108771505,vertical,11,0.06425793043481128,25,local,214.42102563404478,0.0,1.35100257396698,0.3550164880092037
1.9713242053985596,0.07986145466566086,1.9736971995502308,0.01825840654865888,vertical,12,0.1299672096437983,25,local,214.42102563404478,0.0,4.373955726623535,1.9652727205924059
-0.00737649155780673,0.12132272869348526,-0.018331789330297284,0.09417339476451672,vertical,13,0.11633113364857017,25,local,214.42102563404478,0.0,1.2882909774780273,0.011683095505452545
-0.8269789218902588,0.09796398133039474,-0.829958794997453,0.054638627942005025,vertical,14,0.05453784656446874,25,local,214.42102563404478,0.0,1.7929437160491943,-0.883016244480026
0.33309271931648254,0.11576753109693527,0.326641150508619,0.08352957632654277,vertical,15,0.07723693919675054,25,local,214.42102563404478,0.0,1.3859466314315796,0.3090967595304064
-1.8327280282974243,0.07942647486925125,-1.8382964894168383,0.02753971956761781,vertical,16,0.20219745178384457,25,local,214.42102563404478,0.0,2.8840699195861816,-1.8950051107364123
0.4247356653213501,0.11484431475400925,0.43381784123511696,0.08126429123317741,vertical,17,0.11176096875941159,25,local,214.42102563404478,0.0,1.4132198095321655,0.4078734860812707
-1.8145452737808228,0.07943923771381378,-1.8169154500754385,0.02783010171110709,vertical,18,0.08516592282772119,25,local,214.42102563404478,0.0,2.854435682296753,-1.8012520180457345
0.023372085765004158,0.12338770925998688,0.01732227092028648,0.0919086148434781,vertical,19,0.06582424134038592,25,local,214.42102563404478,0.0,1.3425043821334839,0.011808080988597869
1.264338493347168,0.08652395755052567,1.2678236478555442,0.03830402222854071,vertical,20,0.09098664593452153,25,local,214.42102563404478,0.0,2.25887393951416,1.2980199322889288
0.5378157496452332,0.11282568424940109,0.5378523235663756,0.06871725660802641,vertical,21,0.0005322377951006901,25,local,214.42102563404478,0.0,1.6418828964233398,0.4004208616716589
