index,true_label,probability_Circle 1p,probability_Horizontally scaled circle 2p,probability_Axis-scaled circle 3p
0,0,0.936424,0.061489318,0.0020867537
1,0,0.9306145,0.06696653,0.0024190024
2,0,0.9357568,0.061809324,0.0024338078
3,0,0.92976105,0.06733474,0.0029042426
4,0,0.91627336,0.08155286,0.0021737968
5,0,0.9382994,0.059653286,0.0020472347
6,0,0.935408,0.062556736,0.0020352514
7,0,0.9277844,0.069993176,0.002222384
8,0,0.9276599,0.06991218,0.0024278837
9,0,0.9213957,0.076172225,0.002432089
10,0,0.92405164,0.07374858,0.0021998275
11,0,0.9282755,0.06983229,0.0018921285
12,0,0.9233383,0.07465513,0.0020065508
13,0,0.9392195,0.057956096,0.0028244462
14,0,0.9329579,0.06478251,0.0022596128
15,0,0.92451084,0.073115535,0.0023736788
16,0,0.9372609,0.060177527,0.0025615273
17,0,0.92438793,0.07385708,0.0017549404
18,0,0.93114746,0.06604519,0.0028073404
19,0,0.9201826,0.07769522,0.002122283
20,0,0.9323394,0.06585074,0.0018098645
21,0,0.9282465,0.069376074,0.0023774111
22,0,0.92780787,0.07000713,0.0021849507
23,0,0.92351377,0.07440047,0.0020858387
24,0,0.93396145,0.06393903,0.0020995692
25,0,0.9336372,0.06434403,0.002018747
26,0,0.9332449,0.065189086,0.0015659607
27,0,0.91968876,0.07807381,0.0022374645
28,0,0.9354508,0.06230423,0.0022450367
29,0,0.92674047,0.07108246,0.0021770883
30,0,0.9179063,0.07993001,0.0021637676
31,0,0.93257153,0.06461579,0.0028126503
32,0,0.94018984,0.058105938,0.0017041271
33,0,0.9408402,0.05728141,0.0018784332
34,0,0.9335115,0.064630635,0.001857927
35,0,0.9293586,0.0681785,0.0024629307
36,0,0.931868,0.06646351,0.0016684019
37,0,0.9366962,0.061039444,0.002264427
38,0,0.92136246,0.07599602,0.002641552
39,0,0.92855203,0.069218285,0.0022296535
40,0,0.92751944,0.06977165,0.002708925
41,0,0.9347374,0.06269982,0.0025628002
42,0,0.9360137,0.06160924,0.002377
43,0,0.93246025,0.06542389,0.002115937
44,0,0.93499357,0.062409174,0.0025972612
45,0,0.92621094,0.07139014,0.0023989796
46,0,0.93830895,0.059022576,0.002668448
47,0,0.9261052,0.07191718,0.001977607
48,0,0.92884827,0.06907635,0.0020754095
49,0,0.929377,0.06815577,0.0024672227
50,0,0.92386913,0.07370789,0.0024229689
51,0,0.9425731,0.05576987,0.0016570002
52,0,0.92716736,0.07084758,0.001985114
53,0,0.9352302,0.06274426,0.0020254783
54,0,0.9340383,0.06320323,0.002758535
55,0,0.9259158,0.072315656,0.001768634
56,0,0.931807,0.06617073,0.0020223327
57,0,0.9185394,0.07866492,0.0027957275
58,0,0.93222386,0.06483373,0.0029423703
59,0,0.93037254,0.06742513,0.0022022787
60,0,0.9371446,0.060343895,0.0025115153
61,0,0.9286432,0.06860151,0.0027553255
62,0,0.92014664,0.077445015,0.0024083976
63,0,0.9263157,0.071324185,0.00236003
64,0,0.9296962,0.06820534,0.002098403
65,0,0.9207762,0.07752406,0.0016997255
66,0,0.9300409,0.06800665,0.001952372
67,0,0.9323802,0.064633675,0.0029861412
68,0,0.9369596,0.061285317,0.0017550811
69,0,0.9210817,0.076659516,0.0022587709
70,0,0.924374,0.073227614,0.0023984015
71,0,0.93106157,0.06695366,0.0019847355
72,0,0.9249611,0.072762266,0.0022766173
73,0,0.9310531,0.06677927,0.0021676295
74,0,0.9235492,0.07483445,0.0016164009
75,0,0.9266195,0.07151386,0.0018665507
76,0,0.9402782,0.057194367,0.0025275005
77,0,0.9371663,0.060975157,0.0018585353
78,0,0.9320027,0.066344544,0.0016527973
79,0,0.9254358,0.07244437,0.002119846
80,0,0.9380213,0.060156565,0.0018220964
81,0,0.9335678,0.06478181,0.0016504007
82,0,0.9227621,0.07410417,0.0031337515
83,0,0.9265012,0.07081231,0.0026864444
84,0,0.9225276,0.0754144,0.00205802
85,0,0.9304056,0.067346364,0.002248007
86,0,0.9269644,0.07094037,0.002095201
87,0,0.91697776,0.07988059,0.0031416642
88,0,0.92453295,0.07286203,0.0026050578
89,0,0.9207878,0.0756956,0.003516554
90,0,0.9373961,0.059831653,0.002772226
91,0,0.9217506,0.076363795,0.0018855534
92,0,0.92276,0.075576484,0.0016635717
93,0,0.9353344,0.06276592,0.001899716
94,0,0.92375684,0.07392731,0.0023158453
95,0,0.92646337,0.071253695,0.0022829934
96,0,0.92833513,0.069038786,0.0026261243
97,0,0.93181586,0.06640017,0.0017839137
98,0,0.9229932,0.074652396,0.002354372
99,0,0.9297561,0.067647286,0.0025966475
100,1,0.00017362763,0.8459104,0.15391602
101,1,0.0021679176,0.8818677,0.115964405
102,1,0.014386023,0.89433706,0.091276996
103,1,0.0024958667,0.92524886,0.07225526
104,1,0.0008684477,0.9255562,0.07357539
105,1,0.0012398867,0.93766993,0.06109025
106,1,0.0004302046,0.9203402,0.07922968
107,1,0.0005951215,0.93049717,0.06890774
108,1,5.803963e-05,0.86879146,0.13115053
109,1,0.016358376,0.8810643,0.102577336
110,1,0.029289817,0.91491026,0.05579993
111,1,0.00874315,0.92714936,0.06410753
112,1,0.0031139394,0.919067,0.077819005
113,1,0.0017174789,0.9426625,0.05562003
114,1,0.03236029,0.8787253,0.088914424
115,1,8.3987215e-05,0.9357807,0.06413527
116,1,0.018882593,0.9106621,0.07045521
117,1,0.0016667204,0.9203114,0.07802189
118,1,0.006546797,0.9060297,0.08742363
119,1,4.3661803e-05,0.8988097,0.10114674
120,1,0.0013971087,0.9491451,0.049457807
121,1,0.00048452668,0.93044394,0.06907156
122,1,0.06256981,0.903242,0.03418817
123,1,0.020416595,0.91483563,0.06474785
