bias,centered_rmse,comparison,correlation,mae,mask,problem,rmse,timesteps
1.3215521921569333,1.5089315666836025,upstream_grid_vs_analytic,0.8960861407114425,1.4875194624572754,posterior,gaussian,2.0058351551234286,100
1.3215518462439528,1.5089315713529583,current_stage1_grid_vs_analytic,0.8960861423248927,1.4875192804349924,posterior,gaussian,2.0058349307299714,100
1.2932943333154259,1.5305867346881676,current_stage2_grid_vs_analytic,0.8947622879717055,1.4483740163678158,posterior,gaussian,2.0038228427156874,100
-3.4591298044463736e-07,4.017328728613011e-07,current_stage1_grid_vs_upstream,0.9999999999999679,3.628671905140818e-07,posterior,gaussian,5.30136860798687e-07,100
-0.028257858841507524,0.18320336936133413,current_stage2_grid_vs_upstream,0.9933150393571389,0.15144430513735171,posterior,gaussian,0.18536984957552288,100
1.0478487563425627,2.1141378669357156,upstream_grid_vs_analytic,0.6226327861548979,1.7737138382406434,likelihood,gaussian,2.359569015006798,100
1.0478484266773669,2.114137881400372,current_stage1_grid_vs_analytic,0.6226327795720772,1.7737137774880574,likelihood,gaussian,2.359568881567624,100
1.0379673201947552,2.079553336910701,current_stage2_grid_vs_analytic,0.6378477560154004,1.7439847403203967,likelihood,gaussian,2.3242027103608476,100
-3.2966519579475307e-07,3.749530329858642e-07,current_stage1_grid_vs_upstream,0.9999999999999782,3.4567750530478396e-07,likelihood,gaussian,4.992683830002572e-07,100
-0.009881436147807557,0.1125377966694122,current_stage2_grid_vs_upstream,0.9980706085958146,0.08877762947553469,likelihood,gaussian,0.11297078586762668,100
-0.1617243942878977,0.7543497987763881,upstream_vs_analytic,0.6822026042425972,0.5149490821288663,posterior,gaussian,0.7714910230338163,10
-0.16172492327912008,0.7543498239574077,current_stage1_vs_analytic,0.6822025976238103,0.5149492087887364,posterior,gaussian,0.7714911585457147,10
-0.16726836385948812,0.7022646853163494,current_stage2_vs_analytic,0.7273104850679198,0.48843180417963855,posterior,gaussian,0.7219102394277986,10
-5.289912223815918e-07,4.052869310664876e-07,current_stage1_vs_upstream,0.9999999999998879,5.289912223815918e-07,posterior,gaussian,6.664001874625056e-07,10
-0.005543969571590424,0.18520376022937418,current_stage2_vs_upstream,0.9753541859965167,0.13528873771429062,posterior,gaussian,0.18528671944235572,10
-0.426369702544047,0.7974629661098988,upstream_vs_analytic,0.6588537571861375,0.6616071426208299,posterior,gaussian,0.9042888396769566,50
-0.426370164480044,0.7974630043758234,current_stage1_vs_analytic,0.6588537133036176,0.6616074853475373,posterior,gaussian,0.90428909122407,50
-0.42897110256178533,0.7341106129564358,current_stage2_vs_analytic,0.7094380960157783,0.6357400579964223,posterior,gaussian,0.8502556079723012,50
-4.6193599700927734e-07,4.5369080745095997e-07,current_stage1_vs_upstream,0.999999999999875,5.066394805908203e-07,posterior,gaussian,6.474721724510321e-07,50
-0.0026014000177383423,0.19211495291046515,current_stage2_vs_upstream,0.9770927988881845,0.13767319917678833,posterior,gaussian,0.19213256468866108,50
-0.43380176099760687,0.7989980921980804,upstream_vs_analytic,0.6581049088400762,0.6667746580646863,posterior,gaussian,0.9091655070342236,100
-0.4338022154830233,0.7989981720914691,current_stage1_vs_analytic,0.6581048398796279,0.6667750380442967,posterior,gaussian,0.9091657941011024,100
-0.4362071883939043,0.7352806880106248,current_stage2_vs_analytic,0.7088376617063198,0.6407277225171628,posterior,gaussian,0.854935319990871,100
