index,true_label,probability_Circle 1p,probability_Horizontally scaled circle 2p,probability_Axis-scaled circle 3p
254,2,0.00067434926,0.4941987,0.50512695
255,2,0.0010738162,0.6198834,0.37904286
256,2,0.0030819122,0.64062774,0.35629025
257,2,0.0040478487,0.42443743,0.5715147
258,2,0.0010058015,0.5527184,0.4462758
259,2,2.4190907e-05,0.33004087,0.669935
260,2,0.004219481,0.6185596,0.37722087
261,2,0.012818962,0.3729398,0.61424124
262,2,0.0012023097,0.6443223,0.3544754
263,2,0.0022335856,0.627287,0.37047946
264,2,0.0038509092,0.5900807,0.40606844
265,2,0.00025416902,0.57149273,0.42825305
266,2,0.010366037,0.6090195,0.38061443
267,2,0.004458991,0.6324795,0.36306155
268,2,0.004849933,0.5817576,0.41339254
269,2,9.271737e-05,0.53232247,0.46758482
270,2,0.008112522,0.34013498,0.65175253
271,2,0.022850275,0.5415388,0.43561095
272,2,0.037974358,0.49983186,0.46219376
273,2,0.013406368,0.45660162,0.52999204
274,2,0.00020438441,0.541133,0.4586626
275,2,6.752897e-05,0.58807945,0.41185305
276,2,0.018990487,0.4253951,0.5556145
277,2,0.022502193,0.4843881,0.49310967
278,2,0.012107568,0.511475,0.47641742
279,2,0.011246929,0.6154856,0.37326747
280,2,0.0005064218,0.4304713,0.56902224
281,2,5.8914044e-05,0.5511908,0.44875023
282,2,0.02472747,0.39191574,0.5833568
283,2,0.019140989,0.6439191,0.33693987
284,2,0.00643097,0.5783346,0.4152344
285,2,0.002406534,0.49270427,0.5048892
286,2,0.0048620994,0.492542,0.5025959
287,2,0.00029690942,0.55013055,0.44957256
288,2,0.004184115,0.51835793,0.4774579
289,2,0.0037205997,0.6023467,0.39393273
290,2,0.0009356499,0.38022333,0.61884105
291,2,0.00012825955,0.5832201,0.41665155
292,2,0.000847217,0.47875893,0.52039385
293,2,0.00079623266,0.42988747,0.56931627
294,2,0.005411113,0.45520324,0.5393856
295,2,1.2238615e-05,0.5930556,0.40693215
296,2,6.659854e-06,0.5750637,0.4249297
297,2,4.620537e-05,0.56965333,0.43030047
298,2,0.0036369206,0.6568302,0.3395329
299,2,2.2992087e-06,0.42680374,0.57319397
