method,sde,time_grid,timesteps,theta_index,theta_true,theta_mode,analytic_log_prob,method_log_prob,absolute_log_prob_error,median_runtime_seconds
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,6,-2.1987514,-2.1504674,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,7,-1.9966652,-2.111632,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,8,-2.7305539,-2.3483014,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,9,-2.0067704,-2.244005,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Euler PF-ODE + KDE,VPSDE,uniform_t,200,0,-2.0590172,-2.1669965,0.4380012876211905,0.46111302608515997,0.023111738463969467,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,1,-2.24755,-2.1221578,0.4380012876211905,0.4308444259337342,0.0071568616874563284,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,2,-2.2733066,-2.407239,0.4380012876211905,0.4907104846360311,0.052709197014840614,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,3,-2.4841154,-2.3090415,0.4380012876211905,0.37306981184915183,0.06493147577203867,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,4,-2.2861452,-2.2407246,0.4380012876211905,0.4469470222999884,0.00894573467879789,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,5,-2.7104778,-2.419092,0.4380012876211905,0.43843819160816333,0.0004369039869728253,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,6,-2.1987514,-2.1504674,0.4380012876211905,0.456130710693311,0.01812942307212051,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,7,-1.9966652,-2.111632,0.4380012876211905,0.4277577851996915,0.010243502421499018,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,8,-2.7305539,-2.3483014,0.4380012876211905,0.4146693018405133,0.02333198578067719,0.026692641293630005
Euler PF-ODE + KDE,VPSDE,uniform_t,200,9,-2.0067704,-2.244005,0.4380012876211905,0.4296525464968161,0.008348741124374393,0.026692641293630005
DPM-2 + KDE,VPSDE,log_sigma,10,0,-2.0590172,-2.1669965,0.4380012876211905,0.30180591474429286,0.13619537287689765,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,1,-2.24755,-2.1221578,0.4380012876211905,0.2700208703319741,0.16798041728921642,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,2,-2.2733066,-2.407239,0.4380012876211905,0.27366956632599954,0.16433172129519097,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,3,-2.4841154,-2.3090415,0.4380012876211905,0.26679405143750357,0.17120723618368694,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,4,-2.2861452,-2.2407246,0.4380012876211905,0.2224750627606503,0.2155262248605402,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,5,-2.7104778,-2.419092,0.4380012876211905,0.2779515476722493,0.16004973994894123,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,6,-2.1987514,-2.1504674,0.4380012876211905,0.3097558867856469,0.1282454008355436,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,7,-1.9966652,-2.111632,0.4380012876211905,0.29197129839146185,0.14602998922972865,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,8,-2.7305539,-2.3483014,0.4380012876211905,0.303361594090112,0.13463969353107852,0.005888043099548668
DPM-2 + KDE,VPSDE,log_sigma,10,9,-2.0067704,-2.244005,0.4380012876211905,0.30189063995556886,0.13611064766562164,0.005888043099548668
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,0,-2.0590172,-2.1669965,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,1,-2.24755,-2.1221578,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,2,-2.2733066,-2.407239,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,3,-2.4841154,-2.3090415,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,4,-2.2861452,-2.2407246,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,5,-2.7104778,-2.419092,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,6,-2.1987514,-2.1504674,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,7,-1.9966652,-2.111632,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,8,-2.7305539,-2.3483014,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,10,9,-2.0067704,-2.244005,0.4380012876211905,1.4029753888840173,0.9649741012628268,0.00067585309734568
Euler PF-ODE + KDE,VPSDE,log_sigma,10,0,-2.0590172,-2.1669965,0.4380012876211905,0.6792835830211054,0.24128229539991486,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,1,-2.24755,-2.1221578,0.4380012876211905,0.6740506443685896,0.23604935674739913,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,2,-2.2733066,-2.407239,0.4380012876211905,0.7180818910228373,0.28008060340164675,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,3,-2.4841154,-2.3090415,0.4380012876211905,0.6709102186315374,0.23290893101034693,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,4,-2.2861452,-2.2407246,0.4380012876211905,0.7008936509083451,0.2628923632871546,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,5,-2.7104778,-2.419092,0.4380012876211905,0.6817411263228557,0.24373983870166516,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,6,-2.1987514,-2.1504674,0.4380012876211905,0.6813127122163505,0.24331142459515998,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,7,-1.9966652,-2.111632,0.4380012876211905,0.6644385778716114,0.22643729025042092,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,8,-2.7305539,-2.3483014,0.4380012876211905,0.6736721245048283,0.23567083688363777,0.0018801650963723659
Euler PF-ODE + KDE,VPSDE,log_sigma,10,9,-2.0067704,-2.244005,0.4380012876211905,0.6862892922067296,0.24828800458553912,0.0018801650963723659
DPM-2 + KDE,VPSDE,log_sigma,50,0,-2.0590172,-2.1669965,0.4380012876211905,0.3647338663122403,0.0732674213089502,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,1,-2.24755,-2.1221578,0.4380012876211905,0.41215111072521204,0.02585017689597846,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,2,-2.2733066,-2.407239,0.4380012876211905,0.39914197066259477,0.038859316958595735,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,3,-2.4841154,-2.3090415,0.4380012876211905,0.42122647867576535,0.016774808945425157,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,4,-2.2861452,-2.2407246,0.4380012876211905,0.40553940544415806,0.03246188217703244,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,5,-2.7104778,-2.419092,0.4380012876211905,0.39078779525836804,0.04721349236282246,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,6,-2.1987514,-2.1504674,0.4380012876211905,0.44488006221228166,0.006878774591091152,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,7,-1.9966652,-2.111632,0.4380012876211905,0.371996336902972,0.06600495071821849,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,8,-2.7305539,-2.3483014,0.4380012876211905,0.38072109811179544,0.05728018950939506,0.01919090369483456
DPM-2 + KDE,VPSDE,log_sigma,50,9,-2.0067704,-2.244005,0.4380012876211905,0.4279580867517313,0.010043200869459201,0.01919090369483456
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,0,-2.0590172,-2.1669965,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,1,-2.24755,-2.1221578,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,2,-2.2733066,-2.407239,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,3,-2.4841154,-2.3090415,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,4,-2.2861452,-2.2407246,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,5,-2.7104778,-2.419092,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,6,-2.1987514,-2.1504674,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,7,-1.9966652,-2.111632,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,8,-2.7305539,-2.3483014,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,50,9,-2.0067704,-2.244005,0.4380012876211905,0.4691740495136732,0.031172761892482692,0.0030505200964398684
Euler PF-ODE + KDE,VPSDE,log_sigma,50,0,-2.0590172,-2.1669965,0.4380012876211905,0.4596785410361283,0.021677253414937814,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,1,-2.24755,-2.1221578,0.4380012876211905,0.45385518974264283,0.015853902121452323,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,2,-2.2733066,-2.407239,0.4380012876211905,0.47700547018122824,0.03900418256003774,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,3,-2.4841154,-2.3090415,0.4380012876211905,0.4394616560432755,0.0014603684220849678,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,4,-2.2861452,-2.2407246,0.4380012876211905,0.48513224885399686,0.047130961232806357,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,5,-2.7104778,-2.419092,0.4380012876211905,0.5096590877509716,0.07165780012978107,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,6,-2.1987514,-2.1504674,0.4380012876211905,0.477723526146961,0.039722238525770504,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,7,-1.9966652,-2.111632,0.4380012876211905,0.44773918698874743,0.009737899367556924,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,8,-2.7305539,-2.3483014,0.4380012876211905,0.5064024226312935,0.06840113501010303,0.00706581260310486
Euler PF-ODE + KDE,VPSDE,log_sigma,50,9,-2.0067704,-2.244005,0.4380012876211905,0.48306560157179146,0.045064313950600954,0.00706581260310486
DPM-2 + KDE,VPSDE,log_sigma,100,0,-2.0590172,-2.1669965,0.4380012876211905,0.3970442559502302,0.04095703167096032,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,1,-2.24755,-2.1221578,0.4380012876211905,0.4396064493870136,0.0016051617658230932,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,2,-2.2733066,-2.407239,0.4380012876211905,0.41200677734286584,0.025994510278324667,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,3,-2.4841154,-2.3090415,0.4380012876211905,0.4418128510393187,0.0038115634181282165,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,4,-2.2861452,-2.2407246,0.4380012876211905,0.4365424886989045,0.0014587989222860087,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,5,-2.7104778,-2.419092,0.4380012876211905,0.4265516917071652,0.011449595914025279,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,6,-2.1987514,-2.1504674,0.4380012876211905,0.4267948419097188,0.011206445711471724,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,7,-1.9966652,-2.111632,0.4380012876211905,0.42474282335608177,0.013258464265108738,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,8,-2.7305539,-2.3483014,0.4380012876211905,0.38498277812843534,0.05301850949275516,0.034825322101823986
DPM-2 + KDE,VPSDE,log_sigma,100,9,-2.0067704,-2.244005,0.4380012876211905,0.41132676276114244,0.026674524860048066,0.034825322101823986
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,0,-2.0590172,-2.1669965,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,1,-2.24755,-2.1221578,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,2,-2.2733066,-2.407239,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,3,-2.4841154,-2.3090415,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,4,-2.2861452,-2.2407246,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,5,-2.7104778,-2.419092,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,6,-2.1987514,-2.1504674,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,7,-1.9966652,-2.111632,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,8,-2.7305539,-2.3483014,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,100,9,-2.0067704,-2.244005,0.4380012876211905,0.44563030447791824,0.007629016856727733,0.005928430601488799
Euler PF-ODE + KDE,VPSDE,log_sigma,100,0,-2.0590172,-2.1669965,0.4380012876211905,0.4477059863171788,0.009704698695988279,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,1,-2.24755,-2.1221578,0.4380012876211905,0.4534386332866618,0.01543734566547128,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,2,-2.2733066,-2.407239,0.4380012876211905,0.40526652980905675,0.03273475781213375,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,3,-2.4841154,-2.3090415,0.4380012876211905,0.41007123410324686,0.027930053517943643,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,4,-2.2861452,-2.2407246,0.4380012876211905,0.43382061383084114,0.004180673790349365,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,5,-2.7104778,-2.419092,0.4380012876211905,0.430462365565074,0.007538922056116504,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,6,-2.1987514,-2.1504674,0.4380012876211905,0.43453982716546385,0.0034614604557266504,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,7,-1.9966652,-2.111632,0.4380012876211905,0.4007447729363814,0.03725651468480912,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,8,-2.7305539,-2.3483014,0.4380012876211905,0.4615661760773841,0.02356488845619359,0.013435332500375808
Euler PF-ODE + KDE,VPSDE,log_sigma,100,9,-2.0067704,-2.244005,0.4380012876211905,0.4075911135321868,0.030410174089003705,0.013435332500375808
DPM-2 + KDE,VPSDE,log_sigma,200,0,-2.0590172,-2.1669965,0.4380012876211905,0.3620158411613934,0.0759854464597971,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,1,-2.24755,-2.1221578,0.4380012876211905,0.38578131108291225,0.05221997653827826,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,2,-2.2733066,-2.407239,0.4380012876211905,0.4441235993034979,0.006122311682307369,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,3,-2.4841154,-2.3090415,0.4380012876211905,0.3534864119984374,0.08451487562275312,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,4,-2.2861452,-2.2407246,0.4380012876211905,0.41878854021826767,0.019212747402922836,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,5,-2.7104778,-2.419092,0.4380012876211905,0.41001540413411475,0.027985883487075758,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,6,-2.1987514,-2.1504674,0.4380012876211905,0.4022192009907661,0.035782086630424426,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,7,-1.9966652,-2.111632,0.4380012876211905,0.4183634875718177,0.019637800049372822,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,8,-2.7305539,-2.3483014,0.4380012876211905,0.4449261715230869,0.006924883901896384,0.06911045500310138
DPM-2 + KDE,VPSDE,log_sigma,200,9,-2.0067704,-2.244005,0.4380012876211905,0.36368709217710177,0.07431419544408874,0.06911045500310138
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,0,-2.0590172,-2.1669965,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,1,-2.24755,-2.1221578,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,2,-2.2733066,-2.407239,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,3,-2.4841154,-2.3090415,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,4,-2.2861452,-2.2407246,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,5,-2.7104778,-2.419092,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,6,-2.1987514,-2.1504674,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,7,-1.9966652,-2.111632,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,8,-2.7305539,-2.3483014,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Heun + exact PF-ODE likelihood,VPSDE,log_sigma,200,9,-2.0067704,-2.244005,0.4380012876211905,0.4398901191993894,0.001888831578198913,0.011808258900418877
Euler PF-ODE + KDE,VPSDE,log_sigma,200,0,-2.0590172,-2.1669965,0.4380012876211905,0.4303490348383137,0.0076522527828767894,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,1,-2.24755,-2.1221578,0.4380012876211905,0.4625443327894935,0.024543045168302968,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,2,-2.2733066,-2.407239,0.4380012876211905,0.42370316974382055,0.014298117877369954,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,3,-2.4841154,-2.3090415,0.4380012876211905,0.4444281205170306,0.006426832895840118,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,4,-2.2861452,-2.2407246,0.4380012876211905,0.47229747257530863,0.034296184954118125,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,5,-2.7104778,-2.419092,0.4380012876211905,0.4380322364810216,3.094885983107032e-05,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,6,-2.1987514,-2.1504674,0.4380012876211905,0.4500776944801926,0.012076406859002076,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,7,-1.9966652,-2.111632,0.4380012876211905,0.4220011114421712,0.016000176179019332,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,8,-2.7305539,-2.3483014,0.4380012876211905,0.483417960560613,0.045416672939422476,0.026634897291660308
Euler PF-ODE + KDE,VPSDE,log_sigma,200,9,-2.0067704,-2.244005,0.4380012876211905,0.4314065573209391,0.006594730300251428,0.026634897291660308
