method,sde,time_grid,timesteps,theta_index,theta_true,theta_mode,analytic_log_prob,method_log_prob,absolute_log_prob_error,median_runtime_seconds
Euler PF-ODE + KDE,VESDE,log_sigma,50,1,-2.24755,-2.1222744,0.4312535718092801,0.44791818063704725,0.016664608827767158,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,2,-2.2733066,-2.4073713,0.4312535718092801,0.44145035900246843,0.01019678719318834,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,3,-2.4841154,-2.3091683,0.4312535718092801,0.4342557707052255,0.003002198895945385,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,4,-2.2861452,-2.2408478,0.4312535718092801,0.4609773012792663,0.029723729469986193,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,5,-2.7104778,-2.419225,0.4312535718092801,0.4855596194503075,0.05430604764102742,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,6,-2.1987514,-2.1505857,0.4312535718092801,0.49463716836408267,0.06338359655480258,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,7,-1.9966652,-2.1117482,0.4312535718092801,0.4070589352914312,0.024194636517848866,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,8,-2.7305539,-2.3484304,0.4312535718092801,0.45873410033177103,0.027480528522490943,0.006840027205180376
Euler PF-ODE + KDE,VESDE,log_sigma,50,9,-2.0067704,-2.2441282,0.4312535718092801,0.435945754503158,0.004692182693877889,0.006840027205180376
DPM-2 + KDE,VESDE,log_sigma,100,0,-2.0590172,-2.1671157,0.4312535718092801,0.36734714019205644,0.06390643161722365,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,1,-2.24755,-2.1222744,0.4312535718092801,0.3868832480984496,0.044370323710830495,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,2,-2.2733066,-2.4073713,0.4312535718092801,0.3777708524549958,0.05348271935428428,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,3,-2.4841154,-2.3091683,0.4312535718092801,0.3688209603061482,0.062432611503131896,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,4,-2.2861452,-2.2408478,0.4312535718092801,0.3878504642009184,0.04340310760836169,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,5,-2.7104778,-2.419225,0.4312535718092801,0.43989169450002436,0.008638122690744265,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,6,-2.1987514,-2.1505857,0.4312535718092801,0.3743439559456061,0.05690961586367399,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,7,-1.9966652,-2.1117482,0.4312535718092801,0.38985473464938336,0.04139883715989673,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,8,-2.7305539,-2.3484304,0.4312535718092801,0.4005768163164383,0.030676755492841767,0.03345694129820913
DPM-2 + KDE,VESDE,log_sigma,100,9,-2.0067704,-2.2441282,0.4312535718092801,0.4049473703660124,0.026306201443267674,0.03345694129820913
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,0,-2.0590172,-2.1671157,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,1,-2.24755,-2.1222744,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,2,-2.2733066,-2.4073713,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,3,-2.4841154,-2.3091683,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,4,-2.2861452,-2.2408478,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,5,-2.7104778,-2.419225,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,6,-2.1987514,-2.1505857,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,7,-1.9966652,-2.1117482,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,8,-2.7305539,-2.3484304,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Heun + exact PF-ODE likelihood,VESDE,log_sigma,100,9,-2.0067704,-2.2441282,0.4312535718092801,0.4327974830731294,0.0015439112638492847,0.005799739190842956
Euler PF-ODE + KDE,VESDE,log_sigma,100,0,-2.0590172,-2.1671157,0.4312535718092801,0.42795528327422044,0.003298288535059646,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,1,-2.24755,-2.1222744,0.4312535718092801,0.42711000743219496,0.004143564377085129,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,2,-2.2733066,-2.4073713,0.4312535718092801,0.3777264841430954,0.05352708766618469,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,3,-2.4841154,-2.3091683,0.4312535718092801,0.4233660355275973,0.007887536281682817,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,4,-2.2861452,-2.2408478,0.4312535718092801,0.37226314943218597,0.05899042237709412,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,5,-2.7104778,-2.419225,0.4312535718092801,0.4546922497859232,0.02343867797664312,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,6,-2.1987514,-2.1505857,0.4312535718092801,0.46291623153288197,0.03166265972360188,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,7,-1.9966652,-2.1117482,0.4312535718092801,0.4257188795775755,0.005534692231704608,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,8,-2.7305539,-2.3484304,0.4312535718092801,0.4259836066387183,0.0052699651705617745,0.012956976296845824
Euler PF-ODE + KDE,VESDE,log_sigma,100,9,-2.0067704,-2.2441282,0.4312535718092801,0.42898109486680097,0.002272476942479118,0.012956976296845824
DPM-2 + KDE,VESDE,log_sigma,200,0,-2.0590172,-2.1671157,0.4312535718092801,0.4219516945171775,0.009301877292102578,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,1,-2.24755,-2.1222744,0.4312535718092801,0.3899109667173802,0.04134260509189991,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,2,-2.2733066,-2.4073713,0.4312535718092801,0.43200624343378596,0.000752671624505874,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,3,-2.4841154,-2.3091683,0.4312535718092801,0.40166962493938735,0.02958394686989274,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,4,-2.2861452,-2.2408478,0.4312535718092801,0.39118207015124196,0.04007150165803813,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,5,-2.7104778,-2.419225,0.4312535718092801,0.40677823872796376,0.02447533308131633,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,6,-2.1987514,-2.1505857,0.4312535718092801,0.39362664109951634,0.03762693070976375,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,7,-1.9966652,-2.1117482,0.4312535718092801,0.377437993923998,0.05381557788528207,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,8,-2.7305539,-2.3484304,0.4312535718092801,0.37658015598193406,0.05467341582734603,0.06611883459845558
DPM-2 + KDE,VESDE,log_sigma,200,9,-2.0067704,-2.2441282,0.4312535718092801,0.4435115662901532,0.012257994480873113,0.06611883459845558
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,0,-2.0590172,-2.1671157,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,1,-2.24755,-2.1222744,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,2,-2.2733066,-2.4073713,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,3,-2.4841154,-2.3091683,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,4,-2.2861452,-2.2408478,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,5,-2.7104778,-2.419225,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,6,-2.1987514,-2.1505857,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,7,-1.9966652,-2.1117482,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,8,-2.7305539,-2.3484304,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Heun + exact PF-ODE likelihood,VESDE,log_sigma,200,9,-2.0067704,-2.2441282,0.4312535718092801,0.43189245428782597,0.0006388824785458769,0.011645239603240043
Euler PF-ODE + KDE,VESDE,log_sigma,200,0,-2.0590172,-2.1671157,0.4312535718092801,0.38117623040967724,0.05007734139960285,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,1,-2.24755,-2.1222744,0.4312535718092801,0.4324465606913586,0.0011929888820785273,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,2,-2.2733066,-2.4073713,0.4312535718092801,0.3997395843361617,0.0315139874731184,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,3,-2.4841154,-2.3091683,0.4312535718092801,0.4262205112553489,0.005033060553931212,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,4,-2.2861452,-2.2408478,0.4312535718092801,0.43937690587913264,0.00812333406985255,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,5,-2.7104778,-2.419225,0.4312535718092801,0.45192171928262526,0.020668147473345166,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,6,-2.1987514,-2.1505857,0.4312535718092801,0.44114643592757735,0.009892864118297262,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,7,-1.9966652,-2.1117482,0.4312535718092801,0.40882739224162,0.022426179567660076,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,8,-2.7305539,-2.3484304,0.4312535718092801,0.3863665725760463,0.044886999233233804,0.025939443591050805
Euler PF-ODE + KDE,VESDE,log_sigma,200,9,-2.0067704,-2.2441282,0.4312535718092801,0.4127288597066638,0.018524712102616303,0.025939443591050805
DPM-2 + KDE,VPSDE,uniform_t,10,0,-2.0590172,-2.1669965,0.4380012876211905,0.23074826238299131,0.2072530252381992,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,1,-2.24755,-2.1221578,0.4380012876211905,0.2507348475311248,0.1872664400900657,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,2,-2.2733066,-2.407239,0.4380012876211905,0.24260518388327076,0.19539610373791974,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,3,-2.4841154,-2.3090415,0.4380012876211905,0.22901983308455973,0.20898145453663078,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,4,-2.2861452,-2.2407246,0.4380012876211905,0.24665022738133638,0.19135106023985413,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,5,-2.7104778,-2.419092,0.4380012876211905,0.2762471780675909,0.1617541095535996,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,6,-2.1987514,-2.1504674,0.4380012876211905,0.20523470695830895,0.23276658066288156,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,7,-1.9966652,-2.111632,0.4380012876211905,0.21199636091110585,0.22600492671008465,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,8,-2.7305539,-2.3483014,0.4380012876211905,0.2204827929988638,0.2175184946223267,0.005878822796512395
DPM-2 + KDE,VPSDE,uniform_t,10,9,-2.0067704,-2.244005,0.4380012876211905,0.25075754336448863,0.18724374425670187,0.005878822796512395
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,0,-2.0590172,-2.1669965,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,1,-2.24755,-2.1221578,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,2,-2.2733066,-2.407239,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,3,-2.4841154,-2.3090415,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,4,-2.2861452,-2.2407246,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,5,-2.7104778,-2.419092,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,6,-2.1987514,-2.1504674,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,7,-1.9966652,-2.111632,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,8,-2.7305539,-2.3483014,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,10,9,-2.0067704,-2.244005,0.4380012876211905,0.8096510327457367,0.3716497451245462,0.0007108251098543406
Euler PF-ODE + KDE,VPSDE,uniform_t,10,0,-2.0590172,-2.1669965,0.4380012876211905,0.9999519888979965,0.561950701276806,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,1,-2.24755,-2.1221578,0.4380012876211905,1.0285315746808765,0.590530287059686,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,2,-2.2733066,-2.407239,0.4380012876211905,0.9671056569461345,0.529104369324944,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,3,-2.4841154,-2.3090415,0.4380012876211905,0.9849788233156396,0.5469775356944491,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,4,-2.2861452,-2.2407246,0.4380012876211905,1.0105191593880258,0.5725178717668353,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,5,-2.7104778,-2.419092,0.4380012876211905,1.000138423630616,0.5621371360094254,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,6,-2.1987514,-2.1504674,0.4380012876211905,1.0405847121484064,0.6025834245272159,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,7,-1.9966652,-2.111632,0.4380012876211905,1.0257202494306303,0.5877189618094398,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,8,-2.7305539,-2.3483014,0.4380012876211905,1.026909085625921,0.5889077980047306,0.002063938498031348
Euler PF-ODE + KDE,VPSDE,uniform_t,10,9,-2.0067704,-2.244005,0.4380012876211905,1.0274985404307135,0.589497252809523,0.002063938498031348
DPM-2 + KDE,VPSDE,uniform_t,50,0,-2.0590172,-2.1669965,0.4380012876211905,0.40880226852604185,0.02919901909514866,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,1,-2.24755,-2.1221578,0.4380012876211905,0.3865868519863533,0.05141443563483722,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,2,-2.2733066,-2.407239,0.4380012876211905,0.4267220941632837,0.011279193457906789,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,3,-2.4841154,-2.3090415,0.4380012876211905,0.38640280387586595,0.05159848374532455,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,4,-2.2861452,-2.2407246,0.4380012876211905,0.4425277246665741,0.00452643704538358,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,5,-2.7104778,-2.419092,0.4380012876211905,0.4078894475122738,0.03011184010891671,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,6,-2.1987514,-2.1504674,0.4380012876211905,0.3759313312119982,0.06206995640919233,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,7,-1.9966652,-2.111632,0.4380012876211905,0.39860181918274934,0.039399468438441165,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,8,-2.7305539,-2.3483014,0.4380012876211905,0.4445441283461496,0.006542840724959087,0.018977709498722108
DPM-2 + KDE,VPSDE,uniform_t,50,9,-2.0067704,-2.244005,0.4380012876211905,0.36054827157532277,0.07745301604586774,0.018977709498722108
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,0,-2.0590172,-2.1669965,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,1,-2.24755,-2.1221578,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,2,-2.2733066,-2.407239,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,3,-2.4841154,-2.3090415,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,4,-2.2861452,-2.2407246,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,5,-2.7104778,-2.419092,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,6,-2.1987514,-2.1504674,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,7,-1.9966652,-2.111632,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,8,-2.7305539,-2.3483014,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,50,9,-2.0067704,-2.244005,0.4380012876211905,0.4506997392676529,0.012698451646462383,0.0030412009917199613
Euler PF-ODE + KDE,VPSDE,uniform_t,50,0,-2.0590172,-2.1669965,0.4380012876211905,0.49355889844366835,0.05555761082247784,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,1,-2.24755,-2.1221578,0.4380012876211905,0.48275751069713,0.044756223075939516,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,2,-2.2733066,-2.407239,0.4380012876211905,0.5478922885605031,0.10989100093931259,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,3,-2.4841154,-2.3090415,0.4380012876211905,0.5130205996725236,0.07501931205133305,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,4,-2.2861452,-2.2407246,0.4380012876211905,0.5027340407729516,0.06473275315176108,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,5,-2.7104778,-2.419092,0.4380012876211905,0.517175203479598,0.0791739158584075,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,6,-2.1987514,-2.1504674,0.4380012876211905,0.5286172601487915,0.09061597252760101,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,7,-1.9966652,-2.111632,0.4380012876211905,0.46116485338639,0.023163565765199512,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,8,-2.7305539,-2.3483014,0.4380012876211905,0.5315244284404643,0.09352314081927382,0.006987242598552257
Euler PF-ODE + KDE,VPSDE,uniform_t,50,9,-2.0067704,-2.244005,0.4380012876211905,0.5244754861787507,0.08647419855756022,0.006987242598552257
DPM-2 + KDE,VPSDE,uniform_t,100,0,-2.0590172,-2.1669965,0.4380012876211905,0.3904604422643407,0.047540845356849826,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,1,-2.24755,-2.1221578,0.4380012876211905,0.4008534304625101,0.03714785715868041,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,2,-2.2733066,-2.407239,0.4380012876211905,0.38480080559539015,0.053200482025800355,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,3,-2.4841154,-2.3090415,0.4380012876211905,0.40041398108467624,0.037587306536514264,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,4,-2.2861452,-2.2407246,0.4380012876211905,0.39228765342994437,0.04571363419124613,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,5,-2.7104778,-2.419092,0.4380012876211905,0.39585027582940985,0.04215101179178066,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,6,-2.1987514,-2.1504674,0.4380012876211905,0.39722893681427124,0.040772350806919266,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,7,-1.9966652,-2.111632,0.4380012876211905,0.4141213769194583,0.023879910701732232,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,8,-2.7305539,-2.3483014,0.4380012876211905,0.34094677876320806,0.09705450885798245,0.03484329520724714
DPM-2 + KDE,VPSDE,uniform_t,100,9,-2.0067704,-2.244005,0.4380012876211905,0.41960369509587275,0.018397592525317752,0.03484329520724714
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,0,-2.0590172,-2.1669965,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,1,-2.24755,-2.1221578,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,2,-2.2733066,-2.407239,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,3,-2.4841154,-2.3090415,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,4,-2.2861452,-2.2407246,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,5,-2.7104778,-2.419092,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,6,-2.1987514,-2.1504674,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,7,-1.9966652,-2.111632,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,8,-2.7305539,-2.3483014,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,100,9,-2.0067704,-2.244005,0.4380012876211905,0.4411303429015672,0.0031290552803767135,0.0059479534043930474
Euler PF-ODE + KDE,VPSDE,uniform_t,100,0,-2.0590172,-2.1669965,0.4380012876211905,0.4473079881496498,0.009306700528459277,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,1,-2.24755,-2.1221578,0.4380012876211905,0.4920320138246853,0.054030726203494805,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,2,-2.2733066,-2.407239,0.4380012876211905,0.472885697171697,0.03488440955050648,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,3,-2.4841154,-2.3090415,0.4380012876211905,0.4198221891706447,0.018179098450545828,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,4,-2.2861452,-2.2407246,0.4380012876211905,0.4209410417204015,0.01706024590078903,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,5,-2.7104778,-2.419092,0.4380012876211905,0.46386402829366535,0.02586274067247485,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,6,-2.1987514,-2.1504674,0.4380012876211905,0.5482846222098458,0.11028333458865525,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,7,-1.9966652,-2.111632,0.4380012876211905,0.44842944356857023,0.010428155947379725,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,8,-2.7305539,-2.3483014,0.4380012876211905,0.4571735501289553,0.01917226250776477,0.013512783101759851
Euler PF-ODE + KDE,VPSDE,uniform_t,100,9,-2.0067704,-2.244005,0.4380012876211905,0.46987210336705426,0.031870815745863756,0.013512783101759851
DPM-2 + KDE,VPSDE,uniform_t,200,0,-2.0590172,-2.1669965,0.4380012876211905,0.3593551620386298,0.07864612558256068,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,1,-2.24755,-2.1221578,0.4380012876211905,0.426683730300984,0.011317557320206506,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,2,-2.2733066,-2.407239,0.4380012876211905,0.4187738589418306,0.019227428679359893,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,3,-2.4841154,-2.3090415,0.4380012876211905,0.3767754028201116,0.06122588480107888,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,4,-2.2861452,-2.2407246,0.4380012876211905,0.42545203810936405,0.012549249511826455,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,5,-2.7104778,-2.419092,0.4380012876211905,0.3970573868477237,0.040943900773466824,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,6,-2.1987514,-2.1504674,0.4380012876211905,0.4172770686766144,0.0207242189445761,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,7,-1.9966652,-2.111632,0.4380012876211905,0.4221435856691536,0.015857701952036896,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,8,-2.7305539,-2.3483014,0.4380012876211905,0.4033437963316452,0.03465749128954532,0.06843209150247276
DPM-2 + KDE,VPSDE,uniform_t,200,9,-2.0067704,-2.244005,0.4380012876211905,0.3791334383644553,0.058867849256735216,0.06843209150247276
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,0,-2.0590172,-2.1669965,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,1,-2.24755,-2.1221578,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,2,-2.2733066,-2.407239,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,3,-2.4841154,-2.3090415,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,4,-2.2861452,-2.2407246,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
Heun + exact PF-ODE likelihood,VPSDE,uniform_t,200,5,-2.7104778,-2.419092,0.4380012876211905,0.4387784945770002,0.0007772069558096839,0.011915992409922183
