all_individual_runtime_seconds,mcmc_acceptance,multi_fnpe_mean_error_sigma,multi_fnpe_runtime_seconds,multi_fnpe_std_ratio,multi_fnpe_wasserstein_to_analytic,multi_fnpe_wasserstein_to_mcmc,multi_mean_error_sigma,multi_runtime_seconds,multi_std_ratio,multi_wasserstein_to_analytic,multi_wasserstein_to_mcmc,n_observations,pooled_individual_wasserstein_to_analytic
10.455279121990316,0.760025,0.18708788,19.06825592298992,1.103611,0.05331765760904173,0.05700197764029508,0.2937246,8.10733325802721,1.0031446,0.08337435090517673,0.08541580780721386,10,1.0697005698504956
