true_model,run_index,selected_model,correct,probability_percent_Logistic Prey,probability_percent_Satiated Predator,probability_percent_Rosenzweig-MacArthur,probability_percent_Lotka-Volterra,aic_Logistic Prey,aic_Satiated Predator,aic_Rosenzweig-MacArthur,aic_Lotka-Volterra
Lotka-Volterra,17,Satiated Predator,False,0.0,100.0,0.0,0.0,-586.60400390625,-298.6625061035156,-3190.11865234375,-655.1375732421875
Lotka-Volterra,18,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-640.78857421875,-662.5054321289062,-2838.25439453125,-333.49273681640625
Lotka-Volterra,19,Lotka-Volterra,True,1.1460073068292331e-05,9.03837509489507e-41,0.0,99.99998807907104,-829.3055419921875,-910.1328125,-4197.8466796875,-813.32373046875
Lotka-Volterra,20,Satiated Predator,False,1.4350178713223397e-17,100.0,0.0,3.1315713340373786e-24,-338.967529296875,-295.57958984375,-2055.439697265625,-354.3052673339844
Lotka-Volterra,21,Lotka-Volterra,True,0.0,6.668222862771245e-07,0.0,100.0,-431.18017578125,-225.9943389892578,-2333.82177734375,-207.16842651367188
Lotka-Volterra,22,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-433.6199951171875,-686.67626953125,-2525.32177734375,-163.11180114746094
Lotka-Volterra,23,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-583.8947143554688,-713.23876953125,-2975.24365234375,-297.5060729980469
Lotka-Volterra,24,Satiated Predator,False,0.0,100.0,0.0,1.1750448142749321e-38,-530.721435546875,-242.8531951904297,-2658.7685546875,-334.7952880859375
Lotka-Volterra,25,Satiated Predator,False,0.0,100.0,0.0,0.0,-643.072509765625,-380.9004211425781,-2976.679443359375,-530.9647827148438
Lotka-Volterra,26,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-656.3736572265625,-748.7041015625,-3022.068359375,-378.5788269042969
Lotka-Volterra,27,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-1151.91455078125,-1253.66552734375,-4491.54052734375,-1000.9940795898438
Lotka-Volterra,28,Lotka-Volterra,True,0.0,8.057466169867698e-41,0.0,100.0,-590.1408081054688,-471.6822814941406,-3074.49267578125,-374.7576599121094
Lotka-Volterra,29,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-762.4503784179688,-780.4076538085938,-3176.114013671875,-424.0121765136719
Lotka-Volterra,30,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-439.4032897949219,-468.55078125,-2335.400634765625,-193.4231719970703
Lotka-Volterra,31,Lotka-Volterra,True,0.0,7.060097532702369e-23,0.0,100.0,-567.8173217773438,-494.7890625,-2442.231689453125,-439.17889404296875
Lotka-Volterra,32,Lotka-Volterra,True,0.0,3.7483338733260727e-14,0.0,100.0,-368.6392822265625,-188.59970092773438,-1285.039306640625,-153.07965087890625
Lotka-Volterra,33,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-652.2466430664062,-554.7728881835938,-2824.288818359375,-193.3596649169922
Lotka-Volterra,34,Lotka-Volterra,True,6.729932056704939e-38,9.107486866106265e-32,0.0,100.0,-720.894287109375,-706.7762451171875,-3307.6220703125,-630.6974487304688
Lotka-Volterra,35,Satiated Predator,False,0.0,100.0,0.0,0.0,-322.88165283203125,-113.81864929199219,-1933.031005859375,-254.57867431640625
Lotka-Volterra,36,Lotka-Volterra,True,0.0,2.399387180862289e-21,0.0,100.0,-382.8396911621094,-190.9201202392578,-1944.9071044921875,-138.83587646484375
Lotka-Volterra,37,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-809.887451171875,-591.7881469726562,-2808.77099609375,-462.8692932128906
Lotka-Volterra,38,Satiated Predator,False,0.0,100.0,0.0,0.0,-524.81640625,-363.3297119140625,-2751.57470703125,-555.0608520507812
Lotka-Volterra,39,Lotka-Volterra,True,1.6347380177413106e-34,1.5213961320672847e-20,0.0,100.0,-332.46014404296875,-300.2958068847656,-1903.4443359375,-250.05856323242188
Lotka-Volterra,40,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-931.002685546875,-831.546630859375,-3469.033203125,-643.8541259765625
Lotka-Volterra,41,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-421.9271545410156,-586.3091430664062,-2159.3359375,-253.54937744140625
Lotka-Volterra,42,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-418.2828063964844,-495.60845947265625,-2143.224853515625,-260.78936767578125
Lotka-Volterra,43,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-720.2078247070312,-1151.1375732421875,-3399.7265625,-462.13629150390625
Lotka-Volterra,44,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-1253.2957763671875,-1654.780029296875,-4264.7763671875,-812.5855102539062
Lotka-Volterra,45,Lotka-Volterra,True,1.5706415473906244e-14,0.0,0.0,100.0,-249.12362670898438,-380.3746643066406,-1890.143310546875,-212.73374938964844
Lotka-Volterra,46,Satiated Predator,False,3.3746298710411975e-28,100.0,0.0,0.0,-624.5321655273438,-556.6708984375,-3450.646728515625,-698.4371337890625
Lotka-Volterra,47,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-430.3177185058594,-411.8438415527344,-2064.421875,-198.51092529296875
Lotka-Volterra,48,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-700.9419555664062,-708.7233276367188,-2728.36279296875,-336.11016845703125
Lotka-Volterra,49,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-392.27423095703125,-268.19580078125,-1719.8040771484375,-145.16647338867188
Lotka-Volterra,50,Lotka-Volterra,True,0.0,0.0,0.0,100.0,-688.941162109375,-757.9542236328125,-3499.0244140625,-494.6092529296875
