index,true_label,probability_Circle 1p,probability_Horizontally scaled circle 2p,probability_Axis-scaled circle 3p
113,0,0.8428594,0.14076178,0.016378772
114,0,0.69883436,0.26423916,0.036926392
115,0,0.7274617,0.248599,0.023939306
116,0,0.7713181,0.18429306,0.04438887
117,0,0.84311056,0.14057429,0.016315095
118,0,0.7638071,0.22543567,0.010757152
119,0,0.85309106,0.13327983,0.013629138
120,1,9.999986e-31,0.79255617,0.20744377
121,1,4.2306146e-06,0.7930207,0.20697509
122,1,9.634958e-10,0.7373097,0.26269034
123,1,1.9492912e-26,0.76340425,0.23659578
124,1,9.999987e-31,0.79615,0.20384994
125,1,1.0000015e-30,0.63707185,0.36292815
126,1,0.74068934,0.2486349,0.010675746
127,1,9.999988e-31,0.86796594,0.13203408
128,1,0.7908759,0.19468719,0.014436915
129,1,0.0018980503,0.8864936,0.111608304
130,1,4.7107936e-18,0.77208287,0.22791706
131,1,0.77026933,0.21827568,0.011455071
132,1,0.42843467,0.51344687,0.05811849
133,1,0.7925652,0.17688581,0.030549008
134,1,0.69650227,0.28075397,0.022743752
135,1,9.999989e-31,0.78149617,0.21850388
136,1,2.7206763e-06,0.8714858,0.12851146
137,1,1.9113558e-28,0.69514674,0.30485332
138,1,9.9999765e-31,0.7308329,0.26916716
139,1,4.2711392e-18,0.88529956,0.11470051
140,1,0.591555,0.3751162,0.033328816
141,1,9.999995e-31,0.7003955,0.29960442
142,1,1.47128345e-08,0.822424,0.17757595
143,1,0.2556325,0.6929861,0.051381424
144,1,1.0268548e-12,0.8168492,0.18315084
145,1,0.33209085,0.6120239,0.055885334
146,1,9.999997e-31,0.8435567,0.15644324
147,1,1.000002e-30,0.7477051,0.25229487
148,1,0.05451817,0.6886287,0.25685316
149,1,0.6917722,0.27902263,0.0292051
150,1,1.010192e-30,0.7560564,0.24394353
151,1,7.007868e-23,0.85437757,0.14562239
152,1,0.8058416,0.1829773,0.0111810155
153,1,2.937612e-06,0.89035153,0.10964553
154,1,3.0150627e-23,0.7749973,0.22500268
155,1,0.7573937,0.22940758,0.013198734
156,1,6.729252e-23,0.74866307,0.25133696
157,1,0.1235412,0.7576317,0.11882711
158,1,0.3105725,0.6210175,0.06840995
159,1,0.5471864,0.38671803,0.06609558
160,1,1.0033313e-30,0.8393898,0.16061024
161,1,0.7420206,0.2434307,0.0145486845
162,1,0.033886995,0.82533544,0.14077757
163,1,0.00084306643,0.78580415,0.21335277
164,1,0.088339195,0.8167423,0.09491862
165,1,0.09646187,0.7952733,0.10826485
166,1,0.36106908,0.5916145,0.047316406
167,1,0.23092595,0.6398291,0.12924492
168,1,9.9999765e-31,0.86821,0.13178998
169,1,9.999984e-31,0.8225072,0.17749283
170,1,0.0009945424,0.878803,0.120202504
171,1,1.0000032e-30,0.7264619,0.27353814
172,1,1.0000008e-30,0.8093991,0.1906008
173,1,0.31387207,0.63311315,0.053014804
174,1,0.4536583,0.50157756,0.044764105
175,1,0.0012848416,0.89661723,0.10209798
176,1,9.999967e-31,0.83852357,0.1614764
177,1,0.6542439,0.32271728,0.023038857
178,1,1.2083136e-10,0.8234086,0.17659137
179,1,1.9584905e-10,0.8920031,0.10799689
180,1,0.5451194,0.4255384,0.029342202
181,1,0.28188583,0.6294094,0.0887048
182,1,2.6416157e-05,0.80949783,0.19047573
183,1,9.999977e-31,0.6686575,0.3313425
184,1,4.2533633e-24,0.8939345,0.10606556
185,1,0.41711706,0.5244962,0.058386665
186,1,9.999968e-31,0.73499244,0.26500753
187,1,1.0000011e-30,0.7735668,0.22643323
188,1,4.0777126e-13,0.88856584,0.11143417
189,1,0.0033989423,0.91268975,0.08391129
190,1,0.5346661,0.43476233,0.030571546
191,1,0.3568423,0.5805264,0.06263131
192,1,9.9999925e-31,0.86992204,0.1300779
193,1,0.7222263,0.25073394,0.02703975
194,1,0.66431063,0.29883105,0.036858328
195,1,0.0021762706,0.881459,0.11636471
196,1,0.011495698,0.91180146,0.076702796
197,1,1.0000005e-30,0.7662884,0.23371162
198,1,1.0000018e-30,0.7343516,0.26564848
199,1,0.71314716,0.2703682,0.01648469
200,1,2.0263383e-11,0.77255595,0.22744402
201,1,0.77567244,0.21114506,0.01318252
202,1,0.76706976,0.22111748,0.011812731
203,1,0.15925594,0.73969126,0.10105275
204,1,0.74049646,0.2428397,0.016663844
205,1,1.0000028e-30,0.70271003,0.29729003
206,1,1.3841373e-11,0.8651274,0.1348726
207,1,1.1730862e-16,0.886963,0.11303694
208,1,0.7684837,0.20678674,0.024729606
209,1,8.7550416e-14,0.67285603,0.32714394
210,1,0.6800346,0.29074433,0.029221103
211,1,0.61893934,0.35540006,0.025660561
212,1,2.2844305e-12,0.8884389,0.11156115
213,1,0.73190534,0.24608786,0.022006748
214,1,1.0000031e-30,0.8405529,0.15944709
215,1,1.02419254e-10,0.7688904,0.23110956
216,1,0.43090367,0.50653046,0.06256588
217,1,0.007471202,0.84676373,0.14576502
218,1,0.0004931692,0.83940893,0.16009793
219,1,0.19369587,0.7379148,0.068389334
220,1,0.76931304,0.21629155,0.0143954195
221,1,0.31357536,0.5837848,0.10263984
222,1,3.882239e-07,0.8969465,0.103053026
223,1,0.6307419,0.3395662,0.029691923
224,1,0.6905939,0.28449437,0.024911765
225,1,0.7348512,0.25290352,0.012245189
226,1,0.77010185,0.19599934,0.0338988
227,1,1.0773968e-05,0.8481854,0.15180379
228,1,0.768914,0.21439585,0.01669016
229,1,4.3644127e-19,0.89108396,0.10891605
230,1,0.74703324,0.22876929,0.02419747
231,1,0.10411305,0.8047378,0.091149114
232,1,9.99997e-31,0.81091654,0.18908349
233,1,0.7536306,0.23638536,0.009984087
234,1,0.7399706,0.24835506,0.011674324
235,1,0.010105624,0.8901945,0.099699825
236,1,0.7479661,0.24039583,0.0116381105
237,1,0.396252,0.559618,0.044129986
238,1,6.0740367e-12,0.86696273,0.13303728
239,1,0.30854657,0.6506849,0.040768594
240,2,0.56927896,0.4010666,0.02965437
241,2,1.0560377e-14,1.2908916e-07,0.9999999
242,2,9.99997e-31,0.75714445,0.24285552
243,2,1e-30,1e-30,1.0
244,2,9.999975e-31,0.80479056,0.19520947
245,2,1e-30,4.9280017e-28,1.0
246,2,0.023168804,0.82441986,0.15241139
247,2,1.2813887e-26,0.7198242,0.28017578
248,2,1e-30,1.2135965e-30,1.0
249,2,0.7975345,0.19227645,0.010189051
250,2,2.0348253e-27,0.011490902,0.9885091
251,2,1e-30,0.06779787,0.9322021
252,2,5.5663703e-11,0.69929427,0.3007058
253,2,4.603759e-12,0.84802634,0.15197363
254,2,0.020804081,0.3186463,0.66054964
255,2,1e-30,1e-30,1.0
256,2,0.43365163,0.47748765,0.088860795
257,2,0.35804433,0.55839247,0.083563186
258,2,8.235375e-08,0.83806956,0.16193032
259,2,1e-30,1e-30,1.0
260,2,9.999983e-31,0.2797667,0.7202333
261,2,0.72657347,0.2588826,0.014543905
