compass_mean,compass_std,mcmc_acceptance,mcmc_mean,mcmc_std,parameter,runtime_seconds,truth,wasserstein_to_mcmc
0.5958013,0.187618,0.69535,0.5994458174475982,0.09633109503743323,mu,157.67179929697886,0.65,0.05882163624897136
-2.0392478,0.29187375,0.69535,-1.3172591550072947,0.2566769219597631,log_variance,157.67179929697886,-1.5970153924355432,0.7239294175779275
