mean_error_sigma,n1_wasserstein_ordinary_vs_composed,n_observations,runtime_seconds,sample_mean,sample_std,shape,shared_synchronization_max_abs,std_ratio,truth_mean,truth_std
0.15204620361328125,0.01921445014228811,8,8.572653668001294,-1.4044123888015747,0.33881404995918274,"(8, 3000, 1)",0.0,1.016442060470581,-1.3537303076850042,0.3333333333333333
