c_true,n_observations,configuration,model,metric,mean,std,median,q05,q95,count
0.6,2,curvature_local,quadratic,selected_aic,1.0,0.0,1.0,1.0,1.0,3
0.6,2,curvature_local,quadratic,selected_bic,1.0,0.0,1.0,1.0,1.0,3
0.6,2,curvature_local,quadratic,mispenalized_aic_weight,0.9981018493734243,0.0028974235585883202,0.9997613038099303,0.9952567359194537,0.9997853447218404,3
0.6,2,curvature_local,quadratic,mispenalized_bic_weight,0.9990101658229597,0.0015113791848915985,0.9998758016455375,0.9975260746897859,0.999888311880329,3
0.6,5,all_global,linear,a_error,0.05623815953731537,0.033001005868519506,0.03854043781757355,0.03612895756959915,0.08873576670885086,3
0.6,5,all_global,linear,a_reference_error,0.022982696692148846,0.030594935260624928,0.010920882225036621,0.0013235092163085937,0.05308515429496765,3
0.6,5,all_global,linear,c_error,0.6000000238418579,0.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,3
0.6,5,all_global,linear,c_reference_error,0.6260160803794861,0.00988996797657728,0.6257326006889343,0.617217069864273,0.6350135266780853,3
0.6,5,all_global,linear,b_rmse,1.6589583953221638,0.14742993764387125,1.5813884735107422,1.5679958820343018,1.8042198538780212,3
0.6,5,all_global,linear,b_reference_rmse,1.6508735815684001,0.1744936458996073,1.5843960046768188,1.5258902668952943,1.8223912000656128,3
0.6,5,all_global,linear,a_sharing_range,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,linear,a_sharing_std,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,linear,c_sharing_range,nan,nan,nan,nan,nan,0
0.6,5,all_global,linear,c_sharing_std,nan,nan,nan,nan,nan,0
0.6,5,all_global,linear,b_inferred_std,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,linear,global_parameter_rmse,0.05623815953731537,0.033001005868519506,0.03854043781757355,0.03612895756959915,0.08873576670885086,3
0.6,5,all_global,linear,total_log_likelihood,-24.155248641967773,1.1258233368874815,-23.666059494018555,-25.265229415893554,-23.387700271606445,3
0.6,5,all_global,linear,effective_k,2.0,0.0,2.0,2.0,2.0,3
0.6,5,all_global,linear,aic,52.31049728393555,2.251646673774963,51.33211898803711,50.77540054321289,54.53045883178711,3
0.6,5,all_global,linear,bic,51.52937316894531,2.251646673774963,50.550994873046875,49.994276428222655,53.749334716796874,3
0.6,5,all_global,linear,aic_weight,3.187640317400429e-05,5.2471533026337044e-05,2.2493488062950013e-06,1.0524089790866133e-06,8.343933542631846e-05,3
0.6,5,all_global,linear,bic_weight,2.6222079546778036e-05,4.316402595027356e-05,1.8503228274319891e-06,8.657154422312678e-07,6.863867335486702e-05,3
0.6,5,all_global,linear,selected_aic,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,linear,selected_bic,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,linear,mispenalized_aic_weight,nan,nan,nan,nan,nan,0
0.6,5,all_global,linear,mispenalized_bic_weight,nan,nan,nan,nan,nan,0
0.6,5,all_global,quadratic,a_error,0.07406530280907948,0.03189488686072147,0.06420719623565674,0.049857699871063234,0.10517358034849167,3
