analytic,mask,sample,stage1_exact,stage2_exact,stage2_learned
1.3760633905104425,posterior,0,1.0407982,0.9459851,0.8528893
1.5893783122268337,posterior,1,1.0835764,0.94142056,1.3455982
1.5259144591764944,posterior,2,1.2874482,1.3668683,1.2129214
1.456918984661201,posterior,3,1.1772413,1.096328,1.0426991
0.6900224212866175,posterior,4,0.67415524,0.71664166,0.7060349
0.5391136087667086,posterior,5,0.41156268,0.5228524,0.39601374
0.5913682543344123,posterior,6,0.5371337,0.7861972,0.6405463
0.9929893004414976,posterior,7,0.96946216,1.0449255,0.9129503
1.5466570082869042,posterior,8,1.223553,1.1827917,1.1695237
0.9252114149129671,posterior,9,0.5109093,0.4973054,0.4644122
1.1808020364359844,posterior,10,0.88214755,0.86839676,1.0055685
-0.3038120789414971,posterior,11,0.03860426,-0.03485298,-0.08212042
1.2217628389898878,posterior,12,1.1580181,1.1117134,1.3006806
0.8014600672628442,posterior,13,0.9522784,0.8353815,0.73302746
1.5617791130815242,posterior,14,1.2223654,1.0599761,1.1001854
-1.0217741852672049,posterior,15,0.037613392,0.07962847,0.09163189
1.5546159858216817,posterior,16,1.3285139,1.1553712,1.1740198
0.708375939750987,posterior,17,0.55558896,0.6198516,0.564312
0.40222496899277527,posterior,18,0.30627823,0.47759795,0.5010569
1.5332945339705728,posterior,19,1.03601,1.0181115,1.1300948
1.1570343237855227,posterior,20,1.1171756,1.1042652,1.0364847
1.5670357382106954,posterior,21,1.2481246,1.0827103,1.1762805
0.8442188407861928,posterior,22,0.5404482,0.51346636,0.50802517
1.5628602949373973,posterior,23,1.1913283,1.1522477,1.1663473
1.3602210816984268,posterior,24,1.0839531,1.132781,1.1545196
1.5626357755510596,posterior,25,1.3013673,1.1887133,1.1739776
1.2086453507156127,posterior,26,0.997051,1.0000787,1.0493307
1.4338382703208716,posterior,27,1.2585175,1.0848236,1.0839734
0.6546517166565944,posterior,28,0.2750435,0.17662859,0.19613934
1.504889043640616,posterior,29,1.1208742,1.2012436,1.1256659
1.5628757704358893,posterior,30,1.1796653,1.0612981,1.1237981
1.49324852581581,posterior,31,1.1150186,1.0254023,1.1221092
0.8534203501874571,posterior,32,0.755486,0.77239776,0.67980266
1.5356712442406675,posterior,33,1.0411263,1.0877938,1.0605326
1.5108527739120152,posterior,34,1.2700067,1.1527028,1.1156301
1.1637586454559745,posterior,35,0.94308853,0.94987416,1.0352018
1.4098442941299325,posterior,36,1.1517963,1.0693548,1.0502617
0.8608911109042747,posterior,37,0.7532959,0.6341138,0.6183753
1.3411479410146465,posterior,38,0.8352115,1.0023484,0.95169544
1.5605044376364132,posterior,39,1.066467,0.9736171,1.0207701
1.542795183259547,posterior,40,1.3402452,1.2150993,1.167964
1.3627463668032336,posterior,41,0.77403474,0.6556294,0.6843078
1.497823526337883,posterior,42,1.1892862,1.1186776,1.0923095
0.6200858721671834,posterior,43,0.7373166,0.77755,0.81337476
1.0704213782784064,posterior,44,0.83281755,0.8337002,0.86550426
0.3344529192170258,posterior,45,0.5799215,0.6582196,0.599756
0.8620521964262795,posterior,46,0.72288775,0.72012615,0.6957302
1.5458769831808743,posterior,47,1.2357402,1.0646889,1.1155207
1.5526261601057572,posterior,48,1.1614635,1.1087363,1.0677392
0.4003495333554117,posterior,49,0.34378433,0.46203566,0.42974854
0.9642905828123651,posterior,50,0.64530206,0.75108004,0.6869712
1.500878835771958,posterior,51,0.7291975,0.915715,1.0351837
1.5629958776850246,posterior,52,0.94120336,0.93023705,1.0205343
1.5531900349294139,posterior,53,1.0328896,1.0113108,0.9988625
1.3721871734884767,posterior,54,1.0677598,1.0518107,1.08991
0.5999847571757582,posterior,55,0.34700084,0.37161684,0.2970438
1.571812526496711,posterior,56,1.1166401,0.9861629,1.3798077
0.3188960503647653,posterior,57,0.6278622,0.73995876,0.65118456
-1.5863116847515415,posterior,58,-0.3638618,-0.30023026,-0.29617262
1.4570306397903487,posterior,59,1.1821299,0.95489335,0.97933555
-0.32024389450117585,posterior,60,-0.012266159,-0.0290308,-0.04224825
1.5463060958421364,posterior,61,1.329829,1.3290801,1.3858209
1.5527121850486938,posterior,62,1.1283946,1.1542172,1.1725149
1.5218294313910623,posterior,63,1.1333232,1.1523771,1.1218858
1.3986082790906518,posterior,64,1.0389006,1.0861714,1.0738108
1.2932832760901354,posterior,65,1.0439384,1.0588593,0.9913902
1.4972875874715785,posterior,66,1.2699027,1.0586748,1.0255957
0.9773920454784575,posterior,67,1.0227857,0.94858,0.93905854
1.2834614325940628,posterior,68,0.8253095,1.0013776,0.9366956
1.4254346700255431,posterior,69,1.2064071,1.063503,1.0950801
1.1240795656348754,posterior,70,1.0205879,0.9553335,0.9192598
1.3560597280703637,posterior,71,0.80184984,0.925864,0.95426106
1.4837636289914142,posterior,72,1.3446639,1.7686577,1.3336554
1.5619863151958842,posterior,73,1.0127077,0.9835901,1.0576816
1.198485543474165,posterior,74,1.0932686,0.9857545,1.0197883
0.41815832375028084,posterior,75,0.88985395,1.0192473,1.2497814
1.559164863446998,posterior,76,1.2664835,1.1846905,1.1438761
1.4431651718577463,posterior,77,0.7196996,0.64237356,0.7014017
1.0354465799944244,posterior,78,0.9284518,0.91462326,0.99275064
1.5601163512406746,posterior,79,1.0476532,0.9262986,1.2510204
1.5428042122790449,posterior,80,1.1589782,1.1079628,1.1448257
1.1648385660417833,posterior,81,0.90211844,0.976156,1.0165708
1.5625825422051656,posterior,82,0.96805143,1.0514817,1.1213193
1.216144934248883,posterior,83,0.8571391,0.8856697,0.8411889
1.562953831325391,posterior,84,1.294383,1.0737696,1.1648169
1.027545140886661,posterior,85,0.67388296,0.77871084,0.67104435
1.5308395433144817,posterior,86,1.1783552,1.09442,1.0604086
1.5623076183715319,posterior,87,1.1818774,1.0298073,1.0641248
0.7942396255334874,posterior,88,0.7707503,0.81589675,0.70854163
1.5054516988748299,posterior,89,1.169004,1.1103084,1.1088688
-0.07611118112813564,posterior,90,0.051123142,0.42005825,0.47024345
1.3715367712270279,posterior,91,1.0812719,1.6094086,1.2081645
1.3765481091698613,posterior,92,1.1063716,0.9246483,0.91439676
0.8468978900904567,posterior,93,0.93750954,0.974849,0.9838946
1.4673577858014424,posterior,94,1.1069474,1.0410278,1.1139677
0.5214284950569592,posterior,95,0.29158998,0.40411973,0.32763505
1.5539917568254484,posterior,96,1.2305024,1.0119803,1.1470125
0.9408294598515141,posterior,97,0.8779886,0.7813072,0.9770951
1.5618245805043762,posterior,98,1.0046201,1.0754924,1.0008912
0.11088544829985736,posterior,99,0.24810457,0.3153503,0.33600307
1.527376172647648,posterior,100,1.1649716,1.0899737,1.1321938
1.562923505470518,posterior,101,1.2855887,1.1646519,1.1651859
1.5021101926912461,posterior,102,1.043252,1.0161214,0.9844394
1.5622610163795922,posterior,103,1.0350602,0.9351461,1.0340583
1.5615554322684768,posterior,104,1.0107803,1.0344689,1.1425035
1.1657668694173822,posterior,105,0.71033216,0.8547571,0.76689506
1.4727574813244462,posterior,106,1.1390345,1.1682289,1.1704648
0.9444449502701335,posterior,107,0.79268146,0.92347074,0.8206909
1.5196709190941795,posterior,108,1.3451631,1.1878233,1.1683893
1.3323179580340616,posterior,109,1.1200438,1.0653825,1.0814447
0.9974238687493959,posterior,110,0.7467258,0.76598597,0.83636904
1.1802182480622956,posterior,111,0.6747687,0.6669781,0.6586492
0.6131145116785084,posterior,112,0.89606595,0.8772247,0.79563165
1.562082244557557,posterior,113,1.0182235,1.0305614,1.0591707
1.1213239516108162,posterior,114,0.69199944,0.8600316,0.765327
0.6849926272975018,posterior,115,-0.6726637,0.017657757,0.009095669
1.5505765950259511,posterior,116,0.8703687,0.8442192,0.864635
1.5346345669055732,posterior,117,1.2611525,1.0581889,1.1469836
1.5608548444051502,posterior,118,1.2521513,1.2171729,1.1957295
1.4305007675794532,posterior,119,1.1098473,0.82128644,1.1060789
1.5582817140470966,posterior,120,1.1190181,1.1934352,1.1291943
-0.0242138643602412,posterior,121,0.22038269,0.3571434,0.20503426
0.21620720693387963,posterior,122,0.40898395,0.6048362,0.4446752
-0.6401786347368859,posterior,123,-0.5948348,-0.36018848,-0.5120168
1.5249283298206588,posterior,124,1.1942179,1.0828559,1.1589301
1.5621402728628593,posterior,125,1.0726128,1.259296,1.1835971
0.0030759538274369724,posterior,126,0.028176546,0.07672763,-0.06420922
1.3461836596758854,posterior,127,1.1386099,1.1073613,1.0475249
1.5523587173496387,posterior,128,1.3487878,1.1864884,1.181627
0.011085898840202724,posterior,129,0.20243692,0.23040342,0.16834927
0.5635355556306765,posterior,130,0.7563293,0.8212578,0.8005078
