bias,comparison,correlation,lambda,mae,mask,n,nrmse,rmse,time,time_level
-0.06689528127511342,head_vs_exact,0.9267847126932891,0.031673744320869446,0.09504050513108571,posterior,96,0.025622241508748235,0.1325614424767635,0.001000000280328095,0
-0.6967432176173859,no_head_exact_vs_analytic,0.08932143535883459,0.031673744320869446,0.6995012929812688,posterior,96,0.1653281258729685,0.7504921627305853,0.001000000280328095,0
-0.6259416664740575,trained_exact_vs_analytic,0.6430964940958303,0.031673744320869446,0.6259416664740575,posterior,96,0.15071990297024823,0.6841794482905946,0.001000000280328095,0
-0.6928369477491709,head_vs_analytic,0.5566727818626445,0.031673744320869446,0.6928369477491709,posterior,96,0.16507034760264386,0.7493220014493188,0.001000000280328095,0
-0.06014736990133921,head_vs_exact,0.9279627793839864,0.04439341638969692,0.09429923196633656,posterior,96,0.02531060171138332,0.1323298384991818,0.001958372537046671,1
0.3872869065583642,no_head_exact_vs_analytic,0.375862544314261,0.04439341638969692,0.3999601561211133,posterior,96,0.08406038534495677,0.4713823608488537,0.001958372537046671,1
0.38660284391849203,trained_exact_vs_analytic,0.8026511601416286,0.04439341638969692,0.40227965199861476,posterior,96,0.07860838775469084,0.4408093925606944,0.001958372537046671,1
0.32645547401715275,head_vs_analytic,0.741409582908318,0.04439341638969692,0.36816972030742967,posterior,96,0.0718840612086984,0.4031016315343681,0.001958372537046671,1
-0.051595975955327354,head_vs_exact,0.9297219960782795,0.06222110650335994,0.09391388297080994,posterior,96,0.025508629121575997,0.1345009268624386,0.0038240114226937294,2
1.1986953991622675,no_head_exact_vs_analytic,0.5227103323720638,0.06222110650335994,1.1986953991622675,posterior,96,0.193047225593193,1.2295612075367264,0.0038240114226937294,2
1.1016305315465678,trained_exact_vs_analytic,0.8109930494389194,0.06222110650335994,1.1016305315465678,posterior,96,0.1754151743406781,1.1172587066187534,0.0038240114226937294,2
1.0500345555912405,head_vs_analytic,0.831189606928948,0.06222110650335994,1.0500345555912405,posterior,96,0.16762301192569792,1.0676286712797574,0.0038240114226937294,2
-0.05419905483722687,head_vs_exact,0.936734959537214,0.08720811348506567,0.09681314726670583,posterior,96,0.026428499799206442,0.13642170445578614,0.007424929179251194,3
1.4676450798837142,no_head_exact_vs_analytic,0.5638794024125834,0.08720811348506567,1.4676450798837142,posterior,96,0.23096879478705412,1.496138346033981,0.007424929179251194,3
1.323066128783206,trained_exact_vs_analytic,0.6958530569478514,0.08720811348506567,1.323066128783206,posterior,96,0.20782546904684374,1.3462236481346057,0.007424929179251194,3
1.268867073945979,head_vs_analytic,0.7805001052600646,0.08720811348506567,1.268867073945979,posterior,96,0.19897393925888154,1.2888864084912937,0.007424929179251194,3
-0.028814745446046192,head_vs_exact,0.9331284976945733,0.12222950514731536,0.09354384491840999,posterior,96,0.027965209375337072,0.13034577142902884,0.014264560304582119,4
1.2749614455486984,no_head_exact_vs_analytic,0.5888967151698009,0.12222950514731536,1.2749614455486984,posterior,96,0.22318609741128287,1.3129685606679182,0.014264560304582119,4
1.2332033155546238,trained_exact_vs_analytic,0.5985018960130994,0.12222950514731536,1.2332033155546238,posterior,96,0.21528255740960425,1.266473283136977,0.014264560304582119,4
1.2043885701085777,head_vs_analytic,0.6733377128614372,0.12222950514731536,1.2043885701085777,posterior,96,0.20945083433821543,1.2321661773805401,0.014264560304582119,4
-0.006520785391330719,head_vs_exact,0.9315778541081333,0.17131493081909246,0.09027273207902908,posterior,96,0.02987752251889185,0.11543611841427541,0.02688242867588997,5
0.9694368384887223,no_head_exact_vs_analytic,0.5978976077131498,0.17131493081909246,0.9723030949630548,posterior,96,0.2086519545509552,1.0161747550127533,0.02688242867588997,5
1.0187071802824184,trained_exact_vs_analytic,0.5494716917560393,0.17131493081909246,1.0187071802824184,posterior,96,0.2168766937401885,1.0562308012101154,0.02688242867588997,5
1.0121863948910876,head_vs_analytic,0.6130576544203609,0.17131493081909246,1.0121863948910876,posterior,96,0.21345305354978755,1.0395570214738086,0.02688242867588997,5
-0.005742788314819336,head_vs_exact,0.9331069638425195,0.24011228292365433,0.08028997977574666,posterior,96,0.03216961269485909,0.0984661750168511,0.04903237149119377,6
0.7200161677055591,no_head_exact_vs_analytic,0.5618334540621222,0.24011228292365433,0.7255125696647972,posterior,96,0.2011645502998481,0.7609525417192369,0.04903237149119377,6
0.7321946160448625,trained_exact_vs_analytic,0.4692702567672422,0.24011228292365433,0.7321946160448625,posterior,96,0.20359851583044544,0.7701595926345416,0.04903237149119377,6
0.7264518277300431,head_vs_analytic,0.5988571870017245,0.24011228292365433,0.7264518277300431,posterior,96,0.1978688140859426,0.7484856391508204,0.04903237149119377,6
-0.007368271549542745,head_vs_exact,0.9050700896627889,0.3365375576731906,0.060067216555277504,posterior,96,0.033175664060838196,0.07772756588559288,0.08506305515766144,7
0.5047543666492394,no_head_exact_vs_analytic,0.4735788614172956,0.3365375576731906,0.5077135033973829,posterior,96,0.18939898022809307,0.5352878973259375,0.08506305515766144,7
0.4899775246014686,trained_exact_vs_analytic,0.3596631179305748,0.3365375576731906,0.4899775246014686,posterior,96,0.18377822289762102,0.5194022607233311,0.08506305515766144,7
0.48260925305192587,head_vs_analytic,0.5615188153398736,0.3365375576731906,0.48260925305192587,posterior,96,0.1772597889320918,0.5009795701308895,0.08506305515766144,7
-0.005572624504566193,head_vs_exact,0.8807775753417274,0.4716856894848953,0.0462027390797933,posterior,96,0.0343765065680531,0.060217274412424894,0.1380675882101059,8
0.3129356651608485,no_head_exact_vs_analytic,0.36219131714796093,0.4716856894848953,0.31647549089647387,posterior,96,0.1644452575579407,0.3397519756769817,0.1380675882101059,8
0.31891158090078214,trained_exact_vs_analytic,0.2965608828120054,0.4716856894848953,0.31891158090078214,posterior,96,0.16578936104221667,0.34252895946525647,0.1380675882101059,8
0.31333895639621595,head_vs_analytic,0.4868894200850552,0.4716856894848953,0.31333895639621595,posterior,96,0.1600275725766165,0.33062482161603474,0.1380675882101059,8
0.004665616899728775,head_vs_exact,0.8514308935046698,0.6611071620151743,0.03931991631786028,posterior,96,0.03769338805593414,0.04946599457468113,0.20792976021766663,9
0.1756865445068616,no_head_exact_vs_analytic,0.2664358484604884,0.6611071620151743,0.18126503840364136,posterior,96,0.13671721818029464,0.20408548176305935,0.20792976021766663,9
0.18378489099851633,trained_exact_vs_analytic,0.21657149470006123,0.6611071620151743,0.18397130332911446,posterior,96,0.13810054706867664,0.20615045460539658,0.20792976021766663,9
0.1884505078982451,head_vs_analytic,0.3916377867998703,0.6611071620151743,0.1884505078982451,posterior,96,0.13630216662457345,0.20346591095966457,0.20792976021766663,9
0.000884926567475001,head_vs_exact,0.7873262358183485,0.9265972858855487,0.030321223040421803,posterior,96,0.042717875448184124,0.0412817296992511,0.2914060354232788,10
0.10514799729400977,no_head_exact_vs_analytic,0.16275831037383653,0.9265972858855487,0.10977000340627467,posterior,96,0.12405418038403127,0.13298111075371674,0.2914060354232788,10
0.10790036656373843,trained_exact_vs_analytic,0.0950078774012181,0.9265972858855487,0.10917360929738763,posterior,96,0.11842392356791025,0.12694570104064887,0.2914060354232788,10
0.10878529313121343,head_vs_analytic,0.2804122859490007,0.9265972858855487,0.10895520200229815,posterior,96,0.11271129621015048,0.1208219934073771,0.2914060354232788,10
0.002584251264731089,head_vs_exact,0.694131697918175,1.2987040218916261,0.024864206711451214,posterior,96,0.048997586832218706,0.03459515123911353,0.38414227962493896,11
0.06759743161819715,no_head_exact_vs_analytic,0.035771157700058724,1.2987040218916261,0.07694737945497138,posterior,96,0.12262289882202468,0.0940951960817178,0.38414227962493896,11
0.0629025432499482,trained_exact_vs_analytic,-0.08261170356101044,1.2987040218916261,0.06529358827328065,posterior,96,0.10281946869496306,0.07889895085511443,0.38414227962493896,11
0.0654867945146793,head_vs_analytic,0.1983613450432292,1.2987040218916261,0.0654867945146793,posterior,96,0.09800351086898737,0.07520340540389996,0.38414227962493896,11
-0.0014050444588065147,head_vs_exact,0.3253774645268056,1.8202429061354,0.026041054166853428,posterior,96,0.07288558954238798,0.03746764443573404,0.4824565649032593,12
0.034775127765943666,no_head_exact_vs_analytic,-0.15124380833339793,1.8202429061354,0.045751851616248694,posterior,96,0.10645689351166653,0.05838259616954221,0.4824565649032593,12
0.0357158147890469,trained_exact_vs_analytic,-0.24374909147439028,1.8202429061354,0.04105431935706842,posterior,96,0.0943144925763762,0.0517235169220716,0.4824565649032593,12
0.03431077033024039,head_vs_analytic,0.1330314030792777,1.8202429061354,0.034401437703633575,posterior,96,0.07685247131262204,0.042147076147628054,0.4824565649032593,12
-0.0003311118731896083,head_vs_exact,0.1540761076386077,2.551223513199169,0.026431577280163765,posterior,96,0.0969867620857286,0.036860605260028226,0.5838856101036072,13
0.01364168393969358,no_head_exact_vs_analytic,-0.34859126504008847,2.551223513199169,0.025184002760965257,posterior,96,0.08196741144081032,0.03210000859114928,0.5838856101036072,13
0.01326227926571986,trained_exact_vs_analytic,-0.335535608543749,2.551223513199169,0.028252576374724992,posterior,96,0.09780144047036435,0.03830091769571727,0.5838856101036072,13
0.012931167392530252,head_vs_analytic,0.053343239122883586,2.551223513199169,0.014391490834878997,posterior,96,0.05150853101692121,0.02017172750849413,0.5838856101036072,13
-0.0046667614951729774,head_vs_exact,0.1822618178709814,3.5757543085934453,0.01920622866600752,posterior,96,0.10832299712990155,0.02956307206527539,0.686980128288269,14
0.008004004103216833,no_head_exact_vs_analytic,-0.3738864599887752,3.5757543085934453,0.017443243361704077,posterior,96,0.08604006413516026,0.024051139867434918,0.686980128288269,14
0.00820942219820947,trained_exact_vs_analytic,-0.3624097949953701,3.5757543085934453,0.019856676354720198,posterior,96,0.10930867535574845,0.030555512320112308,0.686980128288269,14
