bias,correlation,lambda,mae,mask,n_scalar_scores,nrmse,rmse,stage,time,time_level
-0.018913332209428646,0.9955148941623883,0.031673744320869446,1.8860772776654313,posterior,96,0.18351048914432397,2.385538217805438,stage1,0.001000000280328095,0
-0.09167612513943563,0.9979376020683242,0.031673744320869446,1.5191742568389213,posterior,96,0.14359090525238774,1.8666049761300278,stage2,0.001000000280328095,0
-0.05374774418057743,0.995939827652544,0.04439341638969692,1.0125825146355676,posterior,96,0.11012087318489756,1.3548949836597222,stage1,0.001958372537046671,1
-0.09058513639557357,0.9980700920284284,0.04439341638969692,0.8595028470357731,posterior,96,0.09558872172466443,1.1760956466603358,stage2,0.001958372537046671,1
-0.023085562524948495,0.9964231743300035,0.06222110650335994,1.7314523588882018,posterior,96,0.1993309056965166,2.2071216025783835,stage1,0.0038240114226937294,2
-0.03700576591951547,0.9978538944148304,0.06222110650335994,1.553862747961805,posterior,96,0.18164580301515046,2.0113006282268775,stage2,0.0038240114226937294,2
0.035609987625744716,0.9961561011326437,0.08720811348506567,1.6799460826725294,posterior,96,0.23469401089842729,2.19144355648606,stage1,0.007424929179251194,3
0.02901631712375008,0.9960537389209296,0.08720811348506567,1.505647197747675,posterior,96,0.21220750339196887,1.9814769203786282,stage2,0.007424929179251194,3
0.07442374380458677,0.9939159582320358,0.12222950514731536,1.2832440443709405,posterior,96,0.2333432068971638,1.7226212677400945,stage1,0.014264560304582119,4
0.05747713781580858,0.9927529617953001,0.12222950514731536,1.2521566157140978,posterior,96,0.22698645493324293,1.6756934986723426,stage2,0.014264560304582119,4
0.05990224762094615,0.9908115894267225,0.17131493081909246,0.9312467520176124,posterior,96,0.22946747618451926,1.2734158887998361,stage1,0.02688242867588997,5
0.05729666907895764,0.9908790571500197,0.17131493081909246,0.9825324364957465,posterior,96,0.23691819297125308,1.314763191245195,stage2,0.02688242867588997,5
0.04398586222287478,0.9904940341597193,0.24011228292365433,0.6698665556658824,posterior,96,0.22560144991481595,0.9117650362270685,stage1,0.04903237149119377,6
0.03515488857720258,0.9910494742559712,0.24011228292365433,0.6925936099426542,posterior,96,0.22836003443302946,0.9229138161402033,stage2,0.04903237149119377,6
0.02794048477570174,0.9922264358038098,0.3365375576731906,0.4562677443591549,posterior,96,0.21177593180425971,0.6131861824105959,stage1,0.08506305515766144,7
0.01247861145679875,0.9925950729306459,0.3365375576731906,0.45259011620350953,posterior,96,0.20701868185978015,0.5994118129278322,stage2,0.08506305515766144,7
0.007909832252664969,0.9938353156416778,0.4716856894848953,0.28622238564189795,posterior,96,0.18385953737290056,0.37873706445978916,stage1,0.1380675882101059,8
0.002454727230448132,0.9942715920288083,0.4716856894848953,0.28840254262617593,posterior,96,0.18396923761920458,0.37896303886312643,stage2,0.1380675882101059,8
-0.003911737289316628,0.994896983985189,0.6611071620151743,0.1699512011144897,posterior,96,0.1522069009765218,0.22257053610288688,stage1,0.20792976021766663,9
-0.003568397164061573,0.9954989252451586,0.6611071620151743,0.17482298389376158,posterior,96,0.15611322042654746,0.22828270558142758,stage2,0.20792976021766663,9
-0.006624688299123267,0.9955422402078634,0.9265972858855487,0.10485744470888307,posterior,96,0.1316432665171226,0.1366414054088903,stage1,0.2914060354232788,10
-0.006609538120705393,0.9963548361858078,0.9265972858855487,0.10510475406306537,posterior,96,0.13030542550160373,0.13525277018727508,stage2,0.2914060354232788,10
-0.003536486407626971,0.9959482386628337,1.2987040218916261,0.0662181781254616,posterior,96,0.11782256112258044,0.08687024312097431,stage1,0.38414227962493896,11
-0.004338828877120519,0.9970337198803659,1.2987040218916261,0.06323324208718352,posterior,96,0.1083553691405017,0.07989010908450153,stage2,0.38414227962493896,11
0.0011338369439719293,0.9968257272751678,1.8202429061354,0.037482946021072557,posterior,96,0.09648014271925966,0.050573744860422605,stage1,0.4824565649032593,12
-0.0015737994448811077,0.997820168251868,1.8202429061354,0.03480960250159582,posterior,96,0.0842492705257601,0.044162466930057306,stage2,0.4824565649032593,12
0.0018762301395130517,0.9976715518960031,2.551223513199169,0.020282386613712188,posterior,96,0.07531802276288282,0.02809236586109265,stage1,0.5838856101036072,13
-0.0006606701346951134,0.9984448332379161,2.551223513199169,0.017618332800963105,posterior,96,0.0639286185095225,0.023844308098974143,stage2,0.5838856101036072,13
0.0010766435345782963,0.9985525497238441,3.5757543085934453,0.01080779891514033,posterior,96,0.05580884544919765,0.01482145831317438,stage1,0.686980128288269,14
-0.0005862458287337887,0.9990419826939916,3.5757543085934453,0.008488049229054407,posterior,96,0.04590101781324381,0.012190182695511193,stage2,0.686980128288269,14
0.000609007629989409,0.9992177566955718,5.011720380152526,0.005560436202008411,posterior,96,0.04025861565091707,0.007616883368415801,stage1,0.7909443378448486,15
-0.000658089691650282,0.9994849149463666,5.011720380152526,0.00421828022322139,posterior,96,0.032559412800651735,0.006160203122658029,stage2,0.7909443378448486,15
0.00024818640117918483,0.999585231337235,7.024347592470994,0.002936509828659241,posterior,96,0.028848172940697372,0.0038899419736857636,stage1,0.8953571915626526,16
-0.00012930667378981567,0.9997589870103413,7.024347592470994,0.0021376863404613,posterior,96,0.02189527973629586,0.00295240075851229,stage2,0.8953571915626526,16
0.0004395918199374815,0.9996343776825848,9.845213890075684,0.0021523289084126023,posterior,96,0.02905456204147906,0.0027930334254652927,stage1,1.0,17
0.0007546787928699583,0.9998578433817924,9.845213890075684,0.0016438198009193327,posterior,96,0.02235129326958732,0.0021486439587425576,stage2,1.0,17
0.05486600606609502,0.9828077037730738,0.031673744320869446,2.3648139690467267,likelihood,192,0.35392038176311197,2.9950718276725086,stage1,0.001000000280328095,0
-0.1754011843665467,0.9911688397907154,0.031673744320869446,1.6928738232341793,likelihood,192,0.25154316209298205,2.1286986481965684,stage2,0.001000000280328095,0
0.12160130942623822,0.984833271064203,0.04439341638969692,1.0610631527801748,likelihood,192,0.17554090408829748,1.4128597197899242,stage1,0.001958372537046671,1
-0.035924807780002455,0.9915302773159509,0.04439341638969692,0.7799574205261018,likelihood,192,0.13253527684180375,1.0667243345562456,stage2,0.001958372537046671,1
0.15710130082019944,0.985734708424682,0.06222110650335994,1.1470823696261965,likelihood,192,0.21953081139156316,1.625132291119536,stage1,0.0038240114226937294,2
0.051455172994984644,0.9896587485418409,0.06222110650335994,1.1302085183647548,likelihood,192,0.2090186271529656,1.5473131916134004,stage2,0.0038240114226937294,2
0.15893247531648744,0.9814997763091456,0.08720811348506567,1.3836433564564468,likelihood,192,0.28211254861246987,1.8414477714419581,stage1,0.007424929179251194,3
0.10435576609267326,0.9810320939170679,0.08720811348506567,1.2877927918787202,likelihood,192,0.2654681848379876,1.7328041583508855,stage2,0.007424929179251194,3
0.13457089009096537,0.9668119432336301,0.12222950514731536,1.3184707812266294,likelihood,192,0.3178752876864776,1.750608862202086,stage1,0.014264560304582119,4
0.13669566838675493,0.9640821115600781,0.12222950514731536,1.2769057498659977,likelihood,192,0.3109595580111684,1.7125224235037395,stage2,0.014264560304582119,4
0.12865300782106806,0.9465281814191566,0.17131493081909246,1.1701667012124248,likelihood,192,0.3523645371106123,1.5715915748373541,stage1,0.02688242867588997,5
0.13646703002901117,0.9464051718143435,0.17131493081909246,1.1642035686900152,likelihood,192,0.353317283809339,1.5758409487867056,stage2,0.02688242867588997,5
0.13344543203182938,0.9305657431539787,0.24011228292365433,1.0003102067781529,likelihood,192,0.38576029208548857,1.3426510002759604,stage1,0.04903237149119377,6
0.12970712444769084,0.9313326046864244,0.24011228292365433,0.9902571393252068,likelihood,192,0.38555073895487135,1.3419216439212327,stage2,0.04903237149119377,6
