training_scheme,variant,variant_label,family,timesteps,model_seed,observation,repeat,runtime_s,runtime_per_sample_ms,runtime_device,mean_error,covariance_error,posterior_width_ratio
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,0,2,1,0.05569139099679887,0.07425518799573183,cuda,0.26070156693458557,0.19637638330459595,1.3662320375442505
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,0,2,0,0.13931299396790564,0.1857506586238742,cuda,0.2267763316631317,0.1851993352174759,1.3554677963256836
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,0,2,1,0.14164677308872342,0.1888623641182979,cuda,0.25824955105781555,0.1756574809551239,1.3389471769332886
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,100,0,2,0,0.2822973399888724,0.3763964533184965,cuda,0.2121807336807251,0.20323115587234497,1.3908857107162476
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,100,0,2,1,0.2802398019703105,0.37365306929374736,cuda,0.21925030648708344,0.24071834981441498,1.4571703672409058
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,0,2,0,0.01403595507144928,0.018714606761932373,cuda,0.2902549207210541,0.06751541048288345,1.1428108215332031
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,0,2,1,0.013531403033994138,0.018041870711992185,cuda,0.28415006399154663,0.06796673685312271,1.1354788541793823
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,0,2,0,0.027189962100237608,0.03625328280031681,cuda,0.19097359478473663,0.2261756807565689,1.421877384185791
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,0,2,1,0.027283685049042106,0.03637824673205614,cuda,0.23729971051216125,0.169080913066864,1.3268769979476929
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,0,2,0,0.05514644295908511,0.07352859061211348,cuda,0.23956716060638428,0.2035800665616989,1.3989049196243286
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,0,2,1,0.05468022299464792,0.0729069639928639,cuda,0.2629251778125763,0.1924382597208023,1.3718982934951782
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,0,2,0,0.13768508902285248,0.18358011869713664,cuda,0.22805717587471008,0.18448391556739807,1.359440565109253
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,0,2,1,0.13917475997004658,0.18556634662672877,cuda,0.2593260109424591,0.17502295970916748,1.342947244644165
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,0,2,0,0.27678335597738624,0.36904447463651496,cuda,0.21292275190353394,0.20313142240047455,1.393338680267334
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,0,2,1,0.2825604189420119,0.37674722525601584,cuda,0.22000271081924438,0.2405339479446411,1.4596658945083618
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,2,0,0.09479104506317526,0.12638806008423367,cuda,0.19810670614242554,0.24783597886562347,1.4991910457611084
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,2,1,0.09503370197489858,0.1267116026331981,cuda,0.2576235830783844,0.24724458158016205,1.4946969747543335
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,10,0,2,0,0.13694909994956106,0.18259879993274808,cuda,0.12572206556797028,0.20974454283714294,1.4010496139526367
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,10,0,2,1,0.13783983199391514,0.1837864426585535,cuda,0.163312166929245,0.19448606669902802,1.374782681465149
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,2,0,0.21789932798128575,0.290532437308381,cuda,0.13852471113204956,0.22297532856464386,1.4102809429168701
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,2,1,0.220025849994272,0.2933677999923627,cuda,0.12881147861480713,0.16885608434677124,1.324509859085083
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,50,0,2,0,0.47198824502993375,0.6293176600399116,cuda,0.07743007689714432,0.1396159529685974,1.2689205408096313
