training_scheme,model_seed,observation,sigma_m,diffusion_time,relative_score_rmse,scaled_score_rmse
uniform,0,1,2.0155458450317383,0.9040728211402893,0.249381422996521,0.2405303716659546
uniform,0,1,2.3259634971618652,1.0,0.23737287521362305,0.23710735142230988
uniform,0,2,0.031644415110349655,0.000999981421045959,2.466068744659424,0.2713298797607422
uniform,0,2,0.036518022418022156,0.0013310941867530346,1.9921785593032837,0.27303338050842285
uniform,0,2,0.04214222729206085,0.0017716207075864077,1.6017593145370483,0.25043079257011414
uniform,0,2,0.04863262176513672,0.0023574272636324167,1.3483494520187378,0.22602957487106323
uniform,0,2,0.056122612208127975,0.003136059734970331,1.037487268447876,0.19681908190250397
uniform,0,2,0.06476614624261856,0.004170452244579792,0.7727035880088806,0.18266661465168
uniform,0,2,0.07474089413881302,0.005543392617255449,0.583103358745575,0.1576112061738968
uniform,0,2,0.08625186234712601,0.007363683078438044,0.44329512119293213,0.13063567876815796
uniform,0,2,0.09953565895557404,0.009773730300366879,0.3043195307254791,0.09814080595970154
uniform,0,2,0.11486529558897018,0.012958434410393238,0.2114586979150772,0.08347420394420624
uniform,0,2,0.13255588710308075,0.017156483605504036,0.15302860736846924,0.06127016991376877
uniform,0,2,0.1529710441827774,0.02267235703766346,0.1465068906545639,0.0665745660662651
uniform,0,2,0.17653034627437592,0.029889527708292007,0.16239416599273682,0.0835331380367279
uniform,0,2,0.20371808111667633,0.03928206115961075,0.18664126098155975,0.1092754378914833
uniform,0,2,0.23509304225444794,0.05142240226268768,0.2135113775730133,0.12998847663402557
uniform,0,2,0.2713001072406769,0.06698070466518402,0.22469474375247955,0.149137943983078
uniform,0,2,0.3130834996700287,0.08671019226312637,0.2355848103761673,0.1577228605747223
uniform,0,2,0.361301988363266,0.11141348630189896,0.2565324902534485,0.192355677485466
uniform,0,2,0.4169467091560364,0.14188621938228607,0.2623994052410126,0.2131788730621338
uniform,0,2,0.4811613857746124,0.17884142696857452,0.26104167103767395,0.22420087456703186
uniform,0,2,0.5552658438682556,0.22282467782497406,0.27113857865333557,0.23363184928894043
uniform,0,2,0.6407832503318787,0.2741386294364929,0.27487900853157043,0.23962832987308502
uniform,0,2,0.7394713163375854,0.33279743790626526,0.26800334453582764,0.2392878383398056
uniform,0,2,0.8533585071563721,0.3985244333744049,0.2510797679424286,0.22242377698421478
uniform,0,2,0.9847856760025024,0.4707942008972168,0.24187685549259186,0.23850035667419434
uniform,0,2,1.1364541053771973,0.5489058494567871,0.23587597906589508,0.23000942170619965
uniform,0,2,1.3114813566207886,0.6320682168006897,0.20502005517482758,0.19887271523475647
uniform,0,2,1.5134648084640503,0.7194765210151672,0.19627337157726288,0.18539461493492126
uniform,0,2,1.7465559244155884,0.8103709816932678,0.16363587975502014,0.15863962471485138
uniform,0,2,2.0155458450317383,0.9040728211402893,0.14529944956302643,0.137239009141922
uniform,0,2,2.3259634971618652,1.0,0.11796440929174423,0.11092168092727661
uniform,0,3,0.031644415110349655,0.000999981421045959,2.1408729553222656,0.2529820501804352
uniform,0,3,0.036518022418022156,0.0013310941867530346,1.630415678024292,0.22253651916980743
uniform,0,3,0.04214222729206085,0.0017716207075864077,1.424295425415039,0.23341746628284454
uniform,0,3,0.04863262176513672,0.0023574272636324167,1.2228823900222778,0.2081514149904251
uniform,0,3,0.056122612208127975,0.003136059734970331,0.8211966156959534,0.1807325929403305
uniform,0,3,0.06476614624261856,0.004170452244579792,0.6829038262367249,0.16184398531913757
uniform,0,3,0.07474089413881302,0.005543392617255449,0.5699073672294617,0.15024779736995697
uniform,0,3,0.08625186234712601,0.007363683078438044,0.5126129388809204,0.14413052797317505
uniform,0,3,0.09953565895557404,0.009773730300366879,0.39176779985427856,0.12841570377349854
uniform,0,3,0.11486529558897018,0.012958434410393238,0.3504025936126709,0.1353224813938141
uniform,0,3,0.13255588710308075,0.017156483605504036,0.3115091621875763,0.13861635327339172
uniform,0,3,0.1529710441827774,0.02267235703766346,0.33227622509002686,0.15616360306739807
uniform,0,3,0.17653034627437592,0.029889527708292007,0.3159639537334442,0.1689378172159195
uniform,0,3,0.20371808111667633,0.03928206115961075,0.3681875467300415,0.1936882883310318
uniform,0,3,0.23509304225444794,0.05142240226268768,0.35779768228530884,0.21509340405464172
uniform,0,3,0.2713001072406769,0.06698070466518402,0.36499497294425964,0.26105889678001404
uniform,0,3,0.3130834996700287,0.08671019226312637,0.37482884526252747,0.2792026400566101
uniform,0,3,0.361301988363266,0.11141348630189896,0.3889525830745697,0.2937409281730652
uniform,0,3,0.4169467091560364,0.14188621938228607,0.40884655714035034,0.34011325240135193
uniform,0,3,0.4811613857746124,0.17884142696857452,0.4437375068664551,0.35555312037467957
uniform,0,3,0.5552658438682556,0.22282467782497406,0.4708893299102783,0.3898872137069702
uniform,0,3,0.6407832503318787,0.2741386294364929,0.4673252999782562,0.4325372874736786
uniform,0,3,0.7394713163375854,0.33279743790626526,0.5071139931678772,0.47312626242637634
uniform,0,3,0.8533585071563721,0.3985244333744049,0.5144621133804321,0.48407962918281555
uniform,0,3,0.9847856760025024,0.4707942008972168,0.5630763173103333,0.5291191339492798
uniform,0,3,1.1364541053771973,0.5489058494567871,0.523601233959198,0.531348705291748
uniform,0,3,1.3114813566207886,0.6320682168006897,0.543769121170044,0.513562023639679
uniform,0,3,1.5134648084640503,0.7194765210151672,0.5074002742767334,0.5027363896369934
uniform,0,3,1.7465559244155884,0.8103709816932678,0.5030904412269592,0.4914056062698364
uniform,0,3,2.0155458450317383,0.9040728211402893,0.4724803864955902,0.4754199981689453
uniform,0,3,2.3259634971618652,1.0,0.45050373673439026,0.4560498595237732
uniform,1,0,0.031644415110349655,0.000999981421045959,2.5038788318634033,0.2900781035423279
uniform,1,0,0.036518022418022156,0.0013310941867530346,2.023193359375,0.28332391381263733
uniform,1,0,0.04214222729206085,0.0017716207075864077,1.6908167600631714,0.2591361105442047
uniform,1,0,0.04863262176513672,0.0023574272636324167,1.3853402137756348,0.2468443065881729
uniform,1,0,0.056122612208127975,0.003136059734970331,1.0605342388153076,0.2143915742635727
uniform,1,0,0.06476614624261856,0.004170452244579792,0.7928124070167542,0.19887012243270874
uniform,1,0,0.07474089413881302,0.005543392617255449,0.6614118814468384,0.17297178506851196
uniform,1,0,0.08625186234712601,0.007363683078438044,0.473577082157135,0.1487945169210434
uniform,1,0,0.09953565895557404,0.009773730300366879,0.3554237484931946,0.11958348751068115
uniform,1,0,0.11486529558897018,0.012958434410393238,0.23330473899841309,0.09699034690856934
uniform,1,0,0.13255588710308075,0.017156483605504036,0.2178131341934204,0.09435508400201797
uniform,1,0,0.1529710441827774,0.02267235703766346,0.1874718815088272,0.08883991837501526
uniform,1,0,0.17653034627437592,0.029889527708292007,0.20577852427959442,0.09812216460704803
uniform,1,0,0.20371808111667633,0.03928206115961075,0.2093936800956726,0.13006356358528137
uniform,1,0,0.23509304225444794,0.05142240226268768,0.22255346179008484,0.14465561509132385
uniform,1,0,0.2713001072406769,0.06698070466518402,0.2521916925907135,0.16746966540813446
uniform,1,0,0.3130834996700287,0.08671019226312637,0.2619210481643677,0.1776934564113617
uniform,1,0,0.361301988363266,0.11141348630189896,0.2709967792034149,0.20713981986045837
uniform,1,0,0.4169467091560364,0.14188621938228607,0.2839847803115845,0.22862543165683746
uniform,1,0,0.4811613857746124,0.17884142696857452,0.30926278233528137,0.25659018754959106
uniform,1,0,0.5552658438682556,0.22282467782497406,0.2881620526313782,0.24875643849372864
uniform,1,0,0.6407832503318787,0.2741386294364929,0.2947065830230713,0.2635357975959778
uniform,1,0,0.7394713163375854,0.33279743790626526,0.29064249992370605,0.27338770031929016
uniform,1,0,0.8533585071563721,0.3985244333744049,0.3027976155281067,0.27027660608291626
uniform,1,0,0.9847856760025024,0.4707942008972168,0.2740999758243561,0.23840007185935974
uniform,1,0,1.1364541053771973,0.5489058494567871,0.25499629974365234,0.233985036611557
uniform,1,0,1.3114813566207886,0.6320682168006897,0.24180792272090912,0.23768304288387299
uniform,1,0,1.5134648084640503,0.7194765210151672,0.2281913459300995,0.223733052611351
uniform,1,0,1.7465559244155884,0.8103709816932678,0.21515513956546783,0.217376247048378
uniform,1,0,2.0155458450317383,0.9040728211402893,0.1976487785577774,0.18835482001304626
uniform,1,0,2.3259634971618652,1.0,0.18510353565216064,0.17471474409103394
uniform,1,1,0.031644415110349655,0.000999981421045959,2.4099600315093994,0.287077397108078
uniform,1,1,0.036518022418022156,0.0013310941867530346,2.1277730464935303,0.26925984025001526
uniform,1,1,0.04214222729206085,0.0017716207075864077,1.5558362007141113,0.25442278385162354
uniform,1,1,0.04863262176513672,0.0023574272636324167,1.3498507738113403,0.22542065382003784
uniform,1,1,0.056122612208127975,0.003136059734970331,1.063766360282898,0.21712131798267365
uniform,1,1,0.06476614624261856,0.004170452244579792,0.8416464924812317,0.1948772519826889
uniform,1,1,0.07474089413881302,0.005543392617255449,0.661913275718689,0.175101637840271
uniform,1,1,0.08625186234712601,0.007363683078438044,0.5195316672325134,0.15375512838363647
uniform,1,1,0.09953565895557404,0.009773730300366879,0.3708455562591553,0.12756521999835968
uniform,1,1,0.11486529558897018,0.012958434410393238,0.32452866435050964,0.12240549921989441
uniform,1,1,0.13255588710308075,0.017156483605504036,0.2809922397136688,0.12089212238788605
uniform,1,1,0.1529710441827774,0.02267235703766346,0.2708766460418701,0.13442401587963104
uniform,1,1,0.17653034627437592,0.029889527708292007,0.27012044191360474,0.14165176451206207
uniform,1,1,0.20371808111667633,0.03928206115961075,0.28577566146850586,0.15964902937412262
uniform,1,1,0.23509304225444794,0.05142240226268768,0.28166595101356506,0.1754305213689804
uniform,1,1,0.2713001072406769,0.06698070466518402,0.3131079375743866,0.2133127897977829
uniform,1,1,0.3130834996700287,0.08671019226312637,0.3117542862892151,0.2218037247657776
uniform,1,1,0.361301988363266,0.11141348630189896,0.3220478296279907,0.2392844259738922
uniform,1,1,0.4169467091560364,0.14188621938228607,0.3126763105392456,0.2597755789756775
uniform,1,1,0.4811613857746124,0.17884142696857452,0.3280182480812073,0.25078535079956055
uniform,1,1,0.5552658438682556,0.22282467782497406,0.3199021518230438,0.2779078185558319
uniform,1,1,0.6407832503318787,0.2741386294364929,0.3406135141849518,0.30381858348846436
uniform,1,1,0.7394713163375854,0.33279743790626526,0.34649333357810974,0.2956279516220093
uniform,1,1,0.8533585071563721,0.3985244333744049,0.3607216477394104,0.32100993394851685
uniform,1,1,0.9847856760025024,0.4707942008972168,0.348405122756958,0.32222190499305725
uniform,1,1,1.1364541053771973,0.5489058494567871,0.3388543725013733,0.33202773332595825
uniform,1,1,1.3114813566207886,0.6320682168006897,0.32116150856018066,0.31949761509895325
uniform,1,1,1.5134648084640503,0.7194765210151672,0.3405836522579193,0.3192724287509918
uniform,1,1,1.7465559244155884,0.8103709816932678,0.3152577579021454,0.31531772017478943
uniform,1,1,2.0155458450317383,0.9040728211402893,0.3211158812046051,0.3097188472747803
uniform,1,1,2.3259634971618652,1.0,0.30858638882637024,0.30824118852615356
uniform,1,2,0.031644415110349655,0.000999981421045959,2.569554090499878,0.28271588683128357
uniform,1,2,0.036518022418022156,0.0013310941867530346,1.9956437349319458,0.2735082805156708
uniform,1,2,0.04214222729206085,0.0017716207075864077,1.6574938297271729,0.25914469361305237
uniform,1,2,0.04863262176513672,0.0023574272636324167,1.3795092105865479,0.2312530130147934
uniform,1,2,0.056122612208127975,0.003136059734970331,1.0719572305679321,0.20335827767848969
uniform,1,2,0.06476614624261856,0.004170452244579792,0.811129093170166,0.19175036251544952
uniform,1,2,0.07474089413881302,0.005543392617255449,0.614500105381012,0.16609767079353333
uniform,1,2,0.08625186234712601,0.007363683078438044,0.4606516361236572,0.13575051724910736
uniform,1,2,0.09953565895557404,0.009773730300366879,0.32784098386764526,0.10572629421949387
uniform,1,2,0.11486529558897018,0.012958434410393238,0.2188347727060318,0.08638594299554825
uniform,1,2,0.13255588710308075,0.017156483605504036,0.15907028317451477,0.06368915736675262
uniform,1,2,0.1529710441827774,0.02267235703766346,0.16105714440345764,0.07318639010190964
uniform,1,2,0.17653034627437592,0.029889527708292007,0.15406779944896698,0.07925018668174744
uniform,1,2,0.20371808111667633,0.03928206115961075,0.18262945115566254,0.10692659765481949
uniform,1,2,0.23509304225444794,0.05142240226268768,0.2130066454410553,0.12968119978904724
uniform,1,2,0.2713001072406769,0.06698070466518402,0.22744889557361603,0.15096595883369446
uniform,1,2,0.3130834996700287,0.08671019226312637,0.24354690313339233,0.16305343806743622
uniform,1,2,0.361301988363266,0.11141348630189896,0.2600429058074951,0.19498786330223083
uniform,1,2,0.4169467091560364,0.14188621938228607,0.2702580988407135,0.21956343948841095
uniform,1,2,0.4811613857746124,0.17884142696857452,0.2750914394855499,0.2362678050994873
uniform,1,2,0.5552658438682556,0.22282467782497406,0.2805498540401459,0.24174125492572784
uniform,1,2,0.6407832503318787,0.2741386294364929,0.2927112281322479,0.2551737427711487
uniform,1,2,0.7394713163375854,0.33279743790626526,0.28575730323791504,0.2551395297050476
uniform,1,2,0.8533585071563721,0.3985244333744049,0.2730088531970978,0.24185006320476532
uniform,1,2,0.9847856760025024,0.4707942008972168,0.26009896397590637,0.2564680874347687
uniform,1,2,1.1364541053771973,0.5489058494567871,0.2548346519470215,0.24849657714366913
uniform,1,2,1.3114813566207886,0.6320682168006897,0.22311197221279144,0.2164221853017807
uniform,1,2,1.5134648084640503,0.7194765210151672,0.2168613225221634,0.2048414647579193
uniform,1,2,1.7465559244155884,0.8103709816932678,0.18373006582260132,0.17812028527259827
uniform,1,2,2.0155458450317383,0.9040728211402893,0.16630347073078156,0.1570778489112854
uniform,1,2,2.3259634971618652,1.0,0.13605743646621704,0.1279345154762268
uniform,1,3,0.031644415110349655,0.000999981421045959,2.5445313453674316,0.3006814420223236
uniform,1,3,0.036518022418022156,0.0013310941867530346,2.1058850288391113,0.2874336540699005
uniform,1,3,0.04214222729206085,0.0017716207075864077,1.776405930519104,0.29112231731414795
uniform,1,3,0.04863262176513672,0.0023574272636324167,1.6986310482025146,0.2891303598880768
uniform,1,3,0.056122612208127975,0.003136059734970331,1.2073832750320435,0.2657262682914734
uniform,1,3,0.06476614624261856,0.004170452244579792,1.1082770824432373,0.26265478134155273
uniform,1,3,0.07474089413881302,0.005543392617255449,0.9780718684196472,0.2578544616699219
uniform,1,3,0.08625186234712601,0.007363683078438044,0.9202308058738708,0.25873973965644836
uniform,1,3,0.09953565895557404,0.009773730300366879,0.8166418671607971,0.2676831781864166
uniform,1,3,0.11486529558897018,0.012958434410393238,0.7246830463409424,0.27986636757850647
uniform,1,3,0.13255588710308075,0.017156483605504036,0.6756589412689209,0.30065691471099854
uniform,1,3,0.1529710441827774,0.02267235703766346,0.6633277535438538,0.3117516040802002
uniform,1,3,0.17653034627437592,0.029889527708292007,0.6230776906013489,0.3331436514854431
uniform,1,3,0.20371808111667633,0.03928206115961075,0.6452562808990479,0.33944272994995117
uniform,1,3,0.23509304225444794,0.05142240226268768,0.5995663404464722,0.3604349195957184
uniform,1,3,0.2713001072406769,0.06698070466518402,0.5730554461479187,0.40987202525138855
uniform,1,3,0.3130834996700287,0.08671019226312637,0.5593688488006592,0.41666293144226074
uniform,1,3,0.361301988363266,0.11141348630189896,0.5530688166618347,0.4176831543445587
uniform,1,3,0.4169467091560364,0.14188621938228607,0.5381300449371338,0.44766220450401306
uniform,1,3,0.4811613857746124,0.17884142696857452,0.5410987138748169,0.4335656464099884
uniform,1,3,0.5552658438682556,0.22282467782497406,0.5406179428100586,0.4476211369037628
uniform,1,3,0.6407832503318787,0.2741386294364929,0.5104125142097473,0.47241705656051636
