correction,inference_time_grid,label,mean_error_sigma,method,n_observations,repeat,runtime_seconds,sample_mean,sample_std,std_ratio,training_time_sampling,variant
gauss,log_sigma,"Langevin + Gaussian, log σ",0.04541885480284691,langevin,5,0,11.230988512048498,1.3893961906433105,0.4668050706386566,1.1434341669082642,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.0561186820268631,langevin,5,0,11.163927969988436,1.3850280046463013,0.4710367023944855,1.1537995338439941,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.5459025502204895,langevin,5,0,11.03804764605593,1.1850745677947998,0.32026052474975586,0.7844748497009277,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.18928849697113037,langevin,5,0,11.005790908937342,1.330661654472351,0.4668239653110504,1.1434804201126099,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.04986487701535225,dpm,5,0,4.848077822942287,1.3875811100006104,0.42276808619499207,1.0355660915374756,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.08471997827291489,dpm,5,0,4.822417753981426,1.3733515739440918,0.42309877276420593,1.0363761186599731,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.07776711881160736,langevin,5,0,11.031423600041308,1.3761900663375854,0.43121862411499023,1.0562655925750732,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.09623215347528458,langevin,5,0,11.569978768005967,1.3686517477035522,0.4261039197444916,1.0437371730804443,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.21308518946170807,langevin,5,0,10.883767242077738,1.4949300289154053,0.4513506293296814,1.1055786609649658,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.0036383438855409622,langevin,5,0,10.805424958001822,1.406453013420105,0.4727497398853302,1.157995581626892,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.32535290718078613,dpm,5,0,4.757027565035969,1.5407631397247314,0.5004199147224426,1.2257734537124634,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.277581125497818,dpm,5,0,4.783818227937445,1.521260380744934,0.4959806203842163,1.2148994207382202,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.2766534388065338,langevin,5,0,11.12975917791482,1.5208816528320312,0.4945002496242523,1.211273193359375,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.2351216971874237,langevin,5,0,11.066571324015968,1.503926396369934,0.5044273734092712,1.235589623451233,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.01337836030870676,langevin,5,0,10.896280046086758,1.4134000539779663,0.4350803792476654,1.0657248497009277,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.1968221366405487,langevin,5,0,10.806591934990138,1.4882906675338745,0.5300763249397278,1.2984164953231812,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.018052708357572556,dpm,10,0,9.019807419041172,1.5303043127059937,0.32669126987457275,1.083512306213379,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.002684974577277899,dpm,10,0,9.127095659030601,1.5365569591522217,0.3370276391506195,1.117794156074524,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.012951216660439968,langevin,10,0,21.035336247994564,1.5396523475646973,0.333117812871933,1.104826807975769,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.05007866770029068,langevin,10,0,20.777078305953182,1.5508466958999634,0.3313131332397461,1.0988413095474243,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.8671388626098633,langevin,10,0,20.88405046693515,1.2742952108383179,0.23815134167671204,0.7898586392402649,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.20389635860919952,langevin,10,0,20.663328084978275,1.4742703437805176,0.34531766176223755,1.1452890634536743,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.38712185621261597,dpm,10,0,9.018454293953255,1.6524690389633179,0.3285900950431824,1.0898100137710571,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.38684508204460144,dpm,10,0,9.09741651196964,1.6523855924606323,0.3219303786754608,1.0677223205566406,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.35652753710746765,langevin,10,0,20.812930112006143,1.6432445049285889,0.3208116292953491,1.064011812210083,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.2880822420120239,langevin,10,0,20.848128909012303,1.6226074695587158,0.32805219292640686,1.0880260467529297,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.3300964832305908,langevin,10,0,20.76500021002721,1.6352752447128296,0.33544519543647766,1.1125458478927612,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.04594425857067108,langevin,10,0,20.836004646029323,1.5496001243591309,0.3593934178352356,1.191973090171814,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",1.2904605865478516,dpm,10,0,9.098399030044675,1.9248359203338623,0.42408132553100586,1.406518578529358,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",1.2240676879882812,dpm,10,0,9.109311548992991,1.9048177003860474,0.42157575488090515,1.3982086181640625,mixture,dpm_gauss_uniform_t
