correction,inference_time_grid,label,mean_error_sigma,method,n_observations,repeat,runtime_seconds,sample_mean,sample_std,std_ratio,training_time_sampling,variant
gauss,log_sigma,"Langevin + Gaussian, log σ",1.311070203781128,langevin,10,0,20.97347115795128,1.9310499429702759,0.42581620812416077,1.412272572517395,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",1.1884422302246094,langevin,10,0,20.894280345062725,1.8940762281417847,0.42595165967941284,1.412721872329712,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.12324195355176926,langevin,10,0,20.84679869003594,1.572906255722046,0.32792943716049194,1.0876189470291138,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.3610873520374298,langevin,10,0,20.852578017977066,1.644619345664978,0.40425798296928406,1.340772032737732,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.9360089302062988,dpm,25,0,21.81745593098458,1.6879222393035889,0.1645774394273758,0.8391835689544678,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.9185793995857239,dpm,25,0,21.90247391106095,1.691340446472168,0.17044495046138763,0.8691021203994751,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.8833842873573303,langevin,25,0,50.450446353061125,1.6982427835464478,0.16929292678833008,0.8632279634475708,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.8171547055244446,langevin,25,0,50.375924795051105,1.7112314701080322,0.16435645520687103,0.8380568027496338,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",1.5444854497909546,langevin,25,0,50.00208556698635,1.5685901641845703,0.14875714480876923,0.7585155963897705,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.3718124330043793,langevin,25,0,50.22805078397505,1.7985702753067017,0.22002440690994263,1.1219087839126587,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",2.3253047466278076,dpm,25,0,21.913085074047558,2.3275184631347656,0.21607254445552826,1.1017581224441528,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",2.2197015285491943,dpm,25,0,22.010824671015143,2.3068079948425293,0.2231130450963974,1.1376577615737915,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",2.3098506927490234,langevin,25,0,50.41447461210191,2.3244876861572266,0.21800312399864197,1.1116021871566772,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",1.9660736322402954,langevin,25,0,50.44248433201574,2.2570674419403076,0.23577114939689636,1.2022017240524292,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.4312942326068878,langevin,25,0,50.298269606078975,1.956072449684143,0.21242520213127136,1.0831602811813354,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.008160392753779888,langevin,25,0,50.241309843957424,1.8698883056640625,0.2340412586927414,1.1933809518814087,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",2.265145778656006,dpm,25,0,22.05636874900665,2.315720319747925,0.25316503643989563,1.2908934354782104,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",2.2311620712280273,dpm,25,0,21.839337007026188,2.3090555667877197,0.24514555931091309,1.2500020265579224,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",2.4491541385650635,langevin,25,0,50.20075009204447,2.3518073558807373,0.2456633299589157,1.2526421546936035,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",2.463069200515747,langevin,25,0,50.251873946981505,2.354536294937134,0.2631002962589264,1.3415535688400269,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.17812754213809967,langevin,25,0,50.064721619011834,1.9064223766326904,0.21599100530147552,1.1013423204421997,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.5551103353500366,langevin,25,0,50.133443414000794,1.9803547859191895,0.25208261609077454,1.2853741645812988,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",2.7942821979522705,dpm,50,0,42.96573310496751,1.4236197471618652,0.10309356451034546,0.7362352609634399,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",2.776416301727295,dpm,50,0,42.97650581598282,1.426121473312378,0.10187719017267227,0.7275485992431641,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",2.741551160812378,langevin,50,0,98.54345516196918,1.4310035705566406,0.10140789300203323,0.7241971492767334,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",2.6909866333007812,langevin,50,0,98.51202857098542,1.4380840063095093,0.10167038440704346,0.7260717153549194,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",2.1062357425689697,langevin,50,0,98.30924813100137,1.5199655294418335,0.10879408568143845,0.7769451141357422,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.44259512424468994,langevin,50,0,98.3534517280059,1.7529218196868896,0.15732134878635406,1.1234991550445557,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",3.337270736694336,dpm,50,0,43.02921400801279,2.2822089195251465,0.14989905059337616,1.0704933404922485,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",3.2853381633758545,dpm,50,0,43.14730327704456,2.2749369144439697,0.15145114064216614,1.0815774202346802,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",3.407562732696533,langevin,50,0,98.88450255303178,2.2920517921447754,0.1524219661951065,1.088510513305664,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",3.117497682571411,langevin,50,0,98.60379024106078,2.251434564590454,0.16190439462661743,1.1562285423278809,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.5690380930900574,langevin,50,0,98.38278596592136,1.8945788145065308,0.15290454030036926,1.0919567346572876,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.03748467192053795,langevin,50,0,98.4824933790369,1.8201464414596558,0.16455666720867157,1.175169587135315,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.22586321830749512,dpm,50,0,42.8344772499986,1.846524715423584,0.14504891633987427,1.0358563661575317,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.3842836618423462,dpm,50,0,43.04987813497428,1.8687080144882202,0.1415976583957672,1.011209487915039,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.4084135890007019,langevin,50,0,98.42512015497778,1.8720868825912476,0.14359019696712494,1.0254390239715576,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",1.1107537746429443,langevin,50,0,98.2435256090248,1.9704341888427734,0.15005996823310852,1.071642518043518,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.13308757543563843,langevin,50,0,97.98157542804256,1.833533525466919,0.14961957931518555,1.0684974193572998,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.7416518330574036,langevin,50,0,97.74167685199063,1.9187495708465576,0.18535445630550385,1.3236955404281616,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.0018867668695747852,dpm,1,1,1.4287233280483633,-0.20675207674503326,0.7507386207580566,1.0617047548294067,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.013565047644078732,dpm,1,1,1.419201130978763,-0.19849428534507751,0.7507987022399902,1.0617897510528564,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.034017544239759445,langevin,1,1,3.3595073350006714,-0.18403218686580658,0.7472406625747681,1.056757926940918,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.030101805925369263,langevin,1,1,3.3082984689390287,-0.1868010312318802,0.7533022165298462,1.0653302669525146,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.0076886387541890144,langevin,1,1,3.187988962046802,-0.21352291107177734,0.6063527464866638,0.8575122952461243,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.00927645806223154,langevin,1,1,3.1847901470027864,-0.21464566886425018,0.7926345467567444,1.1209545135498047,uniform,langevin_fnpe_uniform_t
