correction,label,mean_error_sigma,method,n_observations,repeat,runtime_seconds,sample_mean,sample_std,std_ratio,theta_true,truth_mean,truth_std,variant
gauss,DPM-2 + Gaussian,0.2169528305530548,dpm,50,1,43.598719079978764,0.2625557482242584,0.15255428850650787,1.089455485343933,0.334337055683136,0.29293522180295456,0.14002800840280097,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.19673855602741241,dpm,50,1,43.65424072998576,0.26538631319999695,0.14875775575637817,1.0623427629470825,0.334337055683136,0.29293522180295456,0.14002800840280097,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,1.0906062126159668,dpm,50,1,43.419660627958365,0.1402197927236557,0.060385700315237045,0.43124014139175415,0.334337055683136,0.29293522180295456,0.14002800840280097,dpm_raw
gauss,Langevin + Gaussian,0.17848828434944153,langevin,50,1,99.80901613802416,0.2679418623447418,0.15720528364181519,1.1226701736450195,0.334337055683136,0.29293522180295456,0.14002800840280097,langevin_gauss
uncorrected,Langevin + uncorrected,1.1025478839874268,langevin,50,1,99.6617757800268,0.1385476291179657,0.06118392199277878,0.43694058060646057,0.334337055683136,0.29293522180295456,0.14002800840280097,langevin_raw
fnpe,Langevin + F-NPSE,0.054339196532964706,langevin,50,1,99.98834847001126,0.285326212644577,0.15260955691337585,1.0898501873016357,0.334337055683136,0.29293522180295456,0.14002800840280097,langevin_fnpe
gauss,DPM-2 + Gaussian,0.1471092849969864,dpm,1,2,1.3993141310056672,0.5320523977279663,0.7333130240440369,1.0370612144470215,1.2412772178649902,0.6360743641853333,0.7071067811865476,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.12883339822292328,dpm,1,2,1.489660887978971,0.5449753999710083,0.7390244603157043,1.0451384782791138,1.2412772178649902,0.6360743641853333,0.7071067811865476,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.12754133343696594,dpm,1,2,1.3374782440369017,0.5458890199661255,0.7352150082588196,1.0397510528564453,1.2412772178649902,0.6360743641853333,0.7071067811865476,dpm_raw
gauss,Langevin + Gaussian,0.14100633561611176,langevin,1,2,3.2762774329748936,0.5363678336143494,0.7578103542327881,1.07170569896698,1.2412772178649902,0.6360743641853333,0.7071067811865476,langevin_gauss
uncorrected,Langevin + uncorrected,0.07114438712596893,langevin,1,2,3.15280524501577,0.5857676863670349,0.7034447193145752,0.9948210716247559,1.2412772178649902,0.6360743641853333,0.7071067811865476,langevin_raw
fnpe,Langevin + F-NPSE,0.0660087913274765,langevin,1,2,3.146437903982587,0.5893990993499756,0.7133380174636841,1.0088123083114624,1.2412772178649902,0.6360743641853333,0.7071067811865476,langevin_fnpe
gauss,DPM-2 + Gaussian,0.06279158592224121,dpm,2,2,2.191826246038545,0.8427627086639404,0.612209141254425,1.0603773593902588,1.2412772178649902,0.8790154457092285,0.5773502691896257,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.09909191727638245,dpm,2,2,2.3008879509870894,0.8218047022819519,0.5960086584091187,1.0323172807693481,1.2412772178649902,0.8790154457092285,0.5773502691896257,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.009614167734980583,dpm,2,2,2.1242074770270847,0.8845661878585815,0.595538318157196,1.031502604484558,1.2412772178649902,0.8790154457092285,0.5773502691896257,dpm_raw
gauss,Langevin + Gaussian,0.0682414323091507,langevin,2,2,5.151080687996,0.8396162390708923,0.6099169850349426,1.0564072132110596,1.2412772178649902,0.8790154457092285,0.5773502691896257,langevin_gauss
uncorrected,Langevin + uncorrected,0.0640721544623375,langevin,2,2,4.990485315967817,0.8420233726501465,0.5207558274269104,0.9019755721092224,1.2412772178649902,0.8790154457092285,0.5773502691896257,langevin_raw
fnpe,Langevin + F-NPSE,0.022302977740764618,langevin,2,2,5.006459527008701,0.8661388158798218,0.5926503539085388,1.0265005826950073,1.2412772178649902,0.8790154457092285,0.5773502691896257,langevin_fnpe
gauss,DPM-2 + Gaussian,0.2046986073255539,dpm,5,2,4.736345272976905,1.0143394470214844,0.4929165542125702,1.207394003868103,1.2412772178649902,0.9307715892791748,0.408248290463863,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.21935096383094788,dpm,5,2,4.8658339329995215,1.020321249961853,0.48753830790519714,1.1942200660705566,1.2412772178649902,0.9307715892791748,0.408248290463863,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.15262998640537262,dpm,5,2,4.7025161309866235,0.9930825233459473,0.34128713607788086,0.8359792828559875,1.2412772178649902,0.9307715892791748,0.408248290463863,dpm_raw
gauss,Langevin + Gaussian,0.2394009828567505,langevin,5,2,11.020696019986644,1.0285066366195679,0.4904746413230896,1.201412558555603,1.2412772178649902,0.9307715892791748,0.408248290463863,langevin_gauss
uncorrected,Langevin + uncorrected,0.339402437210083,langevin,5,2,10.888347828993574,0.79221111536026,0.28801149129867554,0.7054811716079712,1.2412772178649902,0.9307715892791748,0.408248290463863,langevin_raw
fnpe,Langevin + F-NPSE,0.003244287334382534,langevin,5,2,10.911169092985801,0.9294471144676208,0.43763771653175354,1.0719890594482422,1.2412772178649902,0.9307715892791748,0.408248290463863,langevin_fnpe
gauss,DPM-2 + Gaussian,0.7021461129188538,dpm,10,2,9.158850330975838,1.1860023736953735,0.4236062169075012,1.4049428701400757,1.2412772178649902,0.974297350103205,0.30151134457776363,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.765378475189209,dpm,10,2,9.242056338989642,1.2050676345825195,0.4205991327762604,1.3949694633483887,1.2412772178649902,0.974297350103205,0.30151134457776363,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.1780601441860199,dpm,10,2,9.08736072195461,0.9206101894378662,0.19750261306762695,0.6550420522689819,1.2412772178649902,0.974297350103205,0.30151134457776363,dpm_raw
gauss,Langevin + Gaussian,0.7591481804847717,langevin,10,2,21.12256664899178,1.2031891345977783,0.4277065396308899,1.4185421466827393,1.2412772178649902,0.974297350103205,0.30151134457776363,langevin_gauss
uncorrected,Langevin + uncorrected,0.9293987154960632,langevin,10,2,21.002507165947463,0.6940730810165405,0.16651387512683868,0.5522640347480774,1.2412772178649902,0.974297350103205,0.30151134457776363,langevin_raw
fnpe,Langevin + F-NPSE,0.0005118096596561372,langevin,10,2,20.85507421300281,0.9744516611099243,0.32881495356559753,1.0905557870864868,1.2412772178649902,0.974297350103205,0.30151134457776363,langevin_fnpe
gauss,DPM-2 + Gaussian,1.4813693761825562,dpm,25,2,22.239453836984467,1.5485224723815918,0.25870591402053833,1.3191465139389038,1.2412772178649902,1.2580020611102765,0.19611613513818404,dpm_gauss
gauss_full,DPM-2 + full Gaussian,1.4778960943222046,dpm,25,2,22.31861211801879,1.5478413105010986,0.2565397024154663,1.308100938796997,1.2412772178649902,1.2580020611102765,0.19611613513818404,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,1.7961188554763794,dpm,25,2,22.099399187020026,0.9057541489601135,0.087807796895504,0.44773367047309875,1.2412772178649902,1.2580020611102765,0.19611613513818404,dpm_raw
gauss,Langevin + Gaussian,1.6304373741149902,langevin,25,2,51.16872949304525,1.5777571201324463,0.25789156556129456,1.3149940967559814,1.2412772178649902,1.2580020611102765,0.19611613513818404,langevin_gauss
uncorrected,Langevin + uncorrected,2.4551708698272705,langevin,25,2,50.8277956279926,0.7765034437179565,0.09508350491523743,0.48483264446258545,1.2412772178649902,1.2580020611102765,0.19611613513818404,langevin_raw
fnpe,Langevin + F-NPSE,0.11232347786426544,langevin,25,2,51.185570820991416,1.2800304889678955,0.21490560472011566,1.0958079099655151,1.2412772178649902,1.2580020611102765,0.19611613513818404,langevin_fnpe
gauss,DPM-2 + Gaussian,0.000533780490513891,dpm,50,2,43.65060331998393,1.2446151971817017,0.14300157129764557,1.021235466003418,1.2412772178649902,1.2445404202330346,0.14002800840280097,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.037680476903915405,dpm,50,2,43.72841745900223,1.2392641305923462,0.14332391321659088,1.0235373973846436,1.2412772178649902,1.2445404202330346,0.14002800840280097,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,3.6465704441070557,dpm,50,2,43.32061421999242,0.7339184284210205,0.059275250881910324,0.42330995202064514,1.2412772178649902,1.2445404202330346,0.14002800840280097,dpm_raw
gauss,Langevin + Gaussian,0.11850863695144653,langevin,50,2,99.89590866601793,1.2611349821090698,0.14463739097118378,1.0329174995422363,1.2412772178649902,1.2445404202330346,0.14002800840280097,langevin_gauss
uncorrected,Langevin + uncorrected,3.781059741973877,langevin,50,2,99.38643477397272,0.7150861620903015,0.06292933970689774,0.44940534234046936,1.2412772178649902,1.2445404202330346,0.14002800840280097,langevin_raw
fnpe,Langevin + F-NPSE,0.018121294677257538,langevin,50,2,99.68662806501379,1.2470779418945312,0.15108756721019745,1.0789810419082642,1.2412772178649902,1.2445404202330346,0.14002800840280097,langevin_fnpe
