training_scheme,variant,variant_label,family,timesteps,model_seed,observation,repeat,runtime_s,runtime_per_sample_ms,mean_error,covariance_error,posterior_error
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,1,0,0.0165646619861945,0.0220862159815927,0.4247985184192657,0.1274700164794922,1.701857328414917
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,1,1,0.0161741420160979,0.0215655226881305,0.4245714843273163,0.1407216340303421,1.718217134475708
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,1,0,0.0312646050006151,0.0416861400008201,0.3755757510662079,0.1824135929346084,1.4246772527694702
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,1,1,0.0316320079728029,0.0421760106304039,0.3620714247226715,0.1565838307142257,1.317516565322876
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,1,0,0.0631527010118588,0.0842036013491451,0.3197572827339172,0.2570957839488983,1.1885768175125122
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,1,1,0.0626130679738707,0.0834840906318277,0.3420629203319549,0.2212563604116439,1.2756285667419434
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,1,0,0.156243022007402,0.2083240293432027,0.3368558287620544,0.2347804754972458,1.259464144706726
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,1,1,0.1533208669861778,0.2044278226482371,0.3409660160541534,0.2360136806964874,1.2843070030212402
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,1,0,0.1136259909835644,0.1515013213114192,0.1789146214723587,0.2742152512073517,0.5493655204772949
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,1,1,0.1218099989928305,0.1624133319904407,0.1698511242866516,0.2365592271089553,0.4876596927642822
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,1,0,0.164536839001812,0.219382452002416,0.2134595662355423,0.2274859100580215,0.6157284379005432
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,1,1,0.1589068849571049,0.2118758466094732,0.2150581032037735,0.2473151087760925,0.6436991095542908
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,1,0,0.2490029860055074,0.3320039813406765,0.1526403725147247,0.2049784660339355,0.3873021602630615
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,1,1,0.2439005000051111,0.3252006666734814,0.1462111622095108,0.2012822926044464,0.3637092113494873
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,1,0,0.522817584045697,0.6970901120609293,0.0937311798334121,0.1087432354688644,0.1588740348815918
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,1,1,0.5194440410123207,0.6925920546830943,0.098330058157444,0.112746961414814,0.1455087661743164
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,1,0,0.0154660010011866,0.0206213346682488,0.2072542756795883,0.1292784810066223,4.41148567199707
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,1,1,0.0155223140027374,0.0206964186703165,0.2071263045072555,0.1271708011627197,3.956806182861328
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,1,0,0.0292415499570779,0.0389887332761039,0.1487569957971573,0.1476078480482101,6.987961292266846
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,1,1,0.0308407429838553,0.0411209906451404,0.1465247720479965,0.1511654555797577,7.423357963562012
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,1,0,0.0613082879572175,0.0817443839429567,0.122289128601551,0.1516357958316803,7.780750274658203
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,1,1,0.0607793779927305,0.0810391706569741,0.1255827695131302,0.1551442891359329,8.358254432678223
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,1,0,0.1548457960016094,0.2064610613354792,0.1141056343913078,0.1616923809051513,9.606029510498049
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,1,1,0.1589169600047171,0.2118892800062894,0.1143299862742424,0.1613255888223648,9.331008911132812
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,1,0,0.0157793120015412,0.0210390826687216,0.2926194071769714,0.9491053223609924,3.7304511070251465
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,1,1,0.0144978199969045,0.0193304266625394,0.2609400153160095,0.9095706343650818,3.669938087463379
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,1,0,0.0316117060137912,0.0421489413517216,0.1972736865282058,0.5048901438713074,1.4564799070358276
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,1,1,0.0309508690261282,0.0412678253681709,0.1951919347047805,0.5498685836791992,1.4467179775238037
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,1,0,0.0644438510062173,0.0859251346749564,0.1308143436908722,0.3712906539440155,0.7473269104957581
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,1,1,0.0646160619799047,0.0861547493065397,0.137326955795288,0.306440532207489,0.6816553473472595
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,1,0,0.1561858659842983,0.2082478213123977,0.1354041099548339,0.2763866484165191,0.4709192514419555
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,1,1,0.1656097680097445,0.2208130240129927,0.1324066966772079,0.2585398554801941,0.4433962106704712
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,1,0,0.0165434050140902,0.0220578733521203,0.2887983322143554,1.359343647956848,4.435823917388916
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,1,1,0.0165411939960904,0.0220549253281205,0.3209422528743744,1.4017127752304075,4.379246711730957
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,1,0,0.0318089270149357,0.042411902686581,0.160415917634964,0.4908055067062378,0.9430331587791444
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,1,1,0.0342052530031651,0.0456070040042201,0.1738111227750778,0.5536801815032959,1.0166842937469482
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,1,0,0.0622649239958263,0.0830198986611018,0.1346129924058914,0.2903977632522583,0.4677103757858276
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,1,1,0.0636207580100745,0.084827677346766,0.1163053661584854,0.2952901721000671,0.4269574880599975
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,1,0,0.1591366680222563,0.2121822240296751,0.1225825399160385,0.1722184270620346,0.2753844857215881
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,1,1,0.1639734089840203,0.2186312119786938,0.1226014792919159,0.1902120560407638,0.2880552411079407
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,2,0,0.0138081359909847,0.0184108479879796,0.3301090896129608,0.1367127150297165,0.3363203406333923
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,2,1,0.0144254940096288,0.0192339920128385,0.3233439922332763,0.1326991021633148,0.3086721301078796
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,2,0,0.0294570120167918,0.0392760160223891,0.2254309058189392,0.3213310241699219,0.4660751819610595
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,2,1,0.0284474979853257,0.0379299973137676,0.2784412801265716,0.2528401017189026,0.4045096635818481
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,2,0,0.0603706039837561,0.0804941386450082,0.2778097987174988,0.2800804674625397,0.5012564063072205
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,2,1,0.0595205099671147,0.079360679956153,0.3045843839645386,0.2683600783348083,0.4703379869461059
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,2,0,0.1496645250008441,0.1995527000011255,0.2619098424911499,0.2371135801076889,0.3570064306259155
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,2,1,0.1520189630100503,0.2026919506800671,0.2981674373149872,0.2303675711154937,0.389630913734436
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,2,0,0.0158902350231073,0.0211869800308098,0.3112554848194122,0.1336813122034073,0.3245604038238525
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,2,1,0.0156405080342665,0.0208540107123553,0.3047992587089538,0.1313438713550567,0.337069034576416
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,2,0,0.0300442990264855,0.0400590653686473,0.2057792693376541,0.2663055658340454,0.2836675643920898
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,2,1,0.0307895930018275,0.0410527906691034,0.256872296333313,0.2047237753868103,0.2713457345962524
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,2,0,0.0617759550223127,0.0823679400297502,0.2578954994678497,0.229568675160408,0.321323812007904
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,2,1,0.0613762389984913,0.0818349853313217,0.2845263183116913,0.2184711396694183,0.3183467984199524
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,2,0,0.1552080879919231,0.2069441173225641,0.2505467236042022,0.2051682025194168,0.2724083065986633
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,2,1,0.155852081021294,0.2078027746950586,0.2860981523990631,0.1988943964242935,0.3062145709991455
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,2,0,0.0167580849956721,0.0223441133275628,0.3103825151920318,0.0953766480088234,0.2666620016098022
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,2,1,0.0155431739985942,0.0207242319981257,0.3045723438262939,0.0934475064277648,0.2541053891181946
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,2,0,0.029745184991043,0.039660246654724,0.2112328857183456,0.2537952959537506,0.2988669872283935
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,2,1,0.0323218320263549,0.0430957760351399,0.2614622712135315,0.1934186369180679,0.2696374058723449
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,2,0,0.0611428810516372,0.0815238414021829,0.261798620223999,0.2266487777233123,0.347696840763092
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,2,1,0.0611009479616768,0.0814679306155691,0.2877753376960754,0.2158150672912597,0.3357284069061279
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,2,0,0.1545939670177176,0.2061252893569568,0.2521794438362121,0.2045779377222061,0.2809640765190124
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,2,1,0.1579687130288221,0.2106249507050961,0.2875052392482757,0.1983837485313415,0.3144906759262085
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,2,0,0.1117400730145163,0.1489867640193551,0.2148504108190536,0.2432265430688858,0.2829054594039917
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,2,1,0.1062788030249066,0.1417050706998755,0.2638438045978546,0.2157049924135208,0.28741455078125
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,2,0,0.1506386059918441,0.2008514746557921,0.153487890958786,0.2854803800582886,0.2643717527389526
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,2,1,0.1521692649694159,0.2028923532925546,0.2264321744441986,0.2193665355443954,0.2459002137184143
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,2,0,0.2474819719791412,0.329975962638855,0.1884217113256454,0.2141898572444915,0.2110178470611572
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,2,1,0.2410422709654085,0.3213896946205447,0.1813411563634872,0.1855666637420654,0.1796002388000488
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,2,0,0.5236618180060759,0.6982157573414346,0.122406356036663,0.1172470971941948,0.0975890159606933
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,2,1,0.5301143400138244,0.7068191200184325,0.1699901968240738,0.1099463105201721,0.1264330148696899
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,2,0,0.0154057469917461,0.0205409959889948,0.2618244588375091,0.135407954454422,15.116288185119627
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,2,1,0.0155035670031793,0.0206714226709057,0.2587068974971771,0.136260911822319,16.272802352905273
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,2,0,0.0305132979992777,0.0406843973323702,0.1858161836862564,0.1373828500509262,17.82383155822754
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,2,1,0.030787652998697,0.0410502039982626,0.2064346224069595,0.1453885734081268,21.935274124145508
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,2,0,0.0629885360249318,0.083984714699909,0.1883080899715423,0.1526396572589874,18.99168968200684
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,2,1,0.0630958559922874,0.0841278079897165,0.1984087377786636,0.1529164165258407,20.91757202148437
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,2,0,0.1584158570040017,0.2112211426720023,0.1722555309534073,0.1615195572376251,27.87977409362793
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,2,1,0.156574519991409,0.208766026655212,0.1849923580884933,0.1620713025331497,26.943981170654297
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,2,0,0.0159084560000337,0.0212112746667116,0.2599445879459381,1.019252061843872,3.390860319137573
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,2,1,0.0149257890298031,0.0199010520397375,0.3738605678081512,0.9360391497612,3.26652193069458
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,2,0,0.0336037739762105,0.0448050319682806,0.1858302950859069,0.5515270233154297,1.1721158027648926
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,2,1,0.0309814090142026,0.0413085453522702,0.2328349351882934,0.4718017876148224,1.1919317245483398
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,2,0,0.0641144880210049,0.0854859840280066,0.1870498210191726,0.3971025645732879,0.6552083492279053
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,2,1,0.0648362489882856,0.0864483319843808,0.2096411883831024,0.3625233769416809,0.6481341123580933
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,2,0,0.1596561400219798,0.2128748533626397,0.1477218866348266,0.2445023506879806,0.2854989171028137
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,2,1,0.1588507890119217,0.2118010520158956,0.216364100575447,0.2085056006908416,0.2632866501808166
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,2,0,0.014625022013206,0.0195000293509413,0.2626626491546631,1.759905219078064,4.586301326751709
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,2,1,0.0158503269776701,0.0211337693035602,0.3284119367599487,1.5333091020584106,4.31593132019043
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,2,0,0.0328888069489039,0.0438517425985386,0.1510387808084488,0.540097177028656,0.750451385974884
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,2,1,0.0311117529636248,0.0414823372848331,0.2228467017412185,0.5150675177574158,0.7478195428848267
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,2,0,0.0651915210182778,0.0869220280243704,0.1777989119291305,0.2994397580623626,0.3239014148712158
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,2,1,0.0644053119467571,0.0858737492623428,0.1587634831666946,0.2908295691013336,0.311337947845459
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,2,0,0.1610900700325146,0.2147867600433528,0.1454043090343475,0.1971821188926696,0.1702079176902771
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,2,1,0.1600070970016531,0.2133427960022042,0.1999306827783584,0.1833959817886352,0.1947423815727234
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,3,0,0.014057683001738,0.0187435773356507,1.3494311571121216,0.1922714710235595,4.0138092041015625
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,1,3,1,0.0153774689533747,0.020503291937833,1.3314701318740845,0.2080932855606079,3.784624576568604
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,3,0,0.029090225987602,0.0387869679834693,1.1955630779266355,0.3103498518466949,3.169846534729004
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,1,3,1,0.0301653820206411,0.0402205093608548,1.2266916036605835,0.2784353792667389,3.3428776264190674
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,3,0,0.0600757659994997,0.0801010213326662,1.255879521369934,0.3388823568820953,3.407783269882202
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,1,3,1,0.0609959820285439,0.0813279760380586,1.2186521291732788,0.3440528810024261,3.344651460647583
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,3,0,0.1537232900154777,0.2049643866873035,1.1614621877670288,0.3124695718288421,3.023894786834717
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,1,3,1,0.1527669160277582,0.2036892213703443,1.198060393333435,0.3339861631393432,3.1061832904815674
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,3,0,0.0153869880014099,0.0205159840018798,1.2862392663955688,0.187086209654808,3.4506070613861084
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,1,3,1,0.01491917995736,0.0198922399431467,1.268452525138855,0.2081181108951568,3.2774696350097656
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,3,0,0.0300347969750873,0.0400463959667831,1.1124078035354614,0.2585815489292145,2.587825298309326
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,1,3,1,0.0319040389731526,0.0425387186308701,1.1413180828094482,0.2281618267297744,2.7455086708068848
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,3,0,0.0616558849578723,0.0822078466104964,1.1819175481796265,0.287567675113678,2.909329891204834
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,1,3,1,0.0615610030363313,0.0820813373817751,1.1457513570785522,0.2899936139583587,2.8257369995117188
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,3,0,0.15692969301017,0.2092395906802266,1.115082621574402,0.2759201824665069,2.7140603065490723
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,1,3,1,0.161163981014397,0.214885308019196,1.1503260135650637,0.297433078289032,2.800997018814087
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,3,0,0.0145543569815345,0.0194058093087126,1.2980817556381226,0.1610647290945053,3.68164587020874
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,1,3,1,0.015778606000822,0.0210381413344293,1.2808127403259275,0.176309123635292,3.4760937690734863
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,3,0,0.0316258269594982,0.0421677692793309,1.130376935005188,0.2478616535663604,2.7493433952331543
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,1,3,1,0.0308355080196633,0.0411140106928845,1.1589549779891968,0.2189597487449646,2.9120137691497803
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,3,0,0.0617205949965864,0.0822941266621152,1.1932737827301023,0.2837825715541839,3.008598566055298
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,1,3,1,0.062286511005368,0.0830486813404907,1.1575767993927002,0.2863625288009643,2.9319162368774414
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,3,0,0.1573027859558351,0.2097370479411135,1.120768904685974,0.2752978503704071,2.7620859146118164
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,1,3,1,0.1584246219717897,0.2112328292957196,1.1560173034667969,0.2962985634803772,2.846220016479492
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,3,0,0.1091191660379991,0.1454922213839987,0.841221809387207,0.3213036060333252,1.67003071308136
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,1,3,1,0.1071397560299374,0.1428530080399165,0.8915613293647766,0.3009413182735443,1.8004151582717896
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,3,0,0.1544257350033149,0.2059009800044199,0.90889710187912,0.2950970232486725,1.7985992431640625
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,1,3,1,0.1552026849822141,0.2069369133096188,0.9229572415351868,0.2620067894458771,1.917949914932251
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,3,0,0.2483402990037575,0.3311203986716767,0.8345746994018555,0.285063624382019,1.5365947484970093
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,1,3,1,0.253078834968619,0.3374384466248254,0.8247078061103821,0.2374127507209777,1.5182013511657717
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,3,0,0.5341895270394161,0.7122527027192215,0.6465001702308655,0.1330002099275589,0.9479774832725524
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,1,3,1,0.5311493829940446,0.7081991773253927,0.6317899227142334,0.1462875306606292,0.9141144156455994
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,3,0,0.0156029149657115,0.0208038866209487,1.136884331703186,0.1260178685188293,7.358107566833496
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,1,3,1,0.0156981129548512,0.0209308172731349,1.1287972927093506,0.1219118610024452,7.277770042419434
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,3,0,0.0318088549538515,0.0424118066051354,0.9073243737220764,0.1418849378824234,7.811292171478271
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,1,3,1,0.0314458099892362,0.041927746652315,0.9178284406661988,0.1455716639757156,8.278064727783203
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,3,0,0.0624711039708927,0.0832948052945236,0.8368608355522156,0.1509836018085479,8.806727409362793
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,1,3,1,0.0625050150556489,0.0833400200741986,0.8251875638961792,0.1519147157669067,8.432136535644531
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,3,0,0.1551589450100436,0.2068785933467249,0.7445530295372009,0.1613529771566391,9.6635103225708
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,1,3,1,0.1586716190213337,0.2115621586951116,0.7553596496582031,0.1589389741420745,10.090829849243164
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,3,0,0.0157788299839012,0.0210384399785349,1.166058897972107,1.061510682106018,5.432697772979736
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,1,3,1,0.0156974620185792,0.0209299493581056,1.21724534034729,1.0581810474395752,5.623053550720215
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,3,0,0.0308966810116544,0.0411955746822059,0.9575141072273254,0.5556125640869141,2.754082679748535
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,1,3,1,0.0328678959631361,0.0438238612841814,0.96156907081604,0.5635572671890259,2.9391064643859863
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,3,0,0.0637829810148105,0.085043974686414,0.8605625629425049,0.4712544977664947,2.0791127681732178
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,1,3,1,0.0635515690082684,0.0847354253443578,0.8697590231895447,0.4036500155925751,2.0549473762512207
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,3,0,0.1566727029858157,0.2088969373144209,0.8065400719642639,0.299651950597763,1.630654215812683
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,1,3,1,0.159065444022417,0.2120872586965561,0.7988325357437134,0.2632265090942383,1.570081114768982
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,3,0,0.0158588510239496,0.0211451346985995,1.1763209104537964,1.7368687391281128,6.85275411605835
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,1,3,1,0.0163773790118284,0.0218365053491046,1.2230868339538574,1.97019636631012,7.536314010620117
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,3,0,0.0324122169986367,0.0432162893315156,0.9258694052696228,0.5789569616317749,2.354201555252075
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,1,3,1,0.0330415189964696,0.0440553586619595,0.9154127240180968,0.5908961296081543,2.516587734222412
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,3,0,0.0640441729919985,0.0853922306559979,0.781550943851471,0.4147942364215851,1.6017351150512695
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,1,3,1,0.0649322880199179,0.0865763840265572,0.7760860919952393,0.3378064632415771,1.519355535507202
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,3,0,0.1585484379902482,0.2113979173203309,0.7603275775909424,0.2300007492303848,1.3489089012145996
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,1,3,1,0.1564435110194608,0.2085913480259478,0.7547275424003601,0.2344116270542144,1.325481653213501
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,0,0,0.0148298040148802,0.0197730720198402,0.2549810111522674,0.147111713886261,0.5829814076423645
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,5,2,0,1,0.0138900860329158,0.0185201147105544,0.2562085390090942,0.1590907573699951,0.5659459233283997
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,2,0,0,0.0308553979848511,0.0411405306464682,0.2606732845306396,0.2497417479753494,0.764836311340332
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,10,2,0,1,0.0296186169725842,0.039491489296779,0.2421089261770248,0.2459923923015594,0.6389013528823853
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,0,0,0.0625000590225681,0.0833334120300908,0.2562395632266998,0.2594977617263794,0.6445589065551758
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,20,2,0,1,0.0622630369616672,0.0830173826155563,0.2248173058032989,0.2712053954601288,0.6709858775138855
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,2,0,0,0.1532218239735812,0.2042957652981082,0.2576084733009338,0.321322500705719,0.6724570989608765
uniform,legacy_time_dpm,Legacy time-space DPM-1,DPM predictor,50,2,0,1,0.1487743839970789,0.1983658453294386,0.2138043642044067,0.2518432438373565,0.5333030223846436
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,0,0,0.0150133770075626,0.0200178360100835,0.2127538174390792,0.1385828256607055,0.400766372680664
