training_scheme,variant,variant_label,family,timesteps,model_seed,observation,repeat,runtime_s,runtime_per_sample_ms,mean_error,covariance_error,posterior_error
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,0,2,0,0.251104975992348,0.334806634656464,0.1678964495658874,0.1881735473871231,0.1785656213760376
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,0,2,1,0.2488526829984039,0.3318035773312052,0.1583652794361114,0.1579335927963256,0.1481978297233581
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,0,2,0,0.5270750900381245,0.7027667867174993,0.0962136462330818,0.0919193997979164,0.0625468492507934
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,0,2,1,0.5267103060032241,0.7022804080042988,0.1402355432510376,0.0820105001330375,0.0787992477416992
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,0,2,0,0.0150944909546524,0.0201259879395365,0.2209376245737075,0.1365474909543991,12.26232624053955
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,5,0,2,1,0.0137002149713225,0.0182669532950967,0.2177140116691589,0.1372580677270889,13.412115097045898
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,0,2,0,0.0303802679991349,0.0405070239988466,0.1468929350376129,0.1398803740739822,11.109726905822754
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,10,0,2,1,0.0295170039753429,0.0393560053004572,0.1648519188165664,0.1472983211278915,12.450165748596191
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,0,2,0,0.0598094149609096,0.0797458866145461,0.1475159525871276,0.1555334776639938,12.040419578552246
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,20,0,2,1,0.0602073479676619,0.0802764639568825,0.1563248038291931,0.1556406170129776,13.22712516784668
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,0,2,0,0.1546034999773837,0.206137999969845,0.129702091217041,0.1644335240125656,16.166461944580078
uniform,legacy_drift_euler,Legacy drift-only Euler,Euler update,50,0,2,1,0.162726825044956,0.2169691000599414,0.1398974061012268,0.1652227491140365,16.34701156616211
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,0,2,0,0.014384564012289,0.019179418683052,0.243356317281723,0.9908719062805176,3.330813407897949
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,0,2,1,0.0151561489910818,0.0202081986547758,0.3531274497509002,0.9114692807197572,3.220290184020996
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,0,2,0,0.0297301370301283,0.0396401827068378,0.161683514714241,0.5199328660964966,1.137807846069336
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,0,2,1,0.0298346939962357,0.0397795919949809,0.2061438560485839,0.4430789351463318,1.166217565536499
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,0,2,0,0.0602688579820096,0.0803584773093462,0.162090316414833,0.366858571767807,0.6266025900840759
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,0,2,1,0.062215908023063,0.0829545440307508,0.1818383485078811,0.3317718505859375,0.6123442649841309
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,0,2,0,0.1723979079979472,0.2298638773305962,0.1199282109737396,0.2168568819761276,0.2525712251663208
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,0,2,1,0.1650845989934168,0.2201127986578891,0.1856271028518676,0.1855156868696212,0.2322496771812439
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,0,2,0,0.0157988650025799,0.0210651533367733,0.2630928456783294,1.6805464029312134,4.300743579864502
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,0,2,1,0.0143110479693859,0.0190813972925146,0.321298211812973,1.463823914527893,4.054673194885254
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,0,2,0,0.030674994981382,0.0408999933085093,0.1338411420583725,0.4911575019359588,0.6918324828147888
