training_scheme,variant,variant_label,family,timesteps,runtime_s_median,mean_error_median,mean_error_lo,mean_error_hi,covariance_error_median,covariance_error_lo,covariance_error_hi,posterior_width_ratio_median,posterior_width_ratio_lo,posterior_width_ratio_hi,sliced_wasserstein_median,sliced_wasserstein_lo,sliced_wasserstein_hi,theta_map_squared_error_median,theta_map_squared_error_lo,theta_map_squared_error_hi,observation_map_squared_error_median,observation_map_squared_error_lo,observation_map_squared_error_hi
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0.16045800101710483,0.20130356401205063,0.10644901916384697,0.2982751548290253,0.2212737649679184,0.16876906305551528,0.2827481895685196,1.4187027215957642,1.1352473020553588,1.6227770447731018,0.16440870612859726,0.11286549642682076,0.22147627025842667,14.480864774435759,0.01418746579438448,2574.268701171875,1.3618487119674683,0.01806183010339737,70.44393997192383
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,10,0.23140437895199284,0.15416374802589417,0.10652810856699943,0.28570753037929536,0.17425234615802765,0.1116130366921425,0.28090506792068476,1.3245494961738586,1.0948693037033081,1.4693784236907959,0.1301078498363495,0.10488510727882386,0.19999291449785234,16.078127026557922,0.006335314828902485,2583.2633544921873,0.7840311974287033,0.014735675603151326,70.78315124511718
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0.3730348200770095,0.1330752670764923,0.042082929611206056,0.25713167786598207,0.1723703294992447,0.14236740320920943,0.36119276881217954,1.346925139427185,1.1229237914085388,1.4508177042007446,0.12992198765277863,0.08239924609661102,0.1820044994354248,14.595340376719832,0.001289855130016804,2591.153515625,0.4905172847211361,0.00093896251055412,69.56338653564453
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,50,0.7940522889839485,0.1414334774017334,0.04444891661405564,0.2771920263767242,0.15751031786203384,0.1247048944234848,0.30647502839565277,1.2590550184249878,1.1292061924934387,1.3931745767593384,0.12118460237979889,0.07983644530177117,0.1958214372396469,13.084201574325562,0.009497342724353076,2573.7266357421877,0.4210724402219057,0.009440843854099512,70.6500633239746
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,100,1.4851384725188836,0.1247037872672081,0.020469370484352115,0.31789547502994536,0.12552008032798767,0.07970490604639054,0.2503416627645493,1.2023085951805115,1.088490891456604,1.3196450352668763,0.09926240518689156,0.06474273130297661,0.22374181002378463,12.288274265825748,0.010774023365229368,2577.5196533203125,0.3981579774990678,0.009827306400984526,70.64513626098633
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,0.02358447597362101,0.3465573936700821,0.08489498123526575,0.4567909330129623,0.8553586900234222,0.705715125799179,1.2322042942047118,2.178572356700897,1.5877325177192687,2.563786339759827,0.372724249958992,0.3282217472791672,0.43100265264511106,14.55039570108056,0.015324539877474314,2595.4088623046873,1.6377026736736298,0.015917258523404604,71.4120491027832
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,0.047056798939593136,0.19513246417045593,0.08902402222156525,0.3067878246307373,0.34782886505126953,0.29079714715480803,0.531344348192215,1.5702947974205017,1.2552504301071168,1.8169339776039124,0.19140075147151947,0.15516523867845536,0.2573287010192871,15.169998250901699,0.01927012968808413,2582.897802734375,0.6516973190009594,0.024366027861833575,70.92081909179687
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,0.09419776947470382,0.15998546034097672,0.06264247409999371,0.30889740884304046,0.205905482172966,0.17247312963008882,0.38991129994392393,1.415743350982666,1.1318244099617005,1.5400075793266297,0.14571311324834824,0.10137950852513314,0.21535380631685258,15.256416700780392,0.011115004774183037,2583.017431640625,0.5983120761811733,0.006544450018554927,69.1779541015625
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,0.23603303148411214,0.1315217725932598,0.08332765623927116,0.27792700529098513,0.17288804799318314,0.13178762048482895,0.353200027346611,1.3009727597236633,1.1409698605537415,1.4231029987335204,0.1263907477259636,0.09093418344855309,0.18755093216896057,15.762099292129278,0.00412379673216492,2572.069921875,0.6101040430366993,0.008657922130078077,70.0960464477539
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,100,0.4745161954779178,0.13952459022402763,0.06620699539780617,0.26616568863391876,0.15346063673496246,0.11990247666835785,0.2834764689207077,1.2488399147987366,1.0941072821617126,1.412652564048767,0.1222970075905323,0.0886243686079979,0.1825836643576622,14.434498954564333,0.005893419589847328,2570.1729248046877,0.6176254041492939,0.005437080888077618,70.65492935180664
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,0.023790040519088507,0.3180021047592163,0.1290056064724922,0.41415167748928067,0.6981181800365448,0.6401756465435028,0.8638906180858612,2.0605756640434265,1.4944811105728149,2.573253607749939,0.36137887835502625,0.30675416588783266,0.4241905897855759,14.10462299734354,0.024926582537591467,2594.4554443359375,1.8200902342796326,0.024046257976442584,69.40031433105469
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,0.0496015505050309,0.20049526542425156,0.13152868747711183,0.3505077868700027,0.3795762360095978,0.2652846097946167,0.5245896607637405,1.6716408729553223,1.230732762813568,1.9802068829536439,0.23384056240320206,0.18226974457502365,0.2954769104719162,15.606847368180752,0.007205087319016457,2591.133154296875,0.7660936787724495,0.006211478356271983,69.8116355895996
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,0.09601945255417377,0.17784105986356735,0.06951014026999473,0.324158126115799,0.2806108295917511,0.20274430066347124,0.4068646013736725,1.5435535311698914,1.1710092663764953,1.7386448860168457,0.17294219136238098,0.13335576057434081,0.25434293448925016,15.00849785655737,0.004407640686258674,2572.1922607421875,0.661070205271244,0.003859831299632788,71.70228729248046
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,0.23727333900751546,0.14980946853756905,0.07429172545671464,0.27538052201271057,0.20528580248355865,0.16939393281936646,0.3403904229402542,1.3698678016662598,1.1541081070899963,1.5752731084823608,0.14387649297714233,0.10351279750466347,0.19453185498714448,15.577390260994434,0.019211447052657604,2571.152001953125,0.628980964422226,0.013610109128057959,71.24305877685546
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,100,0.47418012452544644,0.15761038661003113,0.05937298089265824,0.2911572724580765,0.17394540458917618,0.13083472102880478,0.2806366071105003,1.2714806199073792,1.1087496638298036,1.5006516933441163,0.13172919303178787,0.09363143742084504,0.19985325634479523,14.250405214726925,0.0076396598946303134,2584.595263671875,0.5620082356035709,0.0021333491662517204,69.9894027709961
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,0.02290210942737758,0.46683475375175476,0.1964096263051033,0.6874749600887299,0.21328319609165192,0.11400338634848595,0.6266520321369171,1.2357827425003052,1.0470092177391053,1.3415578961372376,0.30493229627609253,0.13810223788022996,0.4423689663410187,14.758654445409775,0.015820413269102575,2588.940869140625,4.216369271278381,0.016335076093673708,69.68142395019531
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,0.04681638954207301,0.46179503202438354,0.19412113577127457,0.5543891012668609,0.18682251125574112,0.12945483028888702,0.39628406465053556,1.2603753209114075,1.009524154663086,1.3914609789848327,0.3036506772041321,0.13216722160577773,0.35694420635700225,14.853496424853802,0.028703211992979052,2589.253857421875,3.488131880760193,0.02572743929922581,69.6272804260254
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,0.09400997048942372,0.4598954766988754,0.13761748671531676,0.5591503918170929,0.1895183101296425,0.14959604740142823,0.4167402595281601,1.3110395073890686,1.0280388236045837,1.468051254749298,0.3020710349082947,0.126755490899086,0.35680999159812926,15.711378172039986,0.0249227711930871,2585.963671875,3.5689119696617126,0.022138967365026477,70.41420669555664
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,0.2355383909889497,0.42219895124435425,0.1683589205145836,0.513754540681839,0.17472264170646667,0.14769553989171982,0.3624988496303558,1.306209683418274,1.0362505674362184,1.4541545867919923,0.27752214670181274,0.1367661625146866,0.33032614588737486,14.236458137631416,0.06218074001371861,2595.0583251953126,3.290523588657379,0.05793950669467449,70.22071075439453
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,0.4715536049916409,0.44509491324424744,0.18640888780355452,0.49160824418067933,0.17299719899892807,0.13041739612817765,0.27330193519592283,1.312711238861084,1.0140855193138123,1.4737643957138062,0.2926189452409744,0.13895301520824432,0.31707767248153684,15.611684516072273,0.015425039269030095,2593.459814453125,3.6479817628860474,0.013560546748340131,70.153662109375
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,0.023525237571448088,0.4561781883239746,0.19688604921102523,0.5441349744796753,0.20659130811691284,0.1343920722603798,0.5592715799808502,1.2528365850448608,1.001306313276291,1.3619460821151732,0.2979399263858795,0.13922274708747864,0.3532058835029602,15.181344792246819,0.01269801501184702,2589.4613525390623,2.746742606163025,0.012426035664975644,69.64407730102539
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,0.04710207198513672,0.4357404559850693,0.19264821708202362,0.49121776819229124,0.19126015901565552,0.13125695288181305,0.3591065496206283,1.2547593712806702,0.9937185287475586,1.3690896391868592,0.2845381051301956,0.13128368705511093,0.3208049565553665,15.040397264063358,0.02005127463489771,2587.8912353515625,2.1835519075393677,0.017756834998726847,69.77163619995117
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,0.09598548006033525,0.4428984671831131,0.13390596210956573,0.5034760653972625,0.18576396256685257,0.14571465998888017,0.396183568239212,1.3037989735603333,1.0196022510528564,1.4444140315055847,0.28778067231178284,0.12138919234275818,0.3260219395160675,15.67119488120079,0.0221662862226367,2584.69091796875,2.5140484869480133,0.02019226681441069,70.4186912536621
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,0.23364547750679776,0.4200742691755295,0.16709382683038712,0.48752622306346893,0.17342687398195267,0.14663932025432586,0.3545198082923889,1.302164077758789,1.032534122467041,1.4404891848564148,0.27565789222717285,0.13385172188282013,0.31511940360069274,14.24832671880722,0.05469047464430332,2594.915771484375,2.8122116923332214,0.056551599875092506,70.16287841796876
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,100,0.47329301451100037,0.4316045045852661,0.18542314320802689,0.478060320019722,0.17071492224931717,0.12763005644083023,0.2697709158062935,1.3102377653121948,1.0128642678260804,1.4678388714790345,0.28453102707862854,0.1377994105219841,0.3103173613548279,15.648015663027763,0.015259591862559319,2593.3823974609377,3.3655463457107544,0.013393187802284956,70.14916534423828
