training_scheme,variant,variant_label,family,timesteps,runtime_s_median,mean_error_median,mean_error_lo,mean_error_hi,covariance_error_median,covariance_error_lo,covariance_error_hi,posterior_width_ratio_median,posterior_width_ratio_lo,posterior_width_ratio_hi,sliced_wasserstein_median,sliced_wasserstein_lo,sliced_wasserstein_hi,theta_map_squared_error_median,theta_map_squared_error_lo,theta_map_squared_error_hi,observation_map_squared_error_median,observation_map_squared_error_lo,observation_map_squared_error_hi
mixture,em_uniform,"Euler--Maruyama, uniform t",Euler update,100,0.47402800602139905,0.12785346806049347,0.05366182737052441,0.2840872406959533,0.18769223988056183,0.1374746784567833,0.2255759432911873,1.274430513381958,1.1079468131065369,1.5319778203964234,0.11748002842068672,0.09814321175217629,0.19744898825883864,14.632404388859868,0.009734330885112285,2586.40107421875,0.5477725956588984,0.0031982215587049727,69.61673049926758
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,0.02327031351160258,0.4618162512779236,0.20517662167549133,0.6809380173683166,0.22443844377994537,0.1163048192858696,0.6447310149669647,1.2351030111312866,1.046487069129944,1.3774184942245482,0.30423688888549805,0.14293150305747987,0.4417596638202667,14.837730273604393,0.021260575205087673,2590.2717041015626,3.352295219898224,0.020803065318614256,70.05137176513672
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,0.04741509148152545,0.42993441224098206,0.20584954917430878,0.5599801659584045,0.20383226871490479,0.1332984521985054,0.4284749686717987,1.2409140467643738,1.0753666877746582,1.4419176578521729,0.28569841384887695,0.14016742408275604,0.36060870885849,14.509676393121481,0.025835290737450126,2586.4856689453127,2.855113297700882,0.023168294504284863,70.03316726684571
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,0.09608300600666553,0.41903117299079895,0.14591852873563765,0.5503705680370331,0.20721185952425003,0.16111812442541124,0.44536247253417965,1.3186461925506592,1.090995466709137,1.5213306903839112,0.27710820734500885,0.13585686981678008,0.3544187992811203,15.548304259777069,0.026374704949557782,2583.973291015625,2.74161234498024,0.02347936481237412,70.99484634399414
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,0.2358451799955219,0.40997718274593353,0.17787646353244782,0.5266465902328491,0.19144225120544434,0.17066662162542343,0.3869512617588043,1.3051506876945496,1.114426589012146,1.511177408695221,0.26959019899368286,0.14784225523471833,0.33966365158557893,13.92893297970295,0.03362521156668663,2593.4716064453123,2.754635274410248,0.03062483239918947,70.1026512145996
mixture,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,0.4749324225122109,0.38390375673770905,0.19379759579896927,0.4876043528318405,0.18300841748714447,0.14416561424732208,0.2853794664144516,1.299820363521576,1.0746706485748292,1.5361939907073974,0.2532174214720726,0.14807176738977432,0.3231477290391922,15.436099961400032,0.020230595394968992,2589.6690673828125,2.916842758655548,0.01792100835591555,70.32203750610351
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,0.024067471968010068,0.4323534518480301,0.20891207158565522,0.566630232334137,0.21536783128976822,0.13228583335876465,0.5369868278503418,1.2400255799293518,1.0498432517051697,1.3725177764892578,0.28581681847572327,0.1428983688354492,0.36878676414489747,14.630351528525352,0.016841906309127814,2588.2309326171876,2.692595452070236,0.01680530738085509,70.02102813720703
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,0.04697541403584182,0.3974839299917221,0.20237541496753692,0.5075925052165985,0.19781424850225449,0.12640285193920137,0.364849978685379,1.1927980184555054,1.0658992052078247,1.3972010374069213,0.2639269456267357,0.13603877127170563,0.3284178406000137,14.715528391301632,0.019443247839808463,2585.2042724609373,2.219264179468155,0.017518569156527518,70.0922866821289
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,0.09383181907469407,0.392867311835289,0.1419808104634285,0.5149030745029449,0.1878039687871933,0.14484795182943344,0.39737142622470856,1.2714446783065796,1.0806015253067016,1.4576789140701294,0.2592601180076599,0.12214773297309875,0.3317492604255676,15.52907519042492,0.02273839544504881,2583.1818115234373,2.289203643798828,0.02201479431241751,70.88186187744141
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,0.23701384797459468,0.38924485445022583,0.17292955815792083,0.5015370488166809,0.1757756695151329,0.15656978785991668,0.3628315180540085,1.273065209388733,1.1071476578712462,1.457975447177887,0.25546108186244965,0.13752713203430175,0.3252165824174881,13.985924556851387,0.03099924698472023,2592.3899169921874,2.2985989451408386,0.028154097869992255,70.14322891235352
mixture,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,100,0.47846593894064426,0.3636278063058853,0.19050723910331727,0.4801849901676178,0.17334310710430145,0.13609930127859116,0.27475063502788544,1.280722200870514,1.069783902168274,1.5051527976989745,0.24060893058776855,0.1423687219619751,0.31735448241233827,15.555014625191689,0.019403487443923954,2589.0564697265627,2.578825891017914,0.01743285655975342,70.32987213134766
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,0.16137400054140016,0.2170126587152481,0.13414642214775085,0.34968885183334353,0.1552123874425888,0.07251227721571922,0.19184659868478773,1.2893399596214294,1.048334014415741,1.4451143860816955,0.15467792004346848,0.09676262214779854,0.23359899669885634,14.291425976902246,0.008804595936089754,2588.590380859375,1.2542667984962463,0.03678631782531738,70.89255752563477
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,0.23441742145223543,0.2402639165520668,0.13209910988807677,0.3663585990667343,0.1612013876438141,0.08999458700418474,0.23241040557622908,1.2947987914085388,1.071662724018097,1.4478461265563964,0.16343744099140167,0.11039772555232048,0.24533253014087678,13.987645003944635,0.008900570869445802,2583.2437255859377,1.1458012759685516,0.007936346391215921,70.04491958618163
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,0.37265454250155017,0.17367345839738846,0.06805076822638512,0.3317385733127594,0.14519226551055908,0.06785415410995484,0.2713197290897369,1.2976433634757996,1.0466864585876465,1.3792925596237182,0.1306072100996971,0.0778064526617527,0.21842867732048035,14.924780644476414,0.011691664159297944,2580.3306396484377,0.7499048933386803,0.009605313278734684,69.97787780761719
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,0.7929548539686948,0.1163242757320404,0.04335488080978394,0.2388975068926811,0.11670362949371338,0.0835462674498558,0.29511895477771755,1.2050097584724426,1.1108137726783753,1.2667088270187379,0.10894389823079109,0.06797930896282196,0.17337453514337536,13.237693592905998,0.00539169991388917,2557.1408203125,0.493361908942461,0.006223850045353176,70.48679428100586
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,100,1.485375111515168,0.08416217938065529,0.030615749582648278,0.3306000113487243,0.061734775081276894,0.04107022807002068,0.19243768006563186,1.0978984832763672,1.0135283589363098,1.1540295362472535,0.07124125957489014,0.04393398389220238,0.23226991593837734,12.99675994925201,0.0011350247426889838,2566.653515625,0.4123085606843233,0.0015157920541241767,70.86959381103516
