training_scheme,model_seed,observation,sigma_m,diffusion_time,relative_score_rmse,scaled_score_rmse
log_sigma,2,1,0.10009060800075531,0.009949231520295143,0.9361690878868103,0.9420637488365173
log_sigma,2,1,0.11375648528337479,0.01282587368041277,0.9058252573013306,0.8602094054222107
log_sigma,2,1,0.12928824126720428,0.016524694859981537,0.8880861401557922,0.878250002861023
log_sigma,2,1,0.14694061875343323,0.02127472683787346,0.8738034963607788,0.8853583931922913
log_sigma,2,1,0.16700315475463867,0.027364419773221016,0.8849972486495972,0.841850757598877
log_sigma,2,1,0.18980495631694794,0.03515515476465225,0.8291435241699219,0.828171968460083
log_sigma,2,1,0.21571995317935944,0.04509562999010086,0.7857303619384766,0.8182730078697205
log_sigma,2,1,0.24517332017421722,0.05773649364709854,0.7631950378417969,0.8082428574562073
log_sigma,2,1,0.2786480486392975,0.073743537068367,0.7599388957023621,0.7596454620361328
log_sigma,2,1,0.3166932761669159,0.09390784054994583,0.7239425778388977,0.739780604839325
log_sigma,2,1,0.3599330186843872,0.11914696544408798,0.6859917044639587,0.6581124067306519
log_sigma,2,1,0.4090765118598938,0.1504938006401062,0.6215037703514099,0.6248968839645386
log_sigma,2,1,0.4649297893047333,0.18906770646572113,0.5637763738632202,0.5678402185440063
log_sigma,2,1,0.5284090042114258,0.23602324724197388,0.5436374545097351,0.564868688583374
log_sigma,2,1,0.6005553603172302,0.2924765646457672,0.5110720992088318,0.5236636400222778
log_sigma,2,1,0.6825522184371948,0.3594135344028473,0.4607783257961273,0.45473209023475647
log_sigma,2,1,0.7757444977760315,0.43759262561798096,0.43323439359664917,0.46714624762535095
log_sigma,2,1,0.8816608190536499,0.5274598002433777,0.3917672634124756,0.397455096244812
log_sigma,2,1,1.0020384788513184,0.6290942430496216,0.36916086077690125,0.4130061864852905
log_sigma,2,1,1.1388518810272217,0.7421982884407043,0.32388991117477417,0.3097768723964691
log_sigma,2,1,1.2943450212478638,0.8661344647407532,0.2927185595035553,0.2743998169898987
log_sigma,2,1,1.4710685014724731,1.0,0.2563542127609253,0.2623548209667206
log_sigma,2,2,0.031633540987968445,0.0009999875910580158,0.998755693435669,0.9901307821273804
log_sigma,2,2,0.03595263138413429,0.0012914647813886404,0.9974244236946106,1.035118579864502
log_sigma,2,2,0.04086142033338547,0.0016677641542628407,0.9804814457893372,0.9670608639717102
log_sigma,2,2,0.04644044116139412,0.002153530716896057,0.9803454875946045,1.0004445314407349
log_sigma,2,2,0.052781183272600174,0.002780495211482048,0.9637349247932434,1.0083101987838745
log_sigma,2,2,0.059987667948007584,0.003589533269405365,0.9815882444381714,1.014750361442566
log_sigma,2,2,0.06817809492349625,0.004633348435163498,0.9586759805679321,0.9671860337257385
log_sigma,2,2,0.0774867832660675,0.005979322362691164,0.9705031514167786,1.023722529411316
log_sigma,2,2,0.0880664512515068,0.007714332081377506,0.947398841381073,0.9458919763565063
log_sigma,2,2,0.10009060800075531,0.009949231520295143,0.9235864877700806,0.914279043674469
log_sigma,2,2,0.11375648528337479,0.01282587368041277,0.8999095559120178,0.8816280364990234
log_sigma,2,2,0.12928824126720428,0.016524694859981537,0.875527024269104,0.8715515732765198
log_sigma,2,2,0.14694061875343323,0.02127472683787346,0.8645772337913513,0.878309428691864
log_sigma,2,2,0.16700315475463867,0.027364419773221016,0.8411879539489746,0.861305296421051
log_sigma,2,2,0.18980495631694794,0.03515515476465225,0.8344761729240417,0.8384349942207336
log_sigma,2,2,0.21571995317935944,0.04509562999010086,0.7837714552879333,0.7487939596176147
log_sigma,2,2,0.24517332017421722,0.05773649364709854,0.7906079292297363,0.7991184592247009
log_sigma,2,2,0.2786480486392975,0.073743537068367,0.7499265074729919,0.7362757325172424
log_sigma,2,2,0.3166932761669159,0.09390784054994583,0.7026066184043884,0.691782534122467
log_sigma,2,2,0.3599330186843872,0.11914696544408798,0.6946012377738953,0.6991091370582581
log_sigma,2,2,0.4090765118598938,0.1504938006401062,0.6013131737709045,0.631262481212616
log_sigma,2,2,0.4649297893047333,0.18906770646572113,0.6049951314926147,0.6096409559249878
log_sigma,2,2,0.5284090042114258,0.23602324724197388,0.567905604839325,0.5738725662231445
log_sigma,2,2,0.6005553603172302,0.2924765646457672,0.5536729693412781,0.5620989203453064
log_sigma,2,2,0.6825522184371948,0.3594135344028473,0.529482364654541,0.534917414188385
log_sigma,2,2,0.7757444977760315,0.43759262561798096,0.4673134684562683,0.48136118054389954
log_sigma,2,2,0.8816608190536499,0.5274598002433777,0.44689255952835083,0.43887564539909363
log_sigma,2,2,1.0020384788513184,0.6290942430496216,0.42725318670272827,0.4369492828845978
log_sigma,2,2,1.1388518810272217,0.7421982884407043,0.37918296456336975,0.3835459053516388
log_sigma,2,2,1.2943450212478638,0.8661344647407532,0.3438744843006134,0.35033342242240906
log_sigma,2,2,1.4710685014724731,1.0,0.35341182351112366,0.35547518730163574
log_sigma,2,3,0.031633540987968445,0.0009999875910580158,0.9393720030784607,0.9662796258926392
log_sigma,2,3,0.03595263138413429,0.0012914647813886404,0.9338447451591492,0.9186335802078247
log_sigma,2,3,0.04086142033338547,0.0016677641542628407,0.9385888576507568,0.9458372592926025
log_sigma,2,3,0.04644044116139412,0.002153530716896057,0.9225800037384033,0.9239333271980286
log_sigma,2,3,0.052781183272600174,0.002780495211482048,0.908549427986145,0.9005290269851685
log_sigma,2,3,0.059987667948007584,0.003589533269405365,0.8891918063163757,0.9159623980522156
log_sigma,2,3,0.06817809492349625,0.004633348435163498,0.8198795318603516,0.8269883394241333
log_sigma,2,3,0.0774867832660675,0.005979322362691164,0.8279696702957153,0.8201161623001099
log_sigma,2,3,0.0880664512515068,0.007714332081377506,0.8344611525535583,0.8048174381256104
log_sigma,2,3,0.10009060800075531,0.009949231520295143,0.8136401176452637,0.8039989471435547
log_sigma,2,3,0.11375648528337479,0.01282587368041277,0.8037288188934326,0.7547762393951416
log_sigma,2,3,0.12928824126720428,0.016524694859981537,0.7661596536636353,0.7499557733535767
log_sigma,2,3,0.14694061875343323,0.02127472683787346,0.7558159828186035,0.7394043207168579
log_sigma,2,3,0.16700315475463867,0.027364419773221016,0.7236638069152832,0.7075859308242798
log_sigma,2,3,0.18980495631694794,0.03515515476465225,0.7246981859207153,0.7548566460609436
log_sigma,2,3,0.21571995317935944,0.04509562999010086,0.7108616828918457,0.7289494276046753
log_sigma,2,3,0.24517332017421722,0.05773649364709854,0.6918792128562927,0.6797250509262085
log_sigma,2,3,0.2786480486392975,0.073743537068367,0.7149537801742554,0.7178140878677368
log_sigma,2,3,0.3166932761669159,0.09390784054994583,0.6571841835975647,0.6720867156982422
log_sigma,2,3,0.3599330186843872,0.11914696544408798,0.6694614887237549,0.7027143239974976
log_sigma,2,3,0.4090765118598938,0.1504938006401062,0.6388645172119141,0.6462713479995728
log_sigma,2,3,0.4649297893047333,0.18906770646572113,0.6858133673667908,0.6825523972511292
log_sigma,2,3,0.5284090042114258,0.23602324724197388,0.6158831119537354,0.6028740406036377
log_sigma,2,3,0.6005553603172302,0.2924765646457672,0.5780715346336365,0.5966007709503174
log_sigma,2,3,0.6825522184371948,0.3594135344028473,0.5838447213172913,0.5851206183433533
log_sigma,2,3,0.7757444977760315,0.43759262561798096,0.5397359132766724,0.49843844771385193
log_sigma,2,3,0.8816608190536499,0.5274598002433777,0.5267078280448914,0.5464741587638855
log_sigma,2,3,1.0020384788513184,0.6290942430496216,0.4949215054512024,0.4887523651123047
log_sigma,2,3,1.1388518810272217,0.7421982884407043,0.4801132380962372,0.4831962287425995
log_sigma,2,3,1.2943450212478638,0.8661344647407532,0.48393160104751587,0.4910575747489929
log_sigma,2,3,1.4710685014724731,1.0,0.45572131872177124,0.4605458676815033
mixture,0,0,0.031633540987968445,0.0009999875910580158,0.9554593563079834,0.9176917672157288
mixture,0,0,0.03595263138413429,0.0012914647813886404,0.9187743067741394,0.9214028120040894
mixture,0,0,0.04086142033338547,0.0016677641542628407,0.9141613841056824,0.9205483794212341
mixture,0,0,0.04644044116139412,0.002153530716896057,0.8937570452690125,0.9712885618209839
mixture,0,0,0.052781183272600174,0.002780495211482048,0.9025986194610596,0.9387106895446777
mixture,0,0,0.059987667948007584,0.003589533269405365,0.8673021197319031,0.8697425723075867
mixture,0,0,0.06817809492349625,0.004633348435163498,0.8423098921775818,0.8675962686538696
mixture,0,0,0.0774867832660675,0.005979322362691164,0.8356750011444092,0.821560800075531
mixture,0,0,0.0880664512515068,0.007714332081377506,0.8252920508384705,0.7904271483421326
mixture,0,0,0.10009060800075531,0.009949231520295143,0.7889546155929565,0.7850814461708069
mixture,0,0,0.11375648528337479,0.01282587368041277,0.7622393369674683,0.8137557506561279
mixture,0,0,0.12928824126720428,0.016524694859981537,0.7630988955497742,0.7687917351722717
mixture,0,0,0.14694061875343323,0.02127472683787346,0.759677529335022,0.7403223514556885
mixture,0,0,0.16700315475463867,0.027364419773221016,0.7301027178764343,0.7385072708129883
mixture,0,0,0.18980495631694794,0.03515515476465225,0.6912710666656494,0.680974006652832
mixture,0,0,0.21571995317935944,0.04509562999010086,0.7434435486793518,0.76603764295578
mixture,0,0,0.24517332017421722,0.05773649364709854,0.6781390905380249,0.6891046762466431
mixture,0,0,0.2786480486392975,0.073743537068367,0.7243038415908813,0.7236042022705078
mixture,0,0,0.3166932761669159,0.09390784054994583,0.734927773475647,0.7459644079208374
mixture,0,0,0.3599330186843872,0.11914696544408798,0.6917569637298584,0.6722875833511353
mixture,0,0,0.4090765118598938,0.1504938006401062,0.6222289800643921,0.5877605676651001
mixture,0,0,0.4649297893047333,0.18906770646572113,0.6107122898101807,0.6270793080329895
mixture,0,0,0.5284090042114258,0.23602324724197388,0.605014979839325,0.5646272897720337
mixture,0,0,0.6005553603172302,0.2924765646457672,0.6093981862068176,0.5946543216705322
mixture,0,0,0.6825522184371948,0.3594135344028473,0.5501303672790527,0.5659764409065247
mixture,0,0,0.7757444977760315,0.43759262561798096,0.5452098846435547,0.563267707824707
mixture,0,0,0.8816608190536499,0.5274598002433777,0.5406038761138916,0.5524645447731018
mixture,0,0,1.0020384788513184,0.6290942430496216,0.4979930818080902,0.5047088861465454
mixture,0,0,1.1388518810272217,0.7421982884407043,0.4704817235469818,0.4614889919757843
mixture,0,0,1.2943450212478638,0.8661344647407532,0.46162301301956177,0.4600888192653656
mixture,0,0,1.4710685014724731,1.0,0.43201959133148193,0.42641696333885193
mixture,0,1,0.031633540987968445,0.0009999875910580158,0.9956815242767334,1.0313304662704468
