training_scheme,variant,variant_label,family,timesteps,model_seed,observation,repeat,runtime_s,runtime_per_sample_ms,runtime_device,mean_error,covariance_error,posterior_width_ratio,theta_map_squared_error,observation_map_squared_error,sliced_wasserstein
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,0,0,1,0.2311114000622183,0.30814853341629106,cuda,0.33767563104629517,0.1556597352027893,1.0114954710006714,0.1166708767414093,1.057741403579712,0.22756890952587128
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,0,0,0,0.4626127950614318,0.6168170600819091,cuda,0.3118523061275482,0.09815170615911484,1.013059377670288,0.12206058204174042,1.3767330646514893,0.20938515663146973
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,0,0,1,0.46201688097789884,0.6160225079705318,cuda,0.3176238536834717,0.09783428907394409,1.0164798498153687,0.47917118668556213,0.9639536142349243,0.21201574802398682
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,0,0,0.15845910995267332,0.2112788132702311,cuda,0.10605699568986893,0.16758523881435394,1.13419508934021,0.06630218029022217,0.17224925756454468,0.09364256262779236
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,0,0,1,0.15740761789493263,0.20987682385991016,cuda,0.1268252283334732,0.1715313196182251,1.137702465057373,0.014314563944935799,0.11166746914386749,0.1064954623579979
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,10,0,0,0,0.24399522005114704,0.32532696006819606,cuda,0.11771779507398605,0.204010009765625,1.1475244760513306,0.10380196571350098,0.09738925099372864,0.09632821381092072
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,10,0,0,1,0.2311347998911515,0.30817973318820197,cuda,0.11688563972711563,0.10061250627040863,1.084184169769287,0.03828507661819458,0.05897990241646767,0.08387398719787598
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,0,0,0.365354839945212,0.487139786593616,cuda,0.0556107759475708,0.13737253844738007,1.1049047708511353,0.012669643387198448,0.0036444603465497494,0.06227678060531616
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,0,0,1,0.4341116159921512,0.578815487989535,cuda,0.03766142204403877,0.2547060549259186,1.1729916334152222,0.0417187325656414,0.007683610077947378,0.0791262611746788
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,50,0,0,0,0.7860838449560106,1.0481117932746808,cuda,0.04892624914646149,0.18155764043331146,1.1257795095443726,0.33270180225372314,0.013981028459966183,0.06751884520053864
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,50,0,0,1,0.793542025028728,1.0580560333716373,cuda,0.042530059814453125,0.20042796432971954,1.1372017860412598,0.5074915289878845,0.02137322723865509,0.07889100909233093
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,100,0,0,0,1.586737289908342,2.1156497198777893,cuda,0.016124768182635307,0.1643242985010147,1.1147536039352417,0.0127566521987319,0.0009124920470640063,0.05906631052494049
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,100,0,0,1,1.4854477670742199,1.9805970227656264,cuda,0.08671776950359344,0.20933637022972107,1.1434539556503296,0.2276756465435028,0.013565236702561378,0.07773607969284058
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,0,0,0,0.16140090709086508,0.21520120945448676,cuda,0.10797060281038284,0.07132791727781296,1.0572149753570557,0.011298833414912224,0.12350071966648102,0.07895317673683167
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,0,0,1,0.15987792995292693,0.21317057327056924,cuda,0.13451577723026276,0.05687154456973076,1.0445278882980347,0.00773563701659441,0.13026325404644012,0.09553951025009155
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,0,0,0,0.24408382503315806,0.32544510004421073,cuda,0.1603894978761673,0.14303182065486908,1.1121504306793213,0.0665699914097786,0.08450480550527573,0.1103179007768631
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,0,0,1,0.23306409001816064,0.3107521200242142,cuda,0.14803344011306763,0.0643828809261322,1.0549588203430176,0.042494360357522964,0.16765113174915314,0.10027589648962021
