training_scheme,variant,variant_label,family,timesteps,model_seed,observation,repeat,runtime_s,runtime_per_sample_ms,runtime_device,mean_error,covariance_error,posterior_width_ratio,theta_map_squared_error,observation_map_squared_error,sliced_wasserstein
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,2,0,1,0.23656732100062072,0.3154230946674943,cuda,0.06673671305179596,0.22580385208129883,1.1705251932144165,0.0018058943096548319,0.008115282282233238,0.08949798345565796
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,100,2,0,0,0.47304049495141953,0.6307206599352261,cuda,0.1093207374215126,0.1937602311372757,1.143128514289856,0.002208981430158019,0.0007959552458487451,0.09802266955375671
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,100,2,0,1,0.46864020195789635,0.6248536026105285,cuda,0.050220463424921036,0.2693667709827423,1.1873972415924072,0.10439220070838928,0.004477554000914097,0.09232372045516968
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,1,0,0.021675016963854432,0.028900022618472576,cuda,0.20076701045036316,0.1500796228647232,1.3366072177886963,0.0486474372446537,0.04429567977786064,0.14163631200790405
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,1,1,0.0222336690640077,0.0296448920853436,cuda,0.19069410860538483,0.1763378530740738,1.405604362487793,0.01298418827354908,0.014878055080771446,0.13818836212158203
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,2,1,0,0.05586368194781244,0.07448490926374991,cuda,0.19566702842712402,0.15017639100551605,1.3524913787841797,0.018039708957076073,0.015912339091300964,0.13635769486427307
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,2,1,1,0.04442189901601523,0.05922919868802031,cuda,0.1828942596912384,0.13074348866939545,1.2955750226974487,0.04712904244661331,0.04332432523369789,0.12661853432655334
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,1,0,0.09254764800425619,0.12339686400567491,cuda,0.12292398512363434,0.1849106103181839,1.4942210912704468,0.03973130136728287,0.03598102182149887,0.1241278350353241
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,1,1,0.09272836905438453,0.12363782540584604,cuda,0.13939960300922394,0.15630193054676056,1.4088914394378662,0.020849114283919334,0.018392466008663177,0.12025347352027893
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,2,1,0,0.2319144409848377,0.3092192546464503,cuda,0.1586696207523346,0.16181787848472595,1.4587841033935547,0.09439723193645477,0.08798443526029587,0.13372927904129028
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,2,1,1,0.23869579494930804,0.3182610599324107,cuda,0.17132113873958588,0.18284766376018524,1.4864557981491089,0.05958845838904381,0.054705362766981125,0.1429305523633957
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,100,2,1,0,0.47400148399174213,0.6320019786556562,cuda,0.18515123426914215,0.16790716350078583,1.4443557262420654,0.00972791574895382,0.008370201103389263,0.13999183475971222
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,100,2,1,1,0.47475309297442436,0.6330041239658991,cuda,0.18605759739875793,0.1668103188276291,1.4460211992263794,0.04205136373639107,0.03810552880167961,0.1379392147064209
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,1,0,0.022514380048960447,0.03001917339861393,cuda,0.20381000638008118,0.1317102313041687,1.3335679769515991,0.07455415278673172,0.06945078074932098,0.13992367684841156
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,5,2,1,1,0.022843693965114653,0.030458258620152872,cuda,0.1932380348443985,0.15516000986099243,1.397169589996338,0.012635000050067902,0.014490725472569466,0.1373216211795807
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,2,1,0,0.04480097093619406,0.05973462791492542,cuda,0.20032645761966705,0.14772701263427734,1.3857890367507935,0.026888780295848846,0.024052564054727554,0.1393967717885971
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,10,2,1,1,0.04703043808694929,0.06270725078259905,cuda,0.18803872168064117,0.12874211370944977,1.3308794498443604,0.050884511321783066,0.04652121663093567,0.12911176681518555
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,1,0,0.09227550402283669,0.12303400536378224,cuda,0.1265176683664322,0.1892147660255432,1.5252224206924438,0.03718099370598793,0.03351396694779396,0.13163438439369202
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,20,2,1,1,0.09203614899888635,0.12271486533184846,cuda,0.1431197226047516,0.15930941700935364,1.438818335533142,0.022591549903154373,0.01998732052743435,0.1259634792804718
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,2,1,0,0.23052979598287493,0.3073730613104999,cuda,0.16055433452129364,0.16427285969257355,1.4735618829727173,0.09967975318431854,0.0932883769273758,0.13702011108398438
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,50,2,1,1,0.23101466591469944,0.30801955455293256,cuda,0.17308014631271362,0.18490691483020782,1.5001436471939087,0.061148423701524734,0.056198615580797195,0.1456521600484848
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,2,1,0,0.49808967497665435,0.6641195666355392,cuda,0.186123326420784,0.16904860734939575,1.4514442682266235,0.009888898581266403,0.00851306039839983,0.14129801094532013
uniform,sigma_log_dpm,"Sigma-space DPM-1, log sigma",DPM predictor,100,2,1,1,0.5295717270346358,0.7060956360461811,cuda,0.1870751976966858,0.1679360568523407,1.4533330202102661,0.042652349919080734,0.03867243602871895,0.13936930894851685
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,1,0,0.15781624999362975,0.210421666658173,cuda,0.11128832399845123,0.2447601854801178,1.6904575824737549,0.06085639074444771,0.056100573390722275,0.16523919999599457
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,5,2,1,1,0.15824037906713784,0.21098717208951712,cuda,0.11625149101018906,0.22670012712478638,1.630098581314087,0.01732804998755455,0.017056016251444817,0.14478129148483276
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,10,2,1,0,0.23261758394073695,0.3101567785876493,cuda,0.0952637791633606,0.17353682219982147,1.499780535697937,0.04565184563398361,0.041570283472537994,0.12016746401786804
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,10,2,1,1,0.22967924608383328,0.30623899477844435,cuda,0.11246868968009949,0.19077011942863464,1.5208361148834229,0.033151209354400635,0.029937662184238434,0.13178475201129913
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,1,0,0.3646820989670232,0.4862427986226976,cuda,0.055940236896276474,0.1726757287979126,1.4718618392944336,0.0026843142695724964,0.0029592241626232862,0.10150487720966339
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,20,2,1,1,0.3654368040151894,0.4872490720202525,cuda,0.023304250091314316,0.1671106070280075,1.465545415878296,0.0019236234948039055,0.002067513996735215,0.09903223812580109
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,50,2,1,0,0.7813465810613707,1.041795441415161,cuda,0.0605710931122303,0.16755443811416626,1.4567431211471558,0.012347362004220486,0.012656480073928833,0.0993632897734642
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,50,2,1,1,0.8675332650309429,1.1567110200412571,cuda,0.06436009705066681,0.15709231793880463,1.4418433904647827,0.023432936519384384,0.02526859939098358,0.09728537499904633
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,100,2,1,0,1.4729306779336184,1.963907570578158,cuda,0.018324552103877068,0.1291949301958084,1.348271131515503,0.01851273514330387,0.017885828390717506,0.06788812577724457
uniform,dpm2_uniform,"DPM-2 + corrector, uniform t",Overall sampler,100,2,1,1,1.5203111689770594,2.027081558636079,cuda,0.017784707248210907,0.12886789441108704,1.3757423162460327,0.028424983844161034,0.028130697086453438,0.0806114450097084
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,1,0,0.1721469840267673,0.22952931203568974,cuda,0.1455416977405548,0.17303568124771118,1.4825701713562012,0.06933648139238358,0.06406095623970032,0.13456839323043823
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,5,2,1,1,0.19826506706885993,0.2643534227584799,cuda,0.14654900133609772,0.1826910674571991,1.4752581119537354,0.0380169115960598,0.03436697646975517,0.1268000602722168
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,2,1,0,0.24356961995363235,0.3247594932715098,cuda,0.13187874853610992,0.16222408413887024,1.4447437524795532,0.0049200719222426414,0.0041658952832221985,0.12295354902744293
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,10,2,1,1,0.2366463579237461,0.3155284772316615,cuda,0.13261328637599945,0.17852894961833954,1.4722179174423218,0.03101450204849243,0.028385482728481293,0.12463690340518951
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,1,0,0.3672927779844031,0.4897237039792041,cuda,0.07274554669857025,0.154276043176651,1.4236263036727905,0.01136384904384613,0.010566044598817825,0.0923471674323082
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,20,2,1,1,0.4190664039924741,0.5587552053232988,cuda,0.051606643944978714,0.1517559140920639,1.4138926267623901,0.024196168407797813,0.022433431819081306,0.0863252505660057
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,2,1,0,0.7874731830088422,1.0499642440117896,cuda,0.07387557625770569,0.09848973155021667,1.2565280199050903,0.030343901365995407,0.027145350351929665,0.07260061800479889
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,50,2,1,1,0.8033842639997602,1.0711790186663468,cuda,0.07856036722660065,0.11240365356206894,1.3086189031600952,0.052581943571567535,0.04802051931619644,0.08283251523971558
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,100,2,1,0,1.5162002310389653,2.0216003080519536,cuda,0.019316837191581726,0.0594477541744709,1.1574088335037231,0.007172574754804373,0.006168101914227009,0.044307641685009
uniform,dpm2_log,"DPM-2 + corrector, log sigma",Overall sampler,100,2,1,1,1.4883463450241834,1.984461793365578,cuda,0.029712539166212082,0.05935222655534744,1.1461445093154907,0.000372291513485834,0.00044044622336514294,0.043773844838142395
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,1,0,0.023878670996055007,0.03183822799474001,cuda,0.13168704509735107,0.7031129002571106,2.600646495819092,0.06423971056938171,0.06391032040119171,0.37253642082214355
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,5,2,1,1,0.02474507305305451,0.032993430737406015,cuda,0.12657400965690613,0.6948522925376892,2.577902317047119,0.01596577651798725,0.0144479526206851,0.36315375566482544
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,2,1,0,0.0454847909277305,0.060646387903640665,cuda,0.1267782598733902,0.39184924960136414,2.0150067806243896,0.09006297588348389,0.08910982310771942,0.2433377206325531
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,10,2,1,1,0.04501282097771764,0.06001709463695685,cuda,0.13270732760429382,0.401426762342453,2.0082004070281982,0.04354037716984749,0.04082556441426277,0.23448115587234497
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,1,0,0.09170166403055191,0.12226888537406921,cuda,0.07957876473665237,0.2899056673049927,1.778490424156189,0.0051997327245771885,0.0047044833190739155,0.1743926703929901
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,20,2,1,1,0.10487846098840237,0.1398379479845365,cuda,0.04449710249900818,0.24764491617679596,1.6994130611419678,0.0066961743868887424,0.006370146293193102,0.15520264208316803
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,2,1,0,0.265186978969723,0.3535826386262973,cuda,0.10608433187007904,0.226852685213089,1.6116187572479248,0.03936323523521423,0.036278899759054184,0.14320988953113556
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,50,2,1,1,0.27668539504520595,0.3689138600602746,cuda,0.10304156690835953,0.22738781571388245,1.623242735862732,0.030984561890363693,0.03129461780190468,0.14564788341522217
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,100,2,1,0,0.4901243440108374,0.6534991253477832,cuda,0.08410707861185074,0.18704698979854584,1.514078140258789,0.0173810888081789,0.015638064593076706,0.11486393958330154
uniform,em_uniform,"Euler--Maruyama, uniform t",Euler update,100,2,1,1,0.46956823696382344,0.6260909826184312,cuda,0.06709163635969162,0.18136538565158844,1.5147539377212524,0.02188991755247116,0.023646874353289604,0.11720012128353119
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,1,0,0.022946572047658265,0.030595429396877687,cuda,0.06861040741205215,0.733411431312561,2.550546884536743,0.00955859012901783,0.0097822155803442,0.34216225147247314
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,5,2,1,1,0.023164949961937964,0.03088659994925062,cuda,0.12524661421775818,0.7222050428390503,2.5222246646881104,0.06564114987850189,0.060691773891448975,0.3405688405036926
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,2,1,0,0.04688132798764855,0.06250843731686473,cuda,0.08181385695934296,0.31420210003852844,1.8150967359542847,0.05728624388575554,0.05437854677438736,0.1906338781118393
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,10,2,1,1,0.04566953598987311,0.06089271465316415,cuda,0.0990523025393486,0.3431033194065094,1.859381079673767,0.09769074618816376,0.09229763597249985,0.19216762483119965
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,1,0,0.09416636894457042,0.12555515859276056,cuda,0.06720438599586487,0.21306081116199493,1.5814018249511719,0.009706198237836361,0.010320814326405525,0.12142298370599747
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,20,2,1,1,0.09731693798676133,0.12975591731568178,cuda,0.04391354322433472,0.214230477809906,1.583512544631958,0.025413744151592255,0.022834796458482742,0.12284231185913086
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,2,1,0,0.235043998924084,0.31339199856544536,cuda,0.09330392628908157,0.15052996575832367,1.405510425567627,0.010018665343523026,0.009032053872942924,0.09917917847633362
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,50,2,1,1,0.24268868705257773,0.32358491607010365,cuda,0.09207627922296524,0.17383509874343872,1.4799039363861084,0.08905799686908722,0.08355096727609634,0.11481857299804688
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,100,2,1,0,0.4749275629874319,0.6332367506499091,cuda,0.06823816150426865,0.15893523395061493,1.436974048614502,0.042190201580524445,0.038209542632102966,0.10062149167060852
uniform,em_log,"Euler--Maruyama, log sigma",Euler update,100,2,1,1,0.4731030180118978,0.6308040240158638,cuda,0.09399524331092834,0.1648164689540863,1.4385067224502563,0.01070445403456688,0.010097929276525974,0.10553119331598282
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,2,0,0.023667535046115518,0.03155671339482069,cuda,0.4612489640712738,0.15905752778053284,1.3049284219741821,2594.157958984375,69.14392852783203,0.3012046813964844
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,5,2,2,1,0.023382940096780658,0.03117725346237421,cuda,0.4547443687915802,0.1371137946844101,1.2540391683578491,2589.671630859375,69.69954681396484,0.29669189453125
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,2,2,0,0.04528747999574989,0.06038330666099986,cuda,0.4903493821620941,0.19490784406661987,1.411023497581482,2597.884765625,68.95272827148438,0.3208557665348053
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,10,2,2,1,0.0456290110014379,0.060838681335250534,cuda,0.453773558139801,0.16778121888637543,1.3440895080566406,2589.27294921875,69.53853607177734,0.2977203130722046
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,2,0,0.09302471997216344,0.12403295996288459,cuda,0.48855525255203247,0.1988917589187622,1.4268758296966553,2604.335205078125,69.38871002197266,0.320094496011734
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,20,2,2,1,0.09981573896948248,0.13308765195930997,cuda,0.4531840682029724,0.17532557249069214,1.379285216331482,2581.876220703125,70.43048095703125,0.2971961796283722
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,2,2,0,0.2300811349414289,0.30677484658857185,cuda,0.4547303020954132,0.16790249943733215,1.3787890672683716,2599.390625,69.38795471191406,0.29924771189689636
uniform,sigma_uniform_dpm,"Sigma-space DPM-1, uniform t",DPM predictor,50,2,2,1,0.23176877503283322,0.30902503337711096,cuda,0.4176042079925537,0.17895124852657318,1.3919789791107178,2594.41845703125,69.93470764160156,0.2750481963157654
