stage,epoch,split,total_loss,score_loss,divergence_loss
stage1_score,4,validation,5.3471591796875,5.3471591796875,0.0
stage1_score,5,validation,4.9013828125,4.9013828125,0.0
stage1_score,6,validation,5.766748046875,5.766748046875,0.0
stage1_score,7,validation,5.59098095703125,5.59098095703125,0.0
stage1_score,8,validation,5.3648544921875,5.3648544921875,0.0
stage1_score,9,validation,5.82597216796875,5.82597216796875,0.0
stage1_score,10,validation,5.60598095703125,5.60598095703125,0.0
stage1_score,11,validation,5.34003955078125,5.34003955078125,0.0
stage1_score,12,validation,5.33592236328125,5.33592236328125,0.0
stage1_score,13,validation,6.34581591796875,6.34581591796875,0.0
stage1_score,14,validation,5.69667333984375,5.69667333984375,0.0
stage1_score,15,validation,5.9209228515625,5.9209228515625,0.0
stage1_score,16,validation,4.7791533203125,4.7791533203125,0.0
stage1_score,17,validation,5.28962353515625,5.28962353515625,0.0
stage1_score,18,validation,5.73584326171875,5.73584326171875,0.0
stage1_score,19,validation,5.91633349609375,5.91633349609375,0.0
stage1_score,20,validation,5.2870927734375,5.2870927734375,0.0
stage1_score,21,validation,5.1669609375,5.1669609375,0.0
stage1_score,22,validation,5.0841923828125,5.0841923828125,0.0
stage1_score,23,validation,5.25200244140625,5.25200244140625,0.0
stage1_score,24,validation,5.18894482421875,5.18894482421875,0.0
stage1_score,25,validation,5.03551220703125,5.03551220703125,0.0
stage1_score,26,validation,5.454146484375,5.454146484375,0.0
stage1_score,27,validation,4.6061904296875,4.6061904296875,0.0
stage1_score,28,validation,5.10274755859375,5.10274755859375,0.0
stage1_score,29,validation,5.4679296875,5.4679296875,0.0
stage1_score,30,validation,5.149013671875,5.149013671875,0.0
stage1_score,31,validation,4.93413525390625,4.93413525390625,0.0
stage1_score,32,validation,5.12935400390625,5.12935400390625,0.0
stage1_score,33,validation,5.16296875,5.16296875,0.0
stage1_score,34,validation,5.54864501953125,5.54864501953125,0.0
stage1_score,35,validation,5.17272216796875,5.17272216796875,0.0
stage1_score,36,validation,5.85010107421875,5.85010107421875,0.0
stage1_score,37,validation,5.377630859375,5.377630859375,0.0
stage1_score,38,validation,5.51687255859375,5.51687255859375,0.0
stage1_score,39,validation,4.86841357421875,4.86841357421875,0.0
stage1_score,40,validation,5.62566259765625,5.62566259765625,0.0
stage1_score,41,validation,5.70901123046875,5.70901123046875,0.0
stage1_score,42,validation,5.11089990234375,5.11089990234375,0.0
stage1_score,43,validation,5.8332822265625,5.8332822265625,0.0
stage1_score,44,validation,5.03672705078125,5.03672705078125,0.0
stage1_score,45,validation,5.46602001953125,5.46602001953125,0.0
stage1_score,46,validation,5.118328125,5.118328125,0.0
stage1_score,47,validation,5.1542802734375,5.1542802734375,0.0
stage1_score,48,validation,5.0768251953125,5.0768251953125,0.0
stage1_score,49,validation,5.32053564453125,5.32053564453125,0.0
stage1_score,50,validation,5.59354443359375,5.59354443359375,0.0
stage1_score,51,validation,5.30204248046875,5.30204248046875,0.0
stage1_score,52,validation,4.982626953125,4.982626953125,0.0
stage1_score,53,validation,4.86394287109375,4.86394287109375,0.0
stage1_score,54,validation,5.992197265625,5.992197265625,0.0
stage1_score,55,validation,5.7986669921875,5.7986669921875,0.0
stage1_score,56,validation,5.3408466796875,5.3408466796875,0.0
stage1_score,57,validation,6.0048359375,6.0048359375,0.0
stage1_score,58,validation,6.13454931640625,6.13454931640625,0.0
stage1_score,59,validation,5.37146533203125,5.37146533203125,0.0
stage1_score,60,validation,5.14008837890625,5.14008837890625,0.0
stage1_score,61,validation,5.0915,5.0915,0.0
stage1_score,62,validation,4.83177734375,4.83177734375,0.0
stage1_score,63,validation,5.62153125,5.62153125,0.0
stage1_score,64,validation,5.59094482421875,5.59094482421875,0.0
stage1_score,65,validation,5.42639111328125,5.42639111328125,0.0
stage1_score,66,validation,4.88030126953125,4.88030126953125,0.0
stage1_score,67,validation,4.92651220703125,4.92651220703125,0.0
stage1_score,68,validation,4.9045224609375,4.9045224609375,0.0
stage1_score,69,validation,5.3769638671875,5.3769638671875,0.0
stage1_score,70,validation,4.94497705078125,4.94497705078125,0.0
stage1_score,71,validation,4.88430029296875,4.88430029296875,0.0
stage1_score,72,validation,5.16217138671875,5.16217138671875,0.0
stage1_score,73,validation,4.697833984375,4.697833984375,0.0
stage1_score,74,validation,5.4289208984375,5.4289208984375,0.0
stage1_score,75,validation,5.43362939453125,5.43362939453125,0.0
stage1_score,76,validation,5.29726025390625,5.29726025390625,0.0
stage1_score,77,validation,5.70062841796875,5.70062841796875,0.0
stage1_score,78,validation,4.95525732421875,4.95525732421875,0.0
stage1_score,79,validation,5.41275439453125,5.41275439453125,0.0
stage1_score,80,validation,4.88426123046875,4.88426123046875,0.0
stage1_score,81,validation,5.2307392578125,5.2307392578125,0.0
stage1_score,82,validation,5.1509912109375,5.1509912109375,0.0
stage1_score,83,validation,5.81413623046875,5.81413623046875,0.0
stage1_score,84,validation,5.29090234375,5.29090234375,0.0
stage1_score,85,validation,6.01039013671875,6.01039013671875,0.0
stage1_score,86,validation,4.69500634765625,4.69500634765625,0.0
stage1_score,87,validation,5.22796337890625,5.22796337890625,0.0
stage1_score,88,validation,4.95634814453125,4.95634814453125,0.0
stage1_score,89,validation,5.53280517578125,5.53280517578125,0.0
stage1_score,90,validation,4.903923828125,4.903923828125,0.0
stage1_score,91,validation,5.91013330078125,5.91013330078125,0.0
stage1_score,92,validation,4.87283935546875,4.87283935546875,0.0
stage1_score,93,validation,5.1132431640625,5.1132431640625,0.0
stage1_score,94,validation,5.73553515625,5.73553515625,0.0
stage1_score,95,validation,5.39909521484375,5.39909521484375,0.0
stage1_score,96,validation,5.04566845703125,5.04566845703125,0.0
stage1_score,97,validation,5.8939248046875,5.8939248046875,0.0
stage1_score,98,validation,5.34636181640625,5.34636181640625,0.0
stage1_score,99,validation,5.480359375,5.480359375,0.0
stage1_score,100,validation,5.30483642578125,5.30483642578125,0.0
stage1_score,101,validation,4.9671171875,4.9671171875,0.0
stage1_score,102,validation,4.8649580078125,4.8649580078125,0.0
stage2_joint,1,train,5.420865459637264,5.420268008044308,0.002987295964284969
stage2_joint,2,train,5.385929248400051,5.3855335124618255,0.0009893486586920715
stage2_joint,3,train,5.439108488931681,5.439048606355477,9.98103200602244e-05
stage2_joint,4,train,5.3361247359029464,5.336077393778145,5.917638872933658e-05
stage2_joint,5,train,5.292937708632721,5.292894780239486,4.29248484365149e-05
stage2_joint,6,train,5.384443144420224,5.38440578636306,3.7356274371580854e-05
stage2_joint,7,train,5.345894534996404,5.345855450569211,3.907923519433758e-05
stage2_joint,8,train,5.319437821990693,5.319406857453953,3.09702627437637e-05
stage2_joint,9,train,5.426319248048241,5.426288744860598,3.0491135700739345e-05
stage2_joint,10,train,5.307602180178513,5.307572171389294,3.000470181728941e-05
stage2_joint,11,train,5.435088904495434,5.435058477528565,3.043866723238373e-05
stage2_joint,12,train,5.36905160730757,5.36902190205996,2.968841119414589e-05
stage2_joint,13,train,5.336868132837593,5.336840332377597,2.7793215216047254e-05
stage2_joint,14,train,5.372391587328118,5.3723667659418055,2.481193997061459e-05
stage2_joint,15,train,5.377719522315218,5.3776943334838005,2.5176397757883848e-05
stage2_joint,16,train,5.321616560235962,5.321593962179121,2.2599342358557633e-05
stage2_joint,17,train,5.347975828702492,5.347954214320463,2.1611630540218173e-05
stage2_joint,18,train,5.2461869343467376,5.246165705336939,2.123082251780529e-05
stage2_joint,19,train,5.288345758262498,5.288325307314353,2.0445745723123146e-05
stage2_joint,20,train,5.32892377382654,5.328904842415734,1.8932690335348484e-05
stage2_joint,21,train,5.252601490971988,5.252581848695759,1.9646824514491114e-05
stage2_joint,22,train,5.330364151318054,5.330343821225569,2.0342104341610363e-05
stage2_joint,23,train,5.346073371004265,5.346054109953858,1.9263126698503917e-05
stage2_joint,24,train,5.305113203995063,5.305093145736343,2.00662009595425e-05
stage2_joint,25,train,5.304052138023669,5.3040344080961574,1.773237774586332e-05
stage2_joint,26,train,5.379978533961889,5.379960462565312,1.807505394961602e-05
stage2_joint,27,train,5.292994462986432,5.292977506852211,1.6964901281907632e-05
stage2_joint,28,train,5.383343320856313,5.383326458748039,1.6862343597292686e-05
stage2_joint,29,train,5.320214631795273,5.32019846360092,1.6169322530271636e-05
stage2_joint,30,train,5.291772602159349,5.291757559837283,1.5053777067693989e-05
stage2_joint,31,train,5.3522332379275275,5.352217165954277,1.6082039312091078e-05
stage2_joint,32,train,5.367997630477866,5.367982737670469,1.4897628052564621e-05
stage2_joint,33,train,5.3000308874622934,5.3000154701340225,1.5413111569193537e-05
stage2_joint,34,train,5.299216029345227,5.299200686652338,1.5340619862734718e-05
stage2_joint,35,train,5.320967902673785,5.32095237070947,1.5540993169621926e-05
stage2_joint,36,train,5.364232721353127,5.36421783196042,1.4886790287603958e-05
stage2_joint,37,train,5.287487276618743,5.287471799411433,1.5477172981314895e-05
stage2_joint,38,train,5.303561205632241,5.303546681733388,1.452419292827076e-05
stage2_joint,39,train,5.319089777573295,5.319073646818585,1.6136447551211846e-05
stage2_joint,40,train,5.331109198401956,5.331093470336835,1.572134386435228e-05
stage2_joint,41,train,5.357295294856781,5.35728004631179,1.5258778842431277e-05
stage2_joint,42,train,5.311636185707034,5.31162133253444,1.4852085577333635e-05
stage2_joint,43,train,5.335216062209185,5.335201637946127,1.4432612264583507e-05
stage2_joint,44,train,5.329938445615647,5.32992406549966,1.439156009797918e-05
stage2_joint,45,train,5.288794331782309,5.288780940950984,1.339491253117937e-05
stage2_joint,46,train,5.383193566793067,5.383180352671982,1.3202552942608547e-05
stage2_joint,47,train,5.314747905365341,5.314735755896019,1.2146298367044945e-05
stage2_joint,48,train,5.344728675095932,5.344716292817879,1.237771573269268e-05
stage2_joint,49,train,5.357155072780522,5.357142560012505,1.2508025505099758e-05
stage2_joint,50,train,5.38961761272167,5.389604607750387,1.300018379239805e-05
stage2_joint,51,train,5.209088674042841,5.209076651160979,1.2022394664532593e-05
stage2_joint,52,train,5.341110175466903,5.341098425394434,1.175350922666674e-05
stage2_joint,53,train,5.302453659013714,5.3024408207525076,1.2833438448725454e-05
stage2_joint,54,train,5.279983251235064,5.279971074448217,1.2173169628524814e-05
stage2_joint,55,train,5.344533179178263,5.344518857233969,1.4323834165390132e-05
stage2_joint,56,train,5.37848131272494,5.378468107140582,1.3201737454535229e-05
stage2_joint,57,train,5.221869243075476,5.221856767869057,1.2473489834538178e-05
stage2_joint,58,train,5.298787192859308,5.298773460315012,1.3728855695162588e-05
stage2_joint,59,train,5.296899565406468,5.2968873803268,1.2195420154720432e-05
stage2_joint,60,train,5.240762994844286,5.240750749519719,1.2236781687459515e-05
stage2_joint,61,train,5.272042687164853,5.272031322830474,1.136219928056285e-05
stage2_joint,62,train,5.299427444550692,5.299415973751136,1.1475193572494953e-05
stage2_joint,63,train,5.29813134590988,5.298120812442907,1.054575596495954e-05
stage2_joint,64,train,5.271308319403998,5.271296657869578,1.1651136736805558e-05
stage2_joint,65,train,5.315761910680005,5.3157497925526656,1.2113794585570584e-05
stage2_joint,66,train,5.223976174644802,5.2239653666610915,1.0811285506242433e-05
stage2_joint,67,train,5.347254213103858,5.347243541341913,1.0684058586617618e-05
stage2_joint,68,train,5.294706535949121,5.294693758420627,1.2781378716825719e-05
stage2_joint,69,train,5.407579059552049,5.407566674469072,1.239059758327386e-05
stage2_joint,70,train,5.345467994889945,5.345457372275155,1.0630566362414986e-05
stage2_joint,71,train,5.266705710198873,5.266694000249019,1.1711530511753464e-05
stage2_joint,72,train,5.261566206988166,5.261555391321402,1.0811274987040668e-05
stage2_joint,73,train,5.280960617894713,5.28095017601462,1.0451117819205271e-05
stage2_joint,74,train,5.346688727649582,5.346679160174202,9.575740456252637e-06
stage2_joint,75,train,5.259193763586566,5.259184420871003,9.352942910612204e-06
stage2_joint,76,train,5.330308473201663,5.330299274756781,9.19107995617352e-06
stage2_joint,77,train,5.374495594824672,5.374486738458619,8.863660032217672e-06
stage2_joint,78,train,5.26547351603008,5.265464897350887,8.618034348205176e-06
stage2_joint,79,train,5.348069668060068,5.348060738156214,8.927709888987865e-06
stage2_joint,80,train,5.281993863527732,5.281984764718644,9.098974039291759e-06
stage2_joint,81,train,5.312809964153162,5.312801517915848,8.443971316696278e-06
stage2_joint,82,train,5.262296365533033,5.262286906474082,9.46218554445923e-06
stage2_joint,83,train,5.326992455772732,5.326983271596377,9.175054048468796e-06
stage2_joint,84,train,5.254486889119648,5.254478451906873,8.443397004287565e-06
stage2_joint,85,train,5.295122600760301,5.295115041732789,7.556495562949538e-06
stage2_joint,86,train,5.34971952682261,5.349711772182104,7.748181839450323e-06
stage2_joint,87,train,5.264023955581743,5.264015700323198,8.255858225413733e-06
stage2_joint,88,train,5.2513115538965405,5.25130306753661,8.489026562938423e-06
stage2_joint,89,train,5.2428147389150945,5.242806389020838,8.35271966341521e-06
stage2_joint,90,train,5.327266501282792,5.32725855956602,7.940582096855968e-06
stage2_joint,91,train,5.2634590487955775,5.263451018174895,8.039468253707088e-06
stage2_joint,92,train,5.327820456058474,5.327813138254464,7.325647763939246e-06
stage2_joint,93,train,5.354800720288016,5.35479305040501,7.674505123384948e-06
stage2_joint,94,train,5.388875231657491,5.38886783580341,7.392786574898549e-06
stage2_joint,95,train,5.296966590539879,5.296959659815444,6.934666288476211e-06
stage2_joint,96,train,5.314676378694032,5.314668880033371,7.501598798751827e-06
stage2_joint,97,train,5.236430715721891,5.2364233429169715,7.3742114408888125e-06
stage2_joint,98,train,5.229966209611624,5.229958824489428,7.3834977892056715e-06
stage2_joint,99,train,5.309176490373928,5.309168625243789,7.873149180082794e-06
stage2_joint,100,train,5.200932715554981,5.200925343603734,7.38770506563982e-06
stage2_joint,101,train,5.291898187042197,5.291890784846547,7.416339973072812e-06
stage2_joint,102,train,5.262017839948844,5.262009642496133,8.197446998302437e-06
stage2_joint,103,train,5.2733787730526736,5.2733717365947825,7.03138681643986e-06
stage2_joint,104,train,5.256445672871816,5.256438358116638,7.3146876221632264e-06
stage2_joint,105,train,5.3366179916255,5.336610366011519,7.618846774375995e-06
stage2_joint,106,train,5.290369154425228,5.2903611392926075,8.023260119550874e-06
stage2_joint,107,train,5.371215902143123,5.371208507142714,7.3920237323794155e-06
stage2_joint,108,train,5.302219304770155,5.30221207721154,7.228996080770197e-06
stage2_joint,109,train,5.347716688682965,5.347709847716114,6.8440005361015655e-06
stage2_joint,110,train,5.267918257457216,5.2679107840408745,7.478967362800185e-06
stage2_joint,111,train,5.27228027755952,5.272273587936635,6.687959304235614e-06
stage2_joint,112,train,5.268096975414345,5.268089645536964,7.333247951413554e-06
stage2_joint,1,validation,5.1507978515625,5.15069140625,0.0005320197939872742
stage2_joint,2,validation,6.05515771484375,6.0551201171875,9.35610756278038e-05
stage2_joint,3,validation,5.2108544921875,5.21084619140625,1.4079446904361249e-05
stage2_joint,4,validation,5.8023876953125,5.8023779296875,1.2507441453635693e-05
stage2_joint,5,validation,6.13617919921875,6.13616943359375,9.804550558328629e-06
stage2_joint,6,validation,4.94617919921875,4.946171875,7.566952612251043e-06
stage2_joint,7,validation,5.41123388671875,5.41122705078125,6.960355211049318e-06
stage2_joint,8,validation,5.61812255859375,5.6181142578125,8.31559207290411e-06
stage2_joint,9,validation,5.23999609375,5.2399892578125,6.844081915915012e-06
stage2_joint,10,validation,5.3041123046875,5.3041044921875,7.787533570080995e-06
stage2_joint,11,validation,4.8337412109375,4.8337333984375,7.726010866463184e-06
stage2_joint,12,validation,5.6936171875,5.693611328125,6.009935867041349e-06
stage2_joint,13,validation,5.310869140625,5.3108623046875,6.692211143672467e-06
stage2_joint,14,validation,5.0488515625,5.04884716796875,4.6149413101375105e-06
stage2_joint,15,validation,4.86228271484375,4.8622783203125,4.513953812420368e-06
stage2_joint,16,validation,4.9157978515625,4.91579345703125,4.635745193809271e-06
stage2_joint,17,validation,4.77192138671875,4.7719169921875,4.23784926533699e-06
stage2_joint,18,validation,5.3171552734375,5.3171513671875,4.0999283082783224e-06
stage2_joint,19,validation,4.84323388671875,4.84323046875,3.627448808401823e-06
stage2_joint,20,validation,5.27154931640625,5.271544921875,4.398281220346689e-06
stage2_joint,21,validation,5.55253857421875,5.5525341796875,4.546907730400562e-06
stage2_joint,22,validation,4.97435693359375,4.97435302734375,4.023305140435696e-06
stage2_joint,23,validation,4.63413037109375,4.634126953125,3.556460840627551e-06
stage2_joint,24,validation,4.97394921875,4.9739453125,3.754881210625172e-06
stage2_joint,25,validation,5.37341357421875,5.37341064453125,3.164153778925538e-06
stage2_joint,26,validation,4.6869990234375,4.6869951171875,3.865282982587814e-06
stage2_joint,27,validation,5.704607421875,5.7046044921875,3.1336306128650905e-06
stage2_joint,28,validation,4.860412109375,4.86040771484375,4.185768309980631e-06
stage2_joint,29,validation,5.14837255859375,5.148369140625,3.194445976987481e-06
stage2_joint,30,validation,5.68950244140625,5.68949951171875,3.1719484832137825e-06
stage2_joint,31,validation,5.6336865234375,5.63368408203125,2.2044554352760316e-06
stage2_joint,32,validation,6.167263671875,6.16726171875,2.1197781898081304e-06
stage2_joint,33,validation,4.934318359375,4.9343154296875,3.1395216938108206e-06
stage2_joint,34,validation,5.54503955078125,5.54503759765625,1.966888550668955e-06
stage2_joint,35,validation,5.64110791015625,5.64110595703125,2.126359147951007e-06
stage2_joint,36,validation,5.17484912109375,5.174845703125,3.3685602247714996e-06
stage2_joint,37,validation,4.45033447265625,4.45033203125,2.524002455174923e-06
stage2_joint,38,validation,5.03508740234375,5.03508447265625,2.7097032871097325e-06
stage2_joint,39,validation,4.81145751953125,4.81145458984375,2.963177626952529e-06
stage2_joint,40,validation,4.469919921875,4.4699169921875,2.7920231223106382e-06
stage2_joint,41,validation,5.34109375,5.34109033203125,3.2811341807246207e-06
stage2_joint,42,validation,5.39420263671875,5.39419921875,3.1811734661459923e-06
stage2_joint,43,validation,5.37270361328125,5.372701171875,2.624364336952567e-06
stage2_joint,44,validation,5.80370263671875,5.8037001953125,2.293999306857586e-06
stage2_joint,45,validation,5.761564453125,5.7615625,1.8955657724291086e-06
stage2_joint,46,validation,5.32848876953125,5.328486328125,2.4690383579581977e-06
stage2_joint,47,validation,5.773759765625,5.77375732421875,2.6413160376250744e-06
stage2_joint,48,validation,4.78485986328125,4.7848564453125,3.2179104164242744e-06
stage2_joint,49,validation,5.48469384765625,5.48469189453125,1.983260503038764e-06
stage2_joint,50,validation,5.096796875,5.096794921875,1.9332485971972346e-06
stage2_joint,51,validation,4.7639453125,4.76394287109375,2.3895734921097754e-06
stage2_joint,52,validation,5.52629736328125,5.52629541015625,2.0749852992594243e-06
stage2_joint,53,validation,5.9185673828125,5.9185654296875,1.975510735064745e-06
stage2_joint,54,validation,5.71077783203125,5.71077490234375,3.142371540889144e-06
stage2_joint,55,validation,5.2565263671875,5.2565244140625,1.8780991667881608e-06
stage2_joint,56,validation,5.04860400390625,5.04860205078125,2.132426016032696e-06
stage2_joint,57,validation,5.37155908203125,5.37155615234375,3.113830229267478e-06
stage2_joint,58,validation,6.346705078125,6.346703125,1.9063821528106928e-06
stage2_joint,59,validation,5.767056640625,5.76705419921875,2.3754590656608344e-06
stage2_joint,60,validation,5.756783203125,5.75678125,1.9112201407551767e-06
stage2_joint,61,validation,5.6803076171875,5.68030517578125,2.272370969876647e-06
stage2_joint,62,validation,5.68074169921875,5.6807392578125,2.4626716040074823e-06
stage2_joint,63,validation,5.32579052734375,5.32578857421875,2.170798135921359e-06
stage2_joint,64,validation,4.8545283203125,4.8545263671875,2.0336322486400604e-06
stage2_joint,65,validation,4.7764453125,4.77644384765625,1.6981969820335507e-06
stage2_joint,66,validation,5.51752001953125,5.51751806640625,2.1306956186890602e-06
stage2_joint,67,validation,5.10558447265625,5.10558203125,2.5115273892879486e-06
stage2_joint,68,validation,5.11197314453125,5.11197119140625,1.96567689999938e-06
stage2_joint,69,validation,5.49008447265625,5.49008203125,2.5189078878611327e-06
stage2_joint,70,validation,5.02668603515625,5.0266845703125,1.6286440659314394e-06
stage2_joint,71,validation,5.84069921875,5.840697265625,1.827075844630599e-06
stage2_joint,72,validation,5.2921943359375,5.29219140625,3.023325931280851e-06
stage2_joint,73,validation,6.1940908203125,6.19408935546875,1.600426621735096e-06
stage2_joint,74,validation,5.32032421875,5.32032275390625,1.64878205396235e-06
stage2_joint,75,validation,5.762291015625,5.7622890625,1.7362949438393116e-06
stage2_joint,76,validation,5.08167138671875,5.08166943359375,1.8027189653366803e-06
stage2_joint,77,validation,5.0156484375,5.01564697265625,1.4948967145755888e-06
stage2_joint,78,validation,5.0891552734375,5.08915380859375,1.3578394427895546e-06
stage2_joint,79,validation,5.1525703125,5.15256884765625,1.630582264624536e-06
stage2_joint,80,validation,5.48949951171875,5.489498046875,1.4478180091828108e-06
stage2_joint,81,validation,4.549568359375,4.5495673828125,1.2187771499156952e-06
stage2_joint,82,validation,5.03390869140625,5.0339072265625,1.558746094815433e-06
stage2_joint,83,validation,5.17288427734375,5.17288232421875,1.8424387089908123e-06
stage2_joint,84,validation,5.67515673828125,5.6751552734375,1.5668958658352494e-06
stage2_joint,85,validation,5.00837158203125,5.0083701171875,1.3018391327932477e-06
stage2_joint,86,validation,5.2726083984375,5.27260693359375,1.4640582958236338e-06
stage2_joint,87,validation,4.99724072265625,4.9972392578125,1.3717915862798691e-06
