n_observations,compass_map,analytic_map,absolute_map_error,map_error_in_analytic_std,posterior_std_ratio
5.0,-2.599365472793579,-2.60050892829895,0.0011434555053710938,0.006871312538723618,1.0985074837932847
50.0,-2.598100185394287,-2.643016815185547,0.044916629791259766,0.7258048032608281,1.4201063777390819
200.0,-4.0,-2.6312010288238525,1.3687989711761475,43.52503249663857,1.5361233601882947
