accepted_steps,label,map_error_sigma,n_observations,rejected_steps,repeat,runtime_seconds,sample_mean,sample_std,score_evaluations,std_ratio,truth_mean,truth_std,variant
0,d₁ = 1,0.013788847252521112,1,0,0,1.7722090128809214,-0.14714536022922645,0.7346600064940398,348,1.0389661449169771,-0.15689554810523987,0.7071067811865476,d1_1
0,d₁ = 0.3,0.048243748396207195,1,0,0,1.433277681004256,-0.12278205908978514,1.0685920919131613,348,1.5112174290282296,-0.15689554810523987,0.7071067811865476,d1_0p3
0,d₁ = 0.1,0.019624984586097374,1,0,0,1.4420239401515573,-0.14301860071361686,1.8725253570827896,348,2.6481507558740036,-0.15689554810523987,0.7071067811865476,d1_0p1
0,d₁ = 1/√N,0.0325077097339503,1,0,0,1.3515091252047569,-0.13390912611151967,0.7381949761269639,0,1.0439653469144354,-0.15689554810523987,0.7071067811865476,d1_inverse_sqrt_n
0,d₁ = 1/N,0.02715249602384007,1,0,0,1.4324284018948674,-0.17609526331877956,0.7216350659700611,348,1.0205460973788636,-0.15689554810523987,0.7071067811865476,d1_inverse_n
0,d₁ = 1,0.01040630823963641,2,0,0,2.142984045902267,-0.05247065980864378,0.5402353239015729,348,0.9357150290409534,-0.058478742837905884,0.5773502691896257,d1_1
0,d₁ = 0.3,0.026858133610009823,2,0,0,2.1401687869802117,-0.07398529017561425,0.6398605998675189,348,1.1082710687320423,-0.058478742837905884,0.5773502691896257,d1_0p3
0,d₁ = 0.1,0.10231244518953268,2,0,0,2.1526608779095113,-0.11754885666600118,1.1012909671815092,348,1.907491909075043,-0.058478742837905884,0.5773502691896257,d1_0p1
0,d₁ = 1/√N,0.0065106923071747685,2,0,0,2.045511335832998,-0.054719792881747706,0.5536069093950813,0,0.9588752944934609,-0.058478742837905884,0.5773502691896257,d1_inverse_sqrt_n
0,d₁ = 1/N,0.01703862526238446,2,0,0,2.1501010039355606,-0.06831600269632569,0.5688810923434232,348,0.9853309554040913,-0.058478742837905884,0.5773502691896257,d1_inverse_n
0,d₁ = 1,0.05214221315996394,5,0,0,4.385084253968671,-0.36654743616081154,0.3268390094105481,348,0.8005888010925523,-0.3878344049056371,0.408248290463863,d1_1
0,d₁ = 0.3,0.03690241332748147,5,0,0,4.401165066985413,-0.37276907922672886,0.3419811281764636,348,0.8376792656936669,-0.3878344049056371,0.408248290463863,d1_0p3
0,d₁ = 0.1,0.07884520583741841,5,0,0,4.436443522106856,-0.35564598549890797,0.3685407405101802,348,0.9027367636774033,-0.3878344049056371,0.408248290463863,d1_0p1
0,d₁ = 1/√N,0.0810175732266763,5,0,0,4.292820042930543,-0.35475911913831565,0.3453446604133474,0,0.8459182034074343,-0.3878344049056371,0.408248290463863,d1_inverse_sqrt_n
0,d₁ = 1/N,0.08709856744489022,5,0,0,4.501381909940392,-0.35227660156421675,0.36408687883278285,348,0.8918270751828434,-0.3878344049056371,0.408248290463863,d1_inverse_n
0,d₁ = 1,0.23367180153912803,10,0,0,8.682325436966494,0.2319647177256799,0.1963345636448194,348,0.651168080988018,0.3024194213477048,0.30151134457776363,d1_1
0,d₁ = 0.3,0.22764751098571973,10,0,0,8.785520599922165,0.2337811078232092,0.2038790785501404,348,0.6761904061542114,0.3024194213477048,0.30151134457776363,d1_0p3
0,d₁ = 0.1,0.2179852993550293,10,0,0,8.966617861064151,0.2366943783815174,0.20475253661977874,348,0.67908733884131,0.3024194213477048,0.30151134457776363,d1_0p1
0,d₁ = 1/√N,0.23350704666578181,10,0,0,8.703059606952593,0.2320143977391223,0.20420351394382094,0,0.6772664366237611,0.3024194213477048,0.30151134457776363,d1_inverse_sqrt_n
0,d₁ = 1/N,0.2287994287206646,10,0,0,9.053870668169111,0.23343381098626803,0.20662025064618086,348,0.6852818454825698,0.3024194213477048,0.30151134457776363,d1_inverse_n
0,d₁ = 1,0.3813801261910632,25,0,0,22.167116129072383,-0.026905168337359404,0.09224248411976396,348,0.470346226508949,0.04788963038187761,0.19611613513818404,d1_1
0,d₁ = 0.3,0.37710531312037016,25,0,0,22.21427166298963,-0.026066806007157235,0.09302801593786343,348,0.4743516685779862,0.04788963038187761,0.19611613513818404,d1_0p3
0,d₁ = 0.1,0.36715204621724573,25,0,0,22.1651724120602,-0.02411480959584393,0.09114995126446258,348,0.464775380160526,0.04788963038187761,0.19611613513818404,d1_0p1
0,d₁ = 1/√N,0.37980825272183727,25,0,0,21.924157361965626,-0.02659689623551579,0.09368338234046278,0,0.4776933946533934,0.04788963038187761,0.19611613513818404,d1_inverse_sqrt_n
0,d₁ = 1/N,0.3645766216664295,25,0,0,22.121018637903035,-0.023609726527395347,0.09406680439601384,348,0.4796484711965901,0.04788963038187761,0.19611613513818404,d1_inverse_n
0,d₁ = 0.3,0.16351081497242015,50,0,0,42.427049909951165,-0.2232581352715691,0.05813871848747207,348,0.4151934970054828,-0.24615423147584878,0.14002800840280097,d1_0p3
0,d₁ = 0.1,0.15900475381516052,50,0,0,42.91408817097545,-0.22388912774312,0.0606006601496099,348,0.432775277180888,-0.24615423147584878,0.14002800840280097,d1_0p1
0,d₁ = 1/√N,0.1735737665772424,50,0,0,42.83263778802939,-0.22184904263106486,0.058836146473447745,0,0.4201741290513909,-0.24615423147584878,0.14002800840280097,d1_inverse_sqrt_n
0,d₁ = 1/N,0.16642479269462968,50,0,0,42.78656961582601,-0.2228501089029014,0.05885989100881974,348,0.420343698951319,-0.24615423147584878,0.14002800840280097,d1_inverse_n
0,d₁ = 0.3,0.04478241346881643,100,0,0,84.9170022169128,-0.15724106139549984,0.042333865302877756,348,0.4254500808552067,-0.16169707801672492,0.09950371902099892,d1_0p3
0,d₁ = 0.1,0.05001200141959984,100,0,0,84.9670332360547,-0.1567207043704887,0.041839541259413304,348,0.4204821857018594,-0.16169707801672492,0.09950371902099892,d1_0p1
0,d₁ = 1/√N,0.056822228297607164,100,0,0,84.78790524788201,-0.15604305497805276,0.04165872327740376,0,0.4186649874726014,-0.16169707801672492,0.09950371902099892,d1_inverse_sqrt_n
0,d₁ = 1/N,0.04326045526762483,100,0,0,84.84962456393987,-0.15739249929909904,0.041038497018106364,348,0.4124317907097095,-0.16169707801672492,0.09950371902099892,d1_inverse_n
0,d₁ = 1,0.024020648004692557,1,0,1,1.4728964020032436,-0.06210115603171289,0.730443869024115,348,1.03300362612618,-0.0790863186120987,0.7071067811865476,d1_1
0,d₁ = 0.3,0.02723660006004356,1,0,1,1.4656411760952324,-0.098345503853634,1.0910588211980536,348,1.542990182285089,-0.0790863186120987,0.7071067811865476,d1_0p3
0,d₁ = 0.1,0.04216145239390305,1,0,1,1.4594625041354448,-0.1088989625609247,1.812143097146842,348,2.5627573449458487,-0.0790863186120987,0.7071067811865476,d1_0p1
0,d₁ = 1/√N,0.018686148698948482,1,0,1,1.3627321089152247,-0.06587321615281204,0.7435467495434173,0,1.0515338974627315,-0.0790863186120987,0.7071067811865476,d1_inverse_sqrt_n
0,d₁ = 1/N,0.005803462989268192,1,0,1,1.4643405391834676,-0.07498265040603777,0.7227874295600311,348,1.022175785596584,-0.0790863186120987,0.7071067811865476,d1_inverse_n
0,d₁ = 1,0.024314239322107425,2,0,1,2.256213287822902,-0.16771232169265082,0.5357362355631579,348,0.9279223794510779,-0.18175014853477478,0.5773502691896257,d1_1
0,d₁ = 0.3,0.010983700544009573,2,0,1,2.2541474329773337,-0.1880915923875291,0.6477959924080147,348,1.122015571790184,-0.18175014853477478,0.5773502691896257,d1_0p3
0,d₁ = 0.1,0.006128404559266675,2,0,1,2.2954245880246162,-0.18528838413736473,1.0579898011321327,348,1.8324920894505465,-0.18175014853477478,0.5773502691896257,d1_0p1
0,d₁ = 1/√N,0.03786627845158718,2,0,1,2.0956346800085157,-0.1598880424775416,0.5560324036026558,0,0.963076373694444,-0.18175014853477478,0.5773502691896257,d1_inverse_sqrt_n
0,d₁ = 1/N,0.03582644239577668,2,0,1,2.2694453629665077,-0.1610657523589519,0.5744148740457294,348,0.9949157464704806,-0.18175014853477478,0.5773502691896257,d1_inverse_n
0,d₁ = 1,0.012992476921647539,5,0,1,4.7656928019132465,-0.05666965472496425,0.3279560948111664,348,0.8033250903231796,-0.05136549969514211,0.408248290463863,d1_1
