accepted_steps,label,map_error_sigma,n_observations,rejected_steps,repeat,runtime_seconds,sample_mean,sample_std,score_evaluations,std_ratio,truth_mean,truth_std,variant
0,d₁ = 1,0.016758977813932326,1,0,0,1.917635038960725,-0.14504515479784458,0.7235162441495939,349,1.0232064850735991,-0.15689554810523987,0.7071067811865476,d1_1
0,d₁ = 0.3,0.0009484516054649038,1,0,0,1.4837289990391582,-0.15756620620097966,0.9619825222032021,349,1.3604487296656453,-0.15689554810523987,0.7071067811865476,d1_0p3
0,d₁ = 0.1,0.0852696072990578,1,0,0,1.4925975441001356,-0.21719028103289506,1.366986775938864,349,1.9332112381174127,-0.15689554810523987,0.7071067811865476,d1_0p1
0,d₁ = 1/√N,0.03131758557193192,1,0,0,1.425432306015864,-0.1790404252335429,0.7303395992394731,0,1.0328561663825937,-0.15689554810523987,0.7071067811865476,d1_inverse_sqrt_n
0,d₁ = 1/N,0.017392423873626807,1,0,0,1.486216768855229,-0.14459724156713735,0.7430998175073644,349,1.0509018401158865,-0.15689554810523987,0.7071067811865476,d1_inverse_n
0,d₁ = 1,0.014220975336133286,2,0,0,2.206966278841719,-0.05026825796750685,0.5997513918678314,349,1.0387998826252356,-0.058478742837905884,0.5773502691896257,d1_1
0,d₁ = 0.3,0.010034631099235143,2,0,0,2.19715218921192,-0.06427223765477538,0.7116714619036958,349,1.23265113031402,-0.058478742837905884,0.5773502691896257,d1_0p3
0,d₁ = 0.1,0.08411091820917797,2,0,0,2.2171279969625175,-0.1070402028846244,1.0587117358994276,349,1.8337425171472517,-0.058478742837905884,0.5773502691896257,d1_0p1
0,d₁ = 1/√N,0.0036809367621052375,2,0,0,2.1434633100870997,-0.06060393266837733,0.6155856544290771,0,1.0662256298816988,-0.058478742837905884,0.5773502691896257,d1_inverse_sqrt_n
0,d₁ = 1/N,0.012997724395133468,2,0,0,2.2178818301763386,-0.06598297702924659,0.6659580622281964,349,1.1534731994893523,-0.058478742837905884,0.5773502691896257,d1_inverse_n
0,d₁ = 1,0.10863611894576347,5,0,0,4.390035184798762,-0.3434839138264457,0.46581492629318316,349,1.1410088839904542,-0.3878344049056371,0.408248290463863,d1_1
0,d₁ = 0.3,0.09193433844024446,5,0,0,4.39532914198935,-0.350302376638477,0.5312720647464162,349,1.301345473223587,-0.3878344049056371,0.408248290463863,d1_0p3
0,d₁ = 0.1,0.047642682389306676,5,0,0,4.398290320998058,-0.3683843634519726,0.7028253729571508,349,1.7215635420263025,-0.3878344049056371,0.408248290463863,d1_0p1
0,d₁ = 1/√N,0.076351290944274,5,0,0,4.53682600799948,-0.3566641209029282,0.4960448315410108,0,1.2150567268203154,-0.3878344049056371,0.408248290463863,d1_inverse_sqrt_n
0,d₁ = 1/N,0.03653485589557759,5,0,0,4.402110544964671,-0.3729191318804709,0.5653225640583645,349,1.3847518220248498,-0.3878344049056371,0.408248290463863,d1_inverse_n
0,d₁ = 1,0.2287023333255219,10,0,0,8.129111493937671,0.3713757544029504,0.4212081193318056,349,1.3969892904748418,0.3024194213477048,0.30151134457776363,d1_1
0,d₁ = 0.3,0.14700829593343256,10,0,0,8.11334281717427,0.34674410844924086,0.46024594920233597,349,1.5264631247851195,0.3024194213477048,0.30151134457776363,d1_0p3
0,d₁ = 0.1,0.03342786300141902,10,0,0,8.11514079500921,0.3124983004645134,0.5634470983632783,349,1.8687426144854664,0.3024194213477048,0.30151134457776363,d1_0p1
0,d₁ = 1/√N,0.22076401795425543,10,0,0,8.999523758189753,0.3689822772354819,0.4545234504259351,0,1.50748374348053,0.3024194213477048,0.30151134457776363,d1_inverse_sqrt_n
0,d₁ = 1/N,0.10383688239827998,10,0,0,8.131787094986066,0.33372739699234566,0.5462555658098381,349,1.8117247514345247,0.3024194213477048,0.30151134457776363,d1_inverse_n
0,d₁ = 1,0.2272470360694286,25,0,0,19.4571819039993,0.003322819715986649,0.2753665889614425,349,1.4040996105058787,0.04788963038187761,0.19611613513818404,d1_1
0,d₁ = 0.3,0.2134117996596496,25,0,0,19.5778294140473,0.006036132630232411,0.29038150204322677,349,1.4806609453047963,0.04788963038187761,0.19611613513818404,d1_0p3
0,d₁ = 0.1,0.3167089271629604,25,0,0,19.637274120934308,-0.014222100331486824,0.3171947908256762,349,1.6173824280301046,0.04788963038187761,0.19611613513818404,d1_0p1
0,d₁ = 1/√N,0.22891501096641867,25,0,0,22.04126868210733,0.002995703156028564,0.2985246818816345,0,1.5221831782035327,0.04788963038187761,0.19611613513818404,d1_inverse_sqrt_n
0,d₁ = 1/N,0.3583742671921446,25,0,0,19.78427470801398,-0.02239334496560817,0.3558993621555206,349,1.814737792506225,0.04788963038187761,0.19611613513818404,d1_inverse_n
0,d₁ = 1,0.704978839638983,50,0,0,39.0557463101577,-0.3448710028349111,0.1505360326273275,349,1.0750423029248508,-0.24615423147584878,0.14002800840280097,d1_1
0,d₁ = 0.3,0.7137977112671811,50,0,0,39.59796678600833,-0.34610592407422763,0.160946598859212,349,1.149388616570459,-0.24615423147584878,0.14002800840280097,d1_0p3
0,d₁ = 0.1,0.7081572600679701,50,0,0,39.78437146288343,-0.34531604733566446,0.16032059363804171,349,1.144918045087577,-0.24615423147584878,0.14002800840280097,d1_0p1
0,d₁ = 1/√N,0.6799032657499187,50,0,0,43.06958228908479,-0.3413597316853702,0.16115643475885041,0,1.1508871446294655,-0.24615423147584878,0.14002800840280097,d1_inverse_sqrt_n
0,d₁ = 1/N,0.6742230354771998,50,0,0,39.83878113003448,-0.34056432206680376,0.17262216612804074,349,1.2327688445834368,-0.24615423147584878,0.14002800840280097,d1_inverse_n
0,d₁ = 1,0.5268941692841332,100,0,0,78.7709473259747,-0.21412498746439815,0.07937873563101518,349,0.7977464200535396,-0.16169707801672492,0.09950371902099892,d1_1
0,d₁ = 0.3,0.5308231366526723,100,0,0,78.82567844819278,-0.21451595552265645,0.0817757267122901,349,0.8218358822852886,-0.16169707801672492,0.09950371902099892,d1_0p3
0,d₁ = 0.1,0.5651716501640677,100,0,0,78.82202472910285,-0.217933751296252,0.08165160317743046,349,0.8205884561982955,-0.16169707801672492,0.09950371902099892,d1_0p1
0,d₁ = 1/√N,0.5363207785119946,100,0,0,85.08173730107956,-0.21506299006690582,0.07956547710644529,0,0.7996231486549168,-0.16169707801672492,0.09950371902099892,d1_inverse_sqrt_n
0,d₁ = 1/N,0.5424101160781173,100,0,0,78.80946917203255,-0.215668918179969,0.08220701121004736,349,0.8261702378450667,-0.16169707801672492,0.09950371902099892,d1_inverse_n
0,d₁ = 1,0.010027915372499994,1,0,1,1.5286178530659527,-0.086177124364612,0.7351475983049585,349,1.0396557038688803,-0.0790863186120987,0.7071067811865476,d1_1
0,d₁ = 0.3,0.03461078126290362,1,0,1,1.5087426810059696,-0.10355982695457835,0.9435548815104462,349,1.3343881102754116,-0.0790863186120987,0.7071067811865476,d1_0p3
0,d₁ = 0.1,0.07247793340888019,1,0,1,1.504840775160119,-0.13033595397416503,1.3783722666742604,349,1.9493127535296835,-0.0790863186120987,0.7071067811865476,d1_0p1
0,d₁ = 1/√N,0.039939348349450905,1,0,1,1.4540106849744916,-0.10732770266616717,0.7240652227866623,0,1.0239828581075943,-0.0790863186120987,0.7071067811865476,d1_inverse_sqrt_n
0,d₁ = 1/N,0.03281806506149274,1,0,1,1.5026922831311822,-0.10229218808747828,0.7410028131443789,349,1.047936228105397,-0.0790863186120987,0.7071067811865476,d1_inverse_n
0,d₁ = 1,0.02827125909244998,2,0,1,2.2689263459760696,-0.16542771566356532,0.5899778685213862,349,1.021871643620232,-0.18175014853477478,0.5773502691896257,d1_1
0,d₁ = 0.3,0.0010607732562881837,2,0,1,2.265129145933315,-0.1811377129085983,0.7332997767268903,349,1.2701124704698878,-0.18175014853477478,0.5773502691896257,d1_0p3
0,d₁ = 0.1,0.01761301720444513,2,0,1,2.270025657955557,-0.19191902172503372,1.0484015486878648,349,1.815884749061278,-0.18175014853477478,0.5773502691896257,d1_0p1
0,d₁ = 1/√N,0.03845174214884381,2,0,1,2.1943766509648412,-0.15955002485432973,0.6188899425165474,0,1.0719488247320421,-0.18175014853477478,0.5773502691896257,d1_inverse_sqrt_n
0,d₁ = 1/N,0.02936566221620638,2,0,1,2.2860369400586933,-0.16479587914266933,0.6626985534956896,349,1.147827564756936,-0.18175014853477478,0.5773502691896257,d1_inverse_n
0,d₁ = 1,0.09613658158768046,5,0,1,4.529152790084481,-0.012117904129205272,0.4808342747635505,349,1.1777986240119054,-0.05136549969514211,0.408248290463863,d1_1
0,d₁ = 0.3,0.05834125905027869,5,0,1,4.520468728849664,-0.027547779525086906,0.5164919005417508,349,1.2651416126076078,-0.05136549969514211,0.408248290463863,d1_0p3
0,d₁ = 0.1,0.042666050878630825,5,0,1,4.503835111856461,-0.0687838424552853,0.7089946967847359,349,1.7366752374618801,-0.05136549969514211,0.408248290463863,d1_0p1
0,d₁ = 1/√N,0.024890634730507646,5,0,1,4.769238758133724,-0.04120394061785191,0.5102568277382195,0,1.2498688657298516,-0.05136549969514211,0.408248290463863,d1_inverse_sqrt_n
0,d₁ = 1/N,0.03710987157510651,5,0,1,4.518027238082141,-0.03621545929213365,0.5621461020000903,349,1.3769711107947673,-0.05136549969514211,0.408248290463863,d1_inverse_n
0,d₁ = 1,0.15135632845805713,10,0,1,8.323059221962467,0.1643926037903875,0.41913221421569513,349,1.3901042921043243,0.11875695532018488,0.30151134457776363,d1_1
0,d₁ = 0.3,0.11732335685413789,10,0,1,8.401330255903304,0.1541312799025327,0.456835624196865,349,1.5151523563288056,0.11875695532018488,0.30151134457776363,d1_0p3
0,d₁ = 0.1,0.01963260937410718,10,0,1,8.456187031930313,0.11283751225316276,0.5548586738525315,349,1.8402580328430276,0.11875695532018488,0.30151134457776363,d1_0p1
0,d₁ = 1/√N,0.1166643935577006,10,0,1,9.078162580030039,0.15393259348611657,0.45324272990260267,0,1.5032360740433286,0.11875695532018488,0.30151134457776363,d1_inverse_sqrt_n
0,d₁ = 1/N,0.03363338031482513,10,0,1,8.461854472989216,0.1288978105057031,0.5628383054413868,349,1.866723476788528,0.11875695532018488,0.30151134457776363,d1_inverse_n
0,d₁ = 1,0.06843640544120637,25,0,1,20.344517229124904,0.2150559287900105,0.2808776830247666,349,1.4322007866760138,0.20163442939519882,0.19611613513818404,d1_1
0,d₁ = 0.3,0.07320210527381814,25,0,1,20.362796774832532,0.2159905357908768,0.2929229004011894,349,1.4936195851238605,0.20163442939519882,0.19611613513818404,d1_0p3
0,d₁ = 0.1,0.044160148408283924,25,0,1,20.42608762299642,0.19297391977906228,0.3173872988885178,349,1.6183640303990579,0.20163442939519882,0.19611613513818404,d1_0p1
0,d₁ = 1/√N,0.035759372638789734,25,0,1,22.090397046878934,0.2086474193520844,0.2969269576213857,0,1.5140363510231836,0.20163442939519882,0.19611613513818404,d1_inverse_sqrt_n
0,d₁ = 1/N,0.07712752778031064,25,0,1,20.434238145826384,0.18650847916211932,0.3552210212131394,349,1.8112789188041543,0.20163442939519882,0.19611613513818404,d1_inverse_n
0,d₁ = 1,0.17882443578556664,50,0,1,39.848432866856456,0.2938547748948137,0.15534026573402093,349,1.109351389810338,0.31889520264139365,0.14002800840280097,d1_1
0,d₁ = 0.3,0.24788729339401733,50,0,1,39.85767555818893,0.28418406209349634,0.15944002085988743,349,1.1386294976162652,0.31889520264139365,0.14002800840280097,d1_0p3
0,d₁ = 0.1,0.2701377262149935,50,0,1,39.874810847919434,0.2810683675571345,0.16235780168359676,349,1.15946662053896,0.31889520264139365,0.14002800840280097,d1_0p1
0,d₁ = 1/√N,0.20199823231098082,50,0,1,43.0879810329061,0.2906097924700007,0.15905079302434133,0,1.135849854886316,0.31889520264139365,0.14002800840280097,d1_inverse_sqrt_n
0,d₁ = 1/N,0.29410251396803677,50,0,1,39.88449627486989,0.277712615934511,0.17327123509101391,349,1.2374041241276983,0.31889520264139365,0.14002800840280097,d1_inverse_n
0,d₁ = 1,0.9849427695946098,100,0,1,78.71249438310042,0.17388314645613234,0.07979345009456038,349,0.8019142488304487,0.2718886086846342,0.09950371902099892,d1_1
0,d₁ = 0.3,0.9855934542727735,100,0,1,78.80915878899395,0.1738184079490602,0.0814351046995649,349,0.8184126734235845,0.2718886086846342,0.09950371902099892,d1_0p3
0,d₁ = 0.1,1.008443643210156,100,0,1,78.77778799296357,0.17154470980539918,0.08002483343704782,349,0.8042396226432467,0.2718886086846342,0.09950371902099892,d1_0p1
0,d₁ = 1/√N,0.9802249925905199,100,0,1,84.98646749299951,0.17435257644454638,0.07933458263914368,0,0.7973026879769307,0.2718886086846342,0.09950371902099892,d1_inverse_sqrt_n
0,d₁ = 1/N,0.9817294804946425,100,0,1,78.66523136314936,0.17420288043965895,0.08250237471098185,349,0.8291386042924771,0.2718886086846342,0.09950371902099892,d1_inverse_n
0,d₁ = 1,0.13042999762532928,1,0,2,1.5139349261298776,0.5438464391675467,0.7377131037738354,349,1.0432838764973085,0.6360743641853333,0.7071067811865476,d1_1
0,d₁ = 0.3,0.15536980517577167,1,0,2,1.5130206851754338,0.5262113858082642,0.9445300104855523,349,1.3357671508970697,0.6360743641853333,0.7071067811865476,d1_0p3
0,d₁ = 0.1,0.2715314087062229,1,0,2,1.5376197139266878,0.44407266880727064,1.3942739790174785,349,1.9718011707904182,0.6360743641853333,0.7071067811865476,d1_0p1
