correction,label,mean_error_sigma,method,n_observations,repeat,runtime_seconds,sample_mean,sample_std,std_ratio,theta_true,truth_mean,truth_std,variant
uncorrected,Langevin + uncorrected,0.01314054150134325,langevin,2.0,0.0,4.872860047034919,-0.06606543809175491,0.5145763754844666,0.8912724256515503,-0.1467950940132141,-0.058478742837905884,0.5773502691896257,langevin_raw
fnpe,Langevin + F-NPSE,0.002308156108483672,langevin,2.0,0.0,4.880702673923224,-0.05714612826704979,0.6002616882324219,1.0396838188171387,-0.1467950940132141,-0.058478742837905884,0.5773502691896257,langevin_fnpe
gauss,DPM-2 + Gaussian,0.09469848871231079,dpm,5.0,0.0,4.524584674043581,-0.349173903465271,0.46156004071235657,1.1305865049362183,-0.1467950940132141,-0.3878343900044759,0.408248290463863,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.1059947982430458,dpm,5.0,0.0,4.6934253020444885,-0.34456220269203186,0.4592999219894409,1.12505042552948,-0.1467950940132141,-0.3878343900044759,0.408248290463863,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.020365674048662186,dpm,5.0,0.0,4.558618428069167,-0.3961486518383026,0.33843228220939636,0.8289863467216492,-0.1467950940132141,-0.3878343900044759,0.408248290463863,dpm_raw
gauss,Langevin + Gaussian,0.07522983849048615,langevin,5.0,0.0,10.890418424969539,-0.35712194442749023,0.47372475266456604,1.160383939743042,-0.1467950940132141,-0.3878343900044759,0.408248290463863,langevin_gauss
uncorrected,Langevin + uncorrected,0.05787741020321846,langevin,5.0,0.0,10.761494714068249,-0.3642060458660126,0.2923955023288727,0.7162197828292847,-0.1467950940132141,-0.3878343900044759,0.408248290463863,langevin_raw
fnpe,Langevin + F-NPSE,0.06704802066087723,langevin,5.0,0.0,10.797713075997308,-0.36046215891838074,0.4403308033943176,1.0785857439041138,-0.1467950940132141,-0.3878343900044759,0.408248290463863,langevin_fnpe
gauss,DPM-2 + Gaussian,0.20080958306789398,dpm,10.0,0.0,9.150760878925212,0.36296582221984863,0.4239155948162079,1.4059689044952393,-0.1467950940132141,0.3024194457314231,0.30151134457776363,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.22466379404067993,dpm,10.0,0.0,9.297736237989739,0.3701581358909607,0.41098904609680176,1.3630964756011963,-0.1467950940132141,0.3024194457314231,0.30151134457776363,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.13971662521362305,dpm,10.0,0.0,9.102041402948089,0.26029330492019653,0.1988757848739624,0.65959632396698,-0.1467950940132141,0.3024194457314231,0.30151134457776363,dpm_raw
gauss,Langevin + Gaussian,0.19586654007434845,langevin,10.0,0.0,21.26646988489665,0.3614754378795624,0.4194309711456299,1.3910951614379883,-0.1467950940132141,0.3024194457314231,0.30151134457776363,langevin_gauss
uncorrected,Langevin + uncorrected,0.4239574670791626,langevin,10.0,0.0,21.160975176957436,0.17459146678447723,0.16853468120098114,0.5589662790298462,-0.1467950940132141,0.3024194457314231,0.30151134457776363,langevin_raw
fnpe,Langevin + F-NPSE,0.05301233381032944,langevin,10.0,0.0,21.202111136051826,0.28643563389778137,0.3348850905895233,1.1106882095336914,-0.1467950940132141,0.3024194457314231,0.30151134457776363,langevin_fnpe
gauss,DPM-2 + Gaussian,0.23084110021591187,dpm,25.0,0.0,22.29147047700826,0.00261795986443758,0.2804460823535919,1.4300000667572021,-0.1467950940132141,0.04788962235817543,0.19611613513818404,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.23251542448997498,dpm,25.0,0.0,22.406682110973634,0.0022895976435393095,0.28057172894477844,1.430640697479248,-0.1467950940132141,0.04788962235817543,0.19611613513818404,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.35851994156837463,dpm,25.0,0.0,22.089577354025096,-0.022421926259994507,0.09043026715517044,0.46110570430755615,-0.1467950940132141,0.04788962235817543,0.19611613513818404,dpm_raw
gauss,Langevin + Gaussian,0.2593178451061249,langevin,25.0,0.0,51.1134163599927,-0.0029667874332517385,0.2841002345085144,1.4486325979232788,-0.1467950940132141,0.04788962235817543,0.19611613513818404,langevin_gauss
uncorrected,Langevin + uncorrected,0.398571640253067,langevin,25.0,0.0,50.86730629892554,-0.030276702716946602,0.09294146299362183,0.4739103317260742,-0.1467950940132141,0.04788962235817543,0.19611613513818404,langevin_raw
fnpe,Langevin + F-NPSE,0.098960280418396,langevin,25.0,0.0,51.19009394408204,0.028481915593147278,0.21825923025608063,1.112908124923706,-0.1467950940132141,0.04788962235817543,0.19611613513818404,langevin_fnpe
gauss,DPM-2 + Gaussian,0.6969792246818542,dpm,50.0,0.0,43.251786694978364,-0.34375086426734924,0.15073056519031525,1.0764315128326416,-0.1467950940132141,-0.24615424287085438,0.14002800840280097,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.7454702258110046,dpm,50.0,0.0,43.423841546988115,-0.35054096579551697,0.15163441002368927,1.0828862190246582,-0.1467950940132141,-0.24615424287085438,0.14002800840280097,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.15814822912216187,dpm,50.0,0.0,43.07335292606149,-0.22400906682014465,0.0593869648873806,0.42410773038864136,-0.1467950940132141,-0.24615424287085438,0.14002800840280097,dpm_raw
gauss,Langevin + Gaussian,0.7361624836921692,langevin,50.0,0.0,99.56774459395092,-0.3492376208305359,0.15707539021968842,1.121742606163025,-0.1467950940132141,-0.24615424287085438,0.14002800840280097,langevin_gauss
uncorrected,Langevin + uncorrected,0.20293140411376953,langevin,50.0,0.0,99.24466488789767,-0.21773816645145416,0.061837658286094666,0.4416092038154602,-0.1467950940132141,-0.24615424287085438,0.14002800840280097,langevin_raw
fnpe,Langevin + F-NPSE,0.18650010228157043,langevin,50.0,0.0,99.41461805300787,-0.27226948738098145,0.15657229721546173,1.118149757385254,-0.1467950940132141,-0.24615424287085438,0.14002800840280097,langevin_fnpe
gauss,DPM-2 + Gaussian,0.5313419103622437,dpm,100.0,0.0,85.36298096796963,-0.21456760168075562,0.07777981460094452,0.7816774845123291,-0.1467950940132141,-0.16169710442571356,0.09950371902099892,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.5450748801231384,dpm,100.0,0.0,85.61404517595656,-0.21593408286571503,0.07994795590639114,0.8034670352935791,-0.1467950940132141,-0.16169710442571356,0.09950371902099892,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.052123211324214935,dpm,100.0,0.0,85.14967479696497,-0.15651065111160278,0.04108298197388649,0.4128788709640503,-0.1467950940132141,-0.16169710442571356,0.09950371902099892,dpm_raw
gauss,Langevin + Gaussian,0.5254427790641785,langevin,100.0,0.0,195.6435601360863,-0.21398061513900757,0.07946471869945526,0.7986105680465698,-0.1467950940132141,-0.16169710442571356,0.09950371902099892,langevin_gauss
uncorrected,Langevin + uncorrected,0.044938426464796066,langevin,100.0,0.0,196.02620266808663,-0.1572255641222,0.04278074577450752,0.42994117736816406,-0.1467950940132141,-0.16169710442571356,0.09950371902099892,langevin_raw
fnpe,Langevin + F-NPSE,0.26465120911598206,langevin,100.0,0.0,195.9883855129592,-0.1880308836698532,0.10825630277395248,1.0879623889923096,-0.1467950940132141,-0.16169710442571356,0.09950371902099892,langevin_fnpe
gauss,DPM-2 + Gaussian,0.026172783225774765,dpm,1.0,1.0,1.437968704965897,-0.0975932702422142,0.7316204309463501,1.0346676111221313,0.334337055683136,-0.0790863186120987,0.7071067811865476,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.006545711308717728,dpm,1.0,1.0,1.5440588829806075,-0.08371483534574509,0.7343435883522034,1.0385186672210693,0.334337055683136,-0.0790863186120987,0.7071067811865476,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.009250338189303875,dpm,1.0,1.0,1.3906993659911677,-0.07254534214735031,0.7405939698219299,1.0473580360412598,0.334337055683136,-0.0790863186120987,0.7071067811865476,dpm_raw
gauss,Langevin + Gaussian,0.04586949944496155,langevin,1.0,1.0,3.412035741028376,-0.11152095347642899,0.7477580308914185,1.0574895143508911,0.334337055683136,-0.0790863186120987,0.7071067811865476,langevin_gauss
uncorrected,Langevin + uncorrected,0.024104604497551918,langevin,1.0,1.0,3.3067721689585596,-0.062041789293289185,0.6845804452896118,0.9681429862976074,0.334337055683136,-0.0790863186120987,0.7071067811865476,langevin_raw
fnpe,Langevin + F-NPSE,0.0009477350977249444,langevin,1.0,1.0,3.2909338420722634,-0.0797564685344696,0.6938297152519226,0.9812234044075012,0.334337055683136,-0.0790863186120987,0.7071067811865476,langevin_fnpe
gauss,DPM-2 + Gaussian,0.04069758579134941,dpm,2.0,1.0,2.284472980070859,-0.15825337171554565,0.5949710607528687,1.0305200815200806,0.334337055683136,-0.18175013860066733,0.5773502691896257,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.011105624958872795,dpm,2.0,1.0,2.4089539110427722,-0.17533829808235168,0.5887539982795715,1.0197519063949585,0.334337055683136,-0.18175013860066733,0.5773502691896257,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.015066619962453842,dpm,2.0,1.0,2.214517385000363,-0.1904488503932953,0.5680171251296997,0.9838345646858215,0.334337055683136,-0.18175013860066733,0.5773502691896257,dpm_raw
gauss,Langevin + Gaussian,0.027281926944851875,langevin,2.0,1.0,5.3085585799999535,-0.1659989058971405,0.5978088974952698,1.035435438156128,0.334337055683136,-0.18175013860066733,0.5773502691896257,langevin_gauss
uncorrected,Langevin + uncorrected,0.029819602146744728,langevin,2.0,1.0,5.119747914024629,-0.19896648824214935,0.5277209281921387,0.9140394926071167,0.334337055683136,-0.18175013860066733,0.5773502691896257,langevin_raw
fnpe,Langevin + F-NPSE,0.0522129125893116,langevin,2.0,1.0,5.122645240044221,-0.15160499513149261,0.5914335250854492,1.0243929624557495,0.334337055683136,-0.18175013860066733,0.5773502691896257,langevin_fnpe
gauss,DPM-2 + Gaussian,0.10151644051074982,dpm,5.0,1.0,4.816988936974667,-0.009921579621732235,0.46772801876068115,1.1456949710845947,0.334337055683136,-0.05136549472808838,0.408248290463863,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.0576055534183979,dpm,5.0,1.0,4.944330046069808,-0.027848124504089355,0.4687555134296417,1.1482118368148804,0.334337055683136,-0.05136549472808838,0.408248290463863,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.021421507000923157,dpm,5.0,1.0,4.759857579949312,-0.06011078879237175,0.3444876968860626,0.8438190221786499,0.334337055683136,-0.05136549472808838,0.408248290463863,dpm_raw
gauss,Langevin + Gaussian,0.08168361335992813,langevin,5.0,1.0,11.229170029982924,-0.018018297851085663,0.4820554554462433,1.180789828300476,0.334337055683136,-0.05136549472808838,0.408248290463863,langevin_gauss
uncorrected,Langevin + uncorrected,0.07213962078094482,langevin,5.0,1.0,11.067398373037577,-0.0808163732290268,0.2777425944805145,0.6803275942802429,0.334337055683136,-0.05136549472808838,0.408248290463863,langevin_raw
fnpe,Langevin + F-NPSE,0.024545708671212196,langevin,5.0,1.0,11.063200814067386,-0.061386238783597946,0.4377589225769043,1.0722860097885132,0.334337055683136,-0.05136549472808838,0.408248290463863,langevin_fnpe
gauss,DPM-2 + Gaussian,0.08151654154062271,dpm,10.0,1.0,9.215711859986186,0.14333511888980865,0.42133963108062744,1.3974254131317139,0.334337055683136,0.11875695532018488,0.30151134457776363,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.10599321126937866,dpm,10.0,1.0,9.389318936038762,0.15071511268615723,0.4148276150226593,1.3758275508880615,0.334337055683136,0.11875695532018488,0.30151134457776363,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.10050240159034729,dpm,10.0,1.0,9.139424143009819,0.08845434337854385,0.2092428207397461,0.6939799189567566,0.334337055683136,0.11875695532018488,0.30151134457776363,dpm_raw
gauss,Langevin + Gaussian,0.13475492596626282,langevin,10.0,1.0,21.308615840040147,0.15938709676265717,0.42668986320495605,1.4151701927185059,0.334337055683136,0.11875695532018488,0.30151134457776363,langevin_gauss
uncorrected,Langevin + uncorrected,0.2244543880224228,langevin,10.0,1.0,21.063393439049833,0.05108141154050827,0.16878058016300201,0.5597818493843079,0.334337055683136,0.11875695532018488,0.30151134457776363,langevin_raw
fnpe,Langevin + F-NPSE,0.026334920898079872,langevin,10.0,1.0,21.114457759074867,0.11081667989492416,0.3285205066204071,1.0895792245864868,0.334337055683136,0.11875695532018488,0.30151134457776363,langevin_fnpe
gauss,DPM-2 + Gaussian,0.057093191891908646,dpm,25.0,1.0,22.259123155963607,0.21283133327960968,0.2793191969394684,1.424254059791565,0.334337055683136,0.20163444372323844,0.19611613513818404,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.06759624183177948,dpm,25.0,1.0,22.324126936960965,0.21489115059375763,0.26886436343193054,1.370944619178772,0.334337055683136,0.20163444372323844,0.19611613513818404,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.4570462703704834,dpm,25.0,1.0,22.094920937903225,0.11200028657913208,0.09198451042175293,0.46903082728385925,0.334337055683136,0.20163444372323844,0.19611613513818404,dpm_raw
gauss,Langevin + Gaussian,0.08649849146604538,langevin,25.0,1.0,50.97172469901852,0.21859818696975708,0.279262512922287,1.4239649772644043,0.334337055683136,0.20163444372323844,0.19611613513818404,langevin_gauss
uncorrected,Langevin + uncorrected,0.6033763885498047,langevin,25.0,1.0,50.82023590209428,0.08330259472131729,0.09264734387397766,0.4724106192588806,0.334337055683136,0.20163444372323844,0.19611613513818404,langevin_raw
fnpe,Langevin + F-NPSE,0.04455734044313431,langevin,25.0,1.0,51.0714326959569,0.1928960233926773,0.21645796298980713,1.103723406791687,0.334337055683136,0.20163444372323844,0.19611613513818404,langevin_fnpe
gauss,DPM-2 + Gaussian,0.23924390971660614,dpm,50.0,1.0,43.35542827099562,0.2853943407535553,0.15236499905586243,1.0881036520004272,0.334337055683136,0.3188951903698491,0.14002800840280097,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.21909263730049133,dpm,50.0,1.0,43.42289376910776,0.28821608424186707,0.14856381714344025,1.0609577894210815,0.334337055683136,0.3188951903698491,0.14002800840280097,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,1.180416226387024,dpm,50.0,1.0,42.99414074397646,0.15360385179519653,0.0602644644677639,0.4303743541240692,0.334337055683136,0.3188951903698491,0.14002800840280097,dpm_raw
gauss,Langevin + Gaussian,0.19808833301067352,langevin,50.0,1.0,99.0759806210408,0.2911572754383087,0.1569918990135193,1.121146321296692,0.334337055683136,0.3188951903698491,0.14002800840280097,langevin_gauss
uncorrected,Langevin + uncorrected,1.1948636770248413,langevin,50.0,1.0,98.78879255102947,0.151580810546875,0.06104487553238869,0.43594759702682495,0.334337055683136,0.3188951903698491,0.14002800840280097,langevin_raw
fnpe,Langevin + F-NPSE,0.06966070085763931,langevin,50.0,1.0,98.87002527201548,0.30914074182510376,0.15281300246715546,1.0913031101226807,0.334337055683136,0.3188951903698491,0.14002800840280097,langevin_fnpe
gauss,DPM-2 + Gaussian,0.9794813990592957,dpm,100.0,1.0,85.09556634200271,0.17442657053470612,0.07841673493385315,0.7880784273147583,0.334337055683136,0.2718886196023167,0.09950371902099892,dpm_gauss
gauss_full,DPM-2 + full Gaussian,1.0120772123336792,dpm,100.0,1.0,85.37275374901947,0.17118316888809204,0.0785599946975708,0.7895181775093079,0.334337055683136,0.2718886196023167,0.09950371902099892,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,1.6105563640594482,dpm,100.0,1.0,84.96749813295901,0.11163227260112762,0.042006585747003555,0.42216095328330994,0.334337055683136,0.2718886196023167,0.09950371902099892,dpm_raw
gauss,Langevin + Gaussian,0.9428949952125549,langevin,100.0,1.0,195.69930796395056,0.17806705832481384,0.07990733534097672,0.8030588030815125,0.334337055683136,0.2718886196023167,0.09950371902099892,langevin_gauss
uncorrected,Langevin + uncorrected,1.608130693435669,langevin,100.0,1.0,195.5168458899716,0.11187363415956497,0.04333954676985741,0.4355570673942566,0.334337055683136,0.2718886196023167,0.09950371902099892,langevin_raw
fnpe,Langevin + F-NPSE,0.136388897895813,langevin,100.0,1.0,195.64892515097745,0.25831741094589233,0.10936319082975388,1.0990865230560303,0.334337055683136,0.2718886196023167,0.09950371902099892,langevin_fnpe
gauss,DPM-2 + Gaussian,0.1471092849969864,dpm,1.0,2.0,1.4381838669069111,0.5320523977279663,0.7333130240440369,1.0370612144470215,1.2412772178649902,0.6360743641853333,0.7071067811865476,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.12883339822292328,dpm,1.0,2.0,1.5263097860151902,0.5449753999710083,0.7390244603157043,1.0451384782791138,1.2412772178649902,0.6360743641853333,0.7071067811865476,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.12754133343696594,dpm,1.0,2.0,1.375629884074442,0.5458890199661255,0.7352150082588196,1.0397510528564453,1.2412772178649902,0.6360743641853333,0.7071067811865476,dpm_raw
gauss,Langevin + Gaussian,0.14100633561611176,langevin,1.0,2.0,3.3574739519972354,0.5363678336143494,0.7578103542327881,1.07170569896698,1.2412772178649902,0.6360743641853333,0.7071067811865476,langevin_gauss
uncorrected,Langevin + uncorrected,0.07114438712596893,langevin,1.0,2.0,3.253893259097822,0.5857676863670349,0.7034447193145752,0.9948210716247559,1.2412772178649902,0.6360743641853333,0.7071067811865476,langevin_raw
fnpe,Langevin + F-NPSE,0.0660087913274765,langevin,1.0,2.0,3.2250381329795346,0.5893990993499756,0.7133380174636841,1.0088123083114624,1.2412772178649902,0.6360743641853333,0.7071067811865476,langevin_fnpe
gauss,DPM-2 + Gaussian,0.06279158592224121,dpm,2.0,2.0,2.241367122041993,0.8427627086639404,0.612209141254425,1.0603773593902588,1.2412772178649902,0.8790154457092285,0.5773502691896257,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.09909191727638245,dpm,2.0,2.0,2.3431963730836287,0.8218047022819519,0.5960086584091187,1.0323172807693481,1.2412772178649902,0.8790154457092285,0.5773502691896257,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.009614167734980583,dpm,2.0,2.0,2.1834875190397725,0.8845661878585815,0.595538318157196,1.031502604484558,1.2412772178649902,0.8790154457092285,0.5773502691896257,dpm_raw
gauss,Langevin + Gaussian,0.0682414323091507,langevin,2.0,2.0,5.255036127986386,0.8396162390708923,0.6099169850349426,1.0564072132110596,1.2412772178649902,0.8790154457092285,0.5773502691896257,langevin_gauss
uncorrected,Langevin + uncorrected,0.0640721544623375,langevin,2.0,2.0,5.111164449015632,0.8420233726501465,0.5207558274269104,0.9019755721092224,1.2412772178649902,0.8790154457092285,0.5773502691896257,langevin_raw
fnpe,Langevin + F-NPSE,0.022302977740764618,langevin,2.0,2.0,5.092385101947002,0.8661388158798218,0.5926503539085388,1.0265005826950073,1.2412772178649902,0.8790154457092285,0.5773502691896257,langevin_fnpe
gauss,DPM-2 + Gaussian,0.2046986073255539,dpm,5.0,2.0,4.79550875199493,1.0143394470214844,0.4929165542125702,1.207394003868103,1.2412772178649902,0.9307715892791748,0.408248290463863,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.21935096383094788,dpm,5.0,2.0,4.942700915969908,1.020321249961853,0.48753830790519714,1.1942200660705566,1.2412772178649902,0.9307715892791748,0.408248290463863,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.15262998640537262,dpm,5.0,2.0,4.7545412050094455,0.9930825233459473,0.34128713607788086,0.8359792828559875,1.2412772178649902,0.9307715892791748,0.408248290463863,dpm_raw
gauss,Langevin + Gaussian,0.2394009828567505,langevin,5.0,2.0,11.108377667027526,1.0285066366195679,0.4904746413230896,1.201412558555603,1.2412772178649902,0.9307715892791748,0.408248290463863,langevin_gauss
uncorrected,Langevin + uncorrected,0.339402437210083,langevin,5.0,2.0,10.970251931925304,0.79221111536026,0.28801149129867554,0.7054811716079712,1.2412772178649902,0.9307715892791748,0.408248290463863,langevin_raw
fnpe,Langevin + F-NPSE,0.003244287334382534,langevin,5.0,2.0,11.009976577945054,0.9294471144676208,0.43763771653175354,1.0719890594482422,1.2412772178649902,0.9307715892791748,0.408248290463863,langevin_fnpe
gauss,DPM-2 + Gaussian,0.7021461129188538,dpm,10.0,2.0,9.1937106680125,1.1860023736953735,0.4236062169075012,1.4049428701400757,1.2412772178649902,0.974297350103205,0.30151134457776363,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.765378475189209,dpm,10.0,2.0,9.326196089037694,1.2050676345825195,0.4205991327762604,1.3949694633483887,1.2412772178649902,0.974297350103205,0.30151134457776363,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,0.1780601441860199,dpm,10.0,2.0,9.123673293041065,0.9206101894378662,0.19750261306762695,0.6550420522689819,1.2412772178649902,0.974297350103205,0.30151134457776363,dpm_raw
gauss,Langevin + Gaussian,0.7591481804847717,langevin,10.0,2.0,21.19950719201006,1.2031891345977783,0.4277065396308899,1.4185421466827393,1.2412772178649902,0.974297350103205,0.30151134457776363,langevin_gauss
uncorrected,Langevin + uncorrected,0.9293987154960632,langevin,10.0,2.0,21.03421344992239,0.6940730810165405,0.16651387512683868,0.5522640347480774,1.2412772178649902,0.974297350103205,0.30151134457776363,langevin_raw
fnpe,Langevin + F-NPSE,0.0005118096596561372,langevin,10.0,2.0,21.059018405969255,0.9744516611099243,0.32881495356559753,1.0905557870864868,1.2412772178649902,0.974297350103205,0.30151134457776363,langevin_fnpe
gauss,DPM-2 + Gaussian,1.4813693761825562,dpm,25.0,2.0,22.15981078497134,1.5485224723815918,0.25870591402053833,1.3191465139389038,1.2412772178649902,1.2580020611102765,0.19611613513818404,dpm_gauss
gauss_full,DPM-2 + full Gaussian,1.4778960943222046,dpm,25.0,2.0,22.340094028040767,1.5478413105010986,0.2565397024154663,1.308100938796997,1.2412772178649902,1.2580020611102765,0.19611613513818404,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,1.7961188554763794,dpm,25.0,2.0,22.027692000963725,0.9057541489601135,0.087807796895504,0.44773367047309875,1.2412772178649902,1.2580020611102765,0.19611613513818404,dpm_raw
gauss,Langevin + Gaussian,1.6304373741149902,langevin,25.0,2.0,50.96059749694541,1.5777571201324463,0.25789156556129456,1.3149940967559814,1.2412772178649902,1.2580020611102765,0.19611613513818404,langevin_gauss
uncorrected,Langevin + uncorrected,2.4551708698272705,langevin,25.0,2.0,50.741405298002064,0.7765034437179565,0.09508350491523743,0.48483264446258545,1.2412772178649902,1.2580020611102765,0.19611613513818404,langevin_raw
fnpe,Langevin + F-NPSE,0.11232347786426544,langevin,25.0,2.0,50.92213909397833,1.2800304889678955,0.21490560472011566,1.0958079099655151,1.2412772178649902,1.2580020611102765,0.19611613513818404,langevin_fnpe
gauss,DPM-2 + Gaussian,0.02508683316409588,dpm,50.0,2.0,43.221717291045934,1.0617510080337524,0.14450331032276154,1.0319600105285645,1.2412772178649902,1.0652638603659237,0.14002800840280097,dpm_gauss
gauss_full,DPM-2 + full Gaussian,0.06339899450540543,dpm,50.0,2.0,43.41030759899877,1.0563862323760986,0.14479680359363556,1.0340559482574463,1.2412772178649902,1.0652638603659237,0.14002800840280097,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,3.1627116203308105,dpm,50.0,2.0,43.090407670941204,0.6223956346511841,0.0592317208647728,0.4229990839958191,1.2412772178649902,1.0652638603659237,0.14002800840280097,dpm_raw
gauss,Langevin + Gaussian,0.07801197469234467,langevin,50.0,2.0,99.36335808294825,1.0761877298355103,0.1461326777935028,1.0435960292816162,1.2412772178649902,1.0652638603659237,0.14002800840280097,langevin_gauss
uncorrected,Langevin + uncorrected,3.279755115509033,langevin,50.0,2.0,99.00466588896234,0.6060062646865845,0.062724769115448,0.44794443249702454,1.2412772178649902,1.0652638603659237,0.14002800840280097,langevin_raw
fnpe,Langevin + F-NPSE,0.0004937682533636689,langevin,50.0,2.0,99.22415963094682,1.0651947259902954,0.15179400146007538,1.0840259790420532,1.2412772178649902,1.0652638603659237,0.14002800840280097,langevin_fnpe
gauss,DPM-2 + Gaussian,2.2492616176605225,dpm,100.0,2.0,85.44524730194826,0.8685988783836365,0.0768471211194992,0.7723039984703064,1.2412772178649902,1.092408812872254,0.09950371902099892,dpm_gauss
gauss_full,DPM-2 + full Gaussian,2.2305500507354736,dpm,100.0,2.0,85.59847055689897,0.8704607486724854,0.07744511216878891,0.7783137559890747,1.2412772178649902,1.092408812872254,0.09950371902099892,dpm_gauss_full
uncorrected,DPM-2 + uncorrected,4.983438968658447,dpm,100.0,2.0,85.36546304496005,0.5965380668640137,0.04352203756570816,0.437391072511673,1.2412772178649902,1.092408812872254,0.09950371902099892,dpm_raw
gauss,Langevin + Gaussian,2.168928861618042,langevin,100.0,2.0,195.90431338502094,0.8765922784805298,0.07925613224506378,0.7965142726898193,1.2412772178649902,1.092408812872254,0.09950371902099892,langevin_gauss
uncorrected,Langevin + uncorrected,4.954012870788574,langevin,100.0,2.0,195.60785740695428,0.59946608543396,0.044015925377607346,0.44235458970069885,1.2412772178649902,1.092408812872254,0.09950371902099892,langevin_raw
fnpe,Langevin + F-NPSE,0.04023253172636032,langevin,100.0,2.0,195.50718467496336,1.0884054899215698,0.10805518180131912,1.085941195487976,1.2412772178649902,1.092408812872254,0.09950371902099892,langevin_fnpe
gauss,PF-ODE + Gaussian,0.0722675696015358,heun,1,0,1.5433593390043825,-0.10579466074705124,0.8094647526741028,1.1447560787200928,-0.1467950940132141,-0.15689554810523987,0.7071067811865476,pfode_gauss
