likelihood_std,mean_error_sigma,n_observations,prior_std,repeat,runtime_seconds,std_ratio,variant
0.5,0.007256834302097559,5,0.3,2,0.6108274370199069,1.074089527130127,Langevin + uncorrected
0.5,0.025184402242302895,5,0.3,2,0.9620083440095186,1.1529169082641602,Langevin + F-NPSE
0.5,0.5812355279922485,10,0.3,0,0.39672188996337354,0.9551567435264587,DPM + uncorrected
0.5,0.018019869923591614,10,0.3,0,0.4619846560526639,1.0050783157348633,DPM + Gaussian
0.5,0.005862931255251169,10,0.3,0,0.7117271620081738,1.0154495239257812,Langevin + Gaussian
0.5,0.189874529838562,10,0.3,0,0.6170969340018928,1.045684814453125,Langevin + uncorrected
0.5,0.5296565890312195,10,0.3,0,0.9645906669320539,1.2184547185897827,Langevin + F-NPSE
0.5,0.2892867624759674,10,0.3,1,0.3912823919672519,0.955180823802948,DPM + uncorrected
0.5,0.011942541226744652,10,0.3,1,0.47063233295921236,1.016685962677002,DPM + Gaussian
0.5,0.04974149167537689,10,0.3,1,0.7138576619327068,1.0097041130065918,Langevin + Gaussian
0.5,0.1367289125919342,10,0.3,1,0.6129098150413483,1.0665007829666138,Langevin + uncorrected
0.5,0.3398030400276184,10,0.3,1,0.967439042055048,1.2068763971328735,Langevin + F-NPSE
0.5,0.21073748171329498,10,0.3,2,0.38766575197223574,0.9386707544326782,DPM + uncorrected
0.5,0.024170130491256714,10,0.3,2,0.46198627597186714,1.0213481187820435,DPM + Gaussian
0.5,0.04845311492681503,10,0.3,2,0.7164969830773771,1.0171102285385132,Langevin + Gaussian
0.5,0.09420794248580933,10,0.3,2,0.6081653030123562,1.0543133020401,Langevin + uncorrected
0.5,0.23731566965579987,10,0.3,2,0.959212476038374,1.2046563625335693,Langevin + F-NPSE
0.5,0.11255301535129547,25,0.3,0,0.3976039420813322,0.9641696810722351,DPM + uncorrected
0.5,0.018843501806259155,25,0.3,0,0.4618840760085732,1.0039746761322021,DPM + Gaussian
0.5,0.02289985865354538,25,0.3,0,0.710731886094436,1.0296313762664795,Langevin + Gaussian
0.5,0.06066558510065079,25,0.3,0,0.6094679110683501,1.0255215167999268,Langevin + uncorrected
0.5,0.40771713852882385,25,0.3,0,0.9630651329644024,1.285414695739746,Langevin + F-NPSE
0.5,0.1749049872159958,25,0.3,1,0.3895215151133016,0.9751121401786804,DPM + uncorrected
0.5,0.02678961679339409,25,0.3,1,0.4624475600430742,1.0148646831512451,DPM + Gaussian
0.5,0.03801650553941727,25,0.3,1,0.7188235729699954,1.0347099304199219,Langevin + Gaussian
0.5,0.13463842868804932,25,0.3,1,0.6078222340438515,1.041297435760498,Langevin + uncorrected
0.5,0.5851699113845825,25,0.3,1,0.9655881350627169,1.260436773300171,Langevin + F-NPSE
0.5,0.03524177148938179,25,0.3,2,0.39002964505925775,0.9802242517471313,DPM + uncorrected
0.5,0.035363052040338516,25,0.3,2,0.46226965892128646,1.0053921937942505,DPM + Gaussian
0.5,0.037659212946891785,25,0.3,2,0.7174425499979407,1.0397350788116455,Langevin + Gaussian
