n_observations,repeat,method,global_error_analytic_sigma,local_rmse_analytic_sigma,joint_mahalanobis_per_dimension,map_runtime_seconds,sampling_runtime_seconds
10,14,joint_score,0.8259696364402771,0.4921185374259949,0.24933205544948578,0.2170238879043609,0.2884177251253277
10,15,analytic,0.0,0.0,0.0,0.0,0.28892491897568107
10,15,old_score,0.20399558544158936,0.12242170423269272,0.06303340196609497,0.15906136413104832,0.28892491897568107
10,15,joint_score,0.06490831822156906,0.04178400710225105,0.02388169802725315,0.2498944301623851,0.28892491897568107
10,16,analytic,0.0,0.0,0.0,0.0,0.28806384606286883
10,16,old_score,0.29746219515800476,0.17827671766281128,0.09003271907567978,0.1563389280345291,0.28806384606286883
10,16,joint_score,0.444091796875,0.2643088698387146,0.13411223888397217,0.2588125020265579,0.28806384606286883
10,17,analytic,0.0,0.0,0.0,0.0,0.28759054793044925
10,17,old_score,0.27748239040374756,0.16572679579257965,0.08449093997478485,0.15540749090723693,0.28759054793044925
10,17,joint_score,0.37681081891059875,0.22393906116485596,0.11419147253036499,0.26583325606770813,0.28759054793044925
10,18,analytic,0.0,0.0,0.0,0.0,0.28697629109956324
10,18,old_score,0.19326314330101013,0.11597030609846115,0.05927681177854538,0.1573218428529799,0.28697629109956324
10,18,joint_score,0.11549816280603409,0.07052484899759293,0.03647281602025032,0.2072744679171592,0.28697629109956324
10,19,analytic,0.0,0.0,0.0,0.0,0.28688646806403995
10,19,old_score,1.2188011407852173,0.7284111976623535,0.36777472496032715,0.15456882980652153,0.28688646806403995
10,19,joint_score,1.4598588943481445,0.8698906302452087,0.44038230180740356,0.19388287421315908,0.28688646806403995
25,0,analytic,0.0,0.0,0.0,0.0,0.2937407100107521
25,0,old_score,1.614193081855774,0.6952272653579712,0.31682005524635315,0.1562935879919678,0.2937407100107521
25,0,joint_score,1.390467643737793,0.6002814173698425,0.27300089597702026,0.2637859669048339,0.2937407100107521
25,1,analytic,0.0,0.0,0.0,0.0,0.2945938599295914
25,1,old_score,1.231244683265686,0.5306522250175476,0.2417663335800171,0.15641101589426398,0.2945938599295914
25,1,joint_score,0.962192714214325,0.4164385497570038,0.18910221755504608,0.1830299289431423,0.2945938599295914
25,2,analytic,0.0,0.0,0.0,0.0,0.2942148018628359
25,2,old_score,1.6631158590316772,0.7166520953178406,0.32640936970710754,0.15738134807907045,0.2942148018628359
25,2,joint_score,1.9942424297332764,0.8571727871894836,0.39129137992858887,0.2206353701185435,0.2942148018628359
25,3,analytic,0.0,0.0,0.0,0.0,0.2929122089408338
25,3,old_score,0.17630226910114288,0.0760604590177536,0.03667439892888069,0.1558152490761131,0.2929122089408338
25,3,joint_score,0.04061063751578331,0.020850492641329765,0.0144839221611619,0.1863043641205877,0.2929122089408338
25,4,analytic,0.0,0.0,0.0,0.0,0.2946040730457753
25,4,old_score,0.191676065325737,0.0832451730966568,0.03912593796849251,0.15752047393471003,0.2946040730457753
25,4,joint_score,0.2511140704154968,0.10832557082176208,0.050409235060214996,0.18526236689649522,0.2946040730457753
25,5,analytic,0.0,0.0,0.0,0.0,0.29506560298614204
25,5,old_score,0.016768136993050575,0.012395351193845272,0.011791246943175793,0.1561978249810636,0.29506560298614204
25,5,joint_score,0.3655622899532318,0.1559368520975113,0.0725744292140007,0.19095476903021336,0.29506560298614204
25,6,analytic,0.0,0.0,0.0,0.0,0.29284903104417026
25,6,old_score,0.40613049268722534,0.17473755776882172,0.08004122972488403,0.15601725480519235,0.29284903104417026
25,6,joint_score,0.5199366211891174,0.22301062941551208,0.10226848721504211,0.19103709794580936,0.29284903104417026
25,7,analytic,0.0,0.0,0.0,0.0,0.30111328698694706
25,7,old_score,3.082937240600586,1.3287372589111328,0.6048165559768677,0.15719678695313632,0.30111328698694706
25,7,joint_score,2.995074987411499,1.2913531064987183,0.5875928997993469,0.26837679790332913,0.30111328698694706
